question,labels,has_context
Xét nghiệm Pap có thể phát hiện được viêm đường tiết niệu không?,symptom|cause,1
sẩy thai khi Xét nghiệm máu: dấu hiệu và cách chữa,symptom|treatment,1
Những dấu hiệu nhận biết và phương pháp điều trị sẩy thai khi thực hiện xét nghiệm máu là gì?,symptom|treatment,1
"Khi xét nghiệm máu, làm thế nào để nhận biết các dấu hiệu sẩy thai và cách chữa trị?",symptom|treatment,1
"viêm nội mạc tử cung trong Tiểu đường thai kỳ: nguyên nhân, triệu chứng và điều trị",symptom|treatment|cause,1
Tại sao có đau bụng kinh khi Khám sức khỏe định kỳ,cause,1
Tại sao lại có hiện tượng đau bụng kinh khi đi khám sức khỏe định kỳ?,cause,1
Đau bụng kinh khi khám sức khỏe định kỳ có nguyên nhân từ đâu?,cause,1
Nguy cơ mắc thai ngoài tử cung khi Siêu âm thường ,riskfactor,1
Định nghĩa u nang buồng trứng và đối tượng dễ mắc trong Siêu âm,definition|population,1
Nguyên nhân và ai dễ mắc u nang buồng trứng trong Mang thai,cause|population,1
Nguyên nhân và triệu chứng của rong kinh khi Xét nghiệm máu,symptom|cause,1
Rong kinh khi xét nghiệm máu có nguyên nhân và triệu chứng gì?,symptom|cause,1
Rong kinh khi xét nghiệm máu có dấu hiệu gì?,symptom|cause,1
Xử lý rong kinh khi Ba tháng cuối,treatment,1
Rong kinh khi ba tháng cuối có nguy hiểm không?,treatment,1
Cách xử lý rong kinh khi ba tháng cuối?,treatment,1
Điều cần biết về u xơ tử cung khi Siêu âm nâng cao,detail,1
Nguyên nhân và triệu chứng của viêm âm đạo khi Yoga,symptom|cause,1
Các dấu hiệu nhận biết ung thư buồng trứng,symptom,0
Những dấu hiệu nào cho thấy bị ung thư buồng trứng?,symptom,0
Làm sao nhận biết được ung thư buồng trứng?,symptom,0
Nguyên nhân và ai dễ mắc nhiễm HPV trong Xét nghiệm Pap smear,cause|population,1
Dấu hiệu viêm nội mạc tử cung khi Sinh non,symptom,1
"Khi gặp phải rong kinh trong thời gian đầu mang thai, nên nhận biết và xử lý như thế nào?",symptom,1
Những dấu hiệu nào cho thấy bạn đang bị viêm nội mạc tử cung khi sinh non?,symptom,1
Nên làm gì với sinh non khi Sinh non,advice,1
Các thể u nang buồng trứng trong Siêu âm nâng cao,subdisease,1
Biến chứng mãn kinh trong Tiền sản giật,complication,1
Tiền sản giật có gây biến chứng gì liên quan đến mãn kinh không?,complication,1
Biến chứng mãn kinh có thể xảy ra trong tiền sản giật là gì?,complication,1
"loạn khuẩn âm đạo trong Xét nghiệm Pap smear: nguyên nhân, triệu chứng và điều trị",symptom|treatment|cause,1
tiền mãn kinh là gì khi Dinh dưỡng,definition,1
Tiền mãn kinh có ảnh hưởng gì đến dinh dưỡng?,definition,1
Chế độ dinh dưỡng khi tiền mãn kinh nên như thế nào?,definition,1
Ai hay mắc viêm buồng trứng khi Tiền sản giật,population,1
Người nào thường mắc viêm buồng trứng khi bị tiền sản giật?,population,1
Viêm buồng trứng thường xảy ra ở ai khi có tiền sử tiền sản giật?,population,1
Biến chứng viêm âm đạo trong Dinh dưỡng,complication,1
Những tình huống nào dễ gây viêm nội mạc tử cung?,complication,1
Khi nào thì dễ bị viêm nội mạc tử cung?,complication,1
Ứng dụng của viêm niệu đạo trong Yoga,application,1
Viêm niệu đạo có liên quan gì đến Yoga không?,application,1
Khi tập Yoga có giúp giảm viêm niệu đạo không?,application,1
Phòng ngừa viêm nội mạc tử cung trong Dậy thì,prevention,1
Xử lý vô kinh khi Dậy thì,treatment,1
Làm sao xử lý tình trạng vô kinh khi dậy thì?,treatment,1
Vô kinh khi dậy thì phải làm sao để khắc phục?,treatment,1
đi tiểu nhiều lần là dấu hiệu của bệnh nào,disease,0
Cách chữa viêm nội mạc tử cung là gì,treatment,0
u xơ tử cung là gì khi Thai kỳ,definition,1
u xơ tử cung có ảnh hưởng gì đến thai kỳ không?,definition,1
Thai phụ bị u xơ tử cung có cần lưu ý gì không?,definition,1
Phân loại mãn kinh khi Thai kỳ,subdisease,1
Phân loại mãn kinh khi mang thai?,subdisease,1
"Có几种绝经分类在孕期吗？ (Note: The last sentence is in Chinese, which seems to be a mistake. The correct Vietnamese translation would be: ""Có几种绝经分类在孕期吗？"" -> ""Có các loại mãn kinh nào khi mang thai?"")",subdisease,1
Nguyên nhân đa kinh trong Xét nghiệm nước tiểu,cause,1
Đa kinh do nguyên nhân gì khi xét nghiệm nước tiểu?,cause,1
Tại sao lại có hiện tượng đa kinh khi làm xét nghiệm nước tiểu?,cause,1
Lời khuyên và phương pháp điều trị nhiễm HPV trong Siêu âm nâng cao,advice|treatment,1
Siêu âm nâng cao có giúp phát hiện nhiễm HPV không? Có phương pháp điều trị nào không?,advice|treatment,1
Có nên siêu âm nâng cao để phát hiện nhiễm HPV không? Lời khuyên và cách điều trị?,advice|treatment,1
Triệu chứng và cách điều trị sinh non trong Siêu âm,symptom|treatment,1
Làm sao tránh đa kinh khi Siêu âm nâng cao,prevention,1
Siêu âm nâng cao có giúp tránh đa kinh không?,prevention,1
Làm sao để hạn chế hiện tượng đa kinh sau khi siêu âm nâng cao?,prevention,1
Nguyên nhân viêm cổ tử cung trong Nghén,cause,1
Tại sao lại bị viêm cổ tử cung khi nghén?,cause,1
Nguyên nhân gây viêm cổ tử cung trong thời kỳ nghén là gì?,cause,1
Nguy cơ mắc sinh non khi Xét nghiệm máu,riskfactor,1
Xét nghiệm máu có giúp phát hiện nguy cơ sinh non không?,riskfactor,1
Sinh non có thể phát hiện qua xét nghiệm máu không?,riskfactor,1
Lời khuyên khi bị viêm đường tiết niệu trong Đi bộ,advice,1
Nguy cơ mắc mãn kinh khi Tiểu đường thai kỳ,riskfactor,1
Định nghĩa thống kinh trong Tiền sản giật,definition,1
Thống kinh trong Tiền sản giật là gì vậy?,definition,1
Thế nào là thống kinh trong Tiền sản giật?,definition,1
Nguyên nhân và triệu chứng của u nang buồng trứng khi Sinh non,symptom|cause,1
Triệu chứng của lạc nội mạc tử cung trong Thai kỳ,symptom,1
Thai phụ có dấu hiệu gì của lạc nội mạc tử cung?,symptom,1
Lạc nội mạc tử cung khi mang thai có triệu chứng ra sao?,symptom,1
Những phân nhóm đặc trưng của viêm niệu đạo,subdisease,0
Phân nhóm nào đặc trưng cho viêm niệu đạo?,subdisease,0
Viêm niệu đạo có những loại đặc trưng nào?,subdisease,0
Nguyên nhân nhiễm HPV trong Thai kỳ,cause,1
Mình bị nhiễm HPV trong thai kỳ do đâu vậy?,cause,1
Nguyên nhân nào khiến mình bị nhiễm HPV khi mang thai?,cause,1
Nên làm gì với rong kinh khi Ba tháng đầu,advice,1
Biến chứng tiểu không kiểm soát trong Xét nghiệm máu,complication,1
Mệt mỏi thường xuyên là dấu hiệu của bệnh gì?,complication,1
"Tại sao tôi thường cảm thấy mệt mỏi, có phải do bệnh gì không?",complication,1
rong kinh được dùng thế nào khi Thai kỳ,application,1
Dùng thuốc rong kinh như thế nào trong thai kỳ?,application,1
Rong kinh trong thai kỳ nên điều trị thế nào?,application,1
"Trong Phẫu thuật, viêm âm đạo có nguyên nhân và dấu hiệu gì",symptom|cause,1
Viêm âm đạo sau phẫu thuật có dấu hiệu và nguyên nhân gì?,symptom|cause,1
"Sau phẫu thuật, viêm âm đạo thường do nguyên nhân gì, có dấu hiệu gì?",symptom|cause,1
Yếu tố nguy cơ ung thư buồng trứng trong Tiền sản giật,riskfactor,1
Định nghĩa ung thư buồng trứng trong Tiền sản giật,definition,1
Ung thư buồng trứng là gì trong trường hợp tiền sản giật?,definition,1
Tiền sản giật có liên quan đến ung thư buồng trứng không?,definition,1
Nguyên nhân vô kinh trong Thai kỳ,cause,1
Tại sao lại bị vô kinh khi mang thai?,cause,1
Nguyên nhân nào gây vô kinh trong thời kỳ mang thai?,cause,1
thai ngoài tử cung ở Siêu âm nâng cao,subtopic,1
hội chứng buồng trứng đa nang là gì khi Tiểu đường thai kỳ,definition,1
Hội chứng buồng trứng đa nang có liên quan đến tiểu đường thai kỳ không?,definition,1
Tiểu đường thai kỳ có phải do hội chứng buồng trứng đa nang?,definition,1
Ai hay mắc sinh non khi Dậy thì,population,1
Người nào dễ sinh non trong giai đoạn dậy thì?,population,1
Dậy thì có ảnh hưởng gì đến nguy cơ sinh non?,population,1
Triệu chứng và cách điều trị viêm nội mạc tử cung trong Dinh dưỡng,symptom|treatment,1
Viêm nội mạc tử cung có triệu chứng gì và cách điều trị ra sao?,symptom|treatment,1
Triệu chứng và cách điều trị viêm nội mạc tử cung trong chế độ dinh dưỡng như thế nào?,symptom|treatment,1
Tại sao có lạc nội mạc tử cung khi Dậy thì,cause,1
Nếu bị nhiễm HPV nên xử lý thế nào mới an toàn?,cause,1
Có cách nào an toàn để xử lý khi bị nhiễm HPV không?,cause,1
Vai trò của đa kinh trong y học,application,0
Nguyên nhân và ai dễ mắc ung thư nội mạc tử cung trong Dậy thì,cause|population,1
Điều cần biết về viêm đường tiết niệu khi Tiểu đường thai kỳ,detail,1
Cần biết những gì về viêm đường tiết niệu khi bị tiểu đường thai kỳ?,detail,1
Viêm đường tiết niệu trong tiểu đường thai kỳ có gì cần lưu ý?,detail,1
Rủi ro của tiểu không kiểm soát khi Xét nghiệm máu,complication,1
Tiểu không kiểm soát có nguy cơ gì khi làm xét nghiệm máu?,complication,1
Mắc tiểu không kiểm soát có ảnh hưởng gì khi phải làm xét nghiệm máu?,complication,1
Phòng ngừa viêm cổ tử cung trong Đi bộ,prevention,1
"Bị đa kinh, đi xét nghiệm máu để biết lý do thế nào?",prevention,1
Đi bộ hàng ngày giúp phòng ngừa viêm cổ tử cung không?,prevention,1
Làm sao tránh vô kinh khi Đi bộ,prevention,1
Nguyên nhân u xơ tử cung trong Sinh non,cause,1
U xơ tử cung có phải là nguyên nhân gây sinh non không?,cause,1
Sinh non có thể do u xơ tử cung gây ra không?,cause,1
Yếu tố nguy cơ lạc nội mạc tử cung trong Tiểu đường thai kỳ,riskfactor,1
Những yếu tố nào dễ gây lạc nội mạc tử cung ở phụ nữ tiểu đường thai kỳ?,riskfactor,1
Phụ nữ tiểu đường thai kỳ có nguy cơ lạc nội mạc tử cung không?,riskfactor,1
viêm vùng chậu trong Huyết áp cao thường gặp ở ai,population,1
Viêm vùng chậu thường gặp ở ai khi bị huyết áp cao?,population,1
Ai dễ mắc viêm vùng chậu khi có huyết áp cao?,population,1
Biến chứng và cách điều trị hội chứng buồng trứng đa nang khi Ba tháng cuối,treatment|complication,1
Biến chứng của hội chứng buồng trứng đa nang trong ba tháng cuối là gì?,treatment|complication,1
Điều trị hội chứng buồng trứng đa nang trong ba tháng cuối như thế nào?,treatment|complication,1
Các thể đa nang buồng trứng trong Dinh dưỡng,subdisease,1
Thông tin chi tiết viêm niệu đạo trong Dậy thì,detail,1
Ứng dụng của ung thư nội mạc tử cung trong Phẫu thuật,application,1
Ung thư nội mạc tử cung có thể được ứng dụng như thế nào trong phẫu thuật?,application,1
"Trong quá trình phẫu thuật, ung thư nội mạc tử cung có thể được xử lý ra sao?",application,1
"Trong Sinh non, viêm niệu đạo có nguyên nhân và dấu hiệu gì",symptom|cause,1
Nguyên nhân và ai dễ mắc thai lưu trong Siêu âm nâng cao,cause|population,1
Thai lưu có thể phát hiện qua siêu âm nâng cao không?,cause|population,1
Nguyên nhân gây thai lưu và ai dễ mắc phải khi siêu âm nâng cao?,cause|population,1
Xử lý tiền mãn kinh khi Siêu âm thường ,treatment,1
Tiền mãn kinh cần xử lý như thế nào khi siêu âm?,treatment,1
Siêu âm thường thì tiền mãn kinh được xử lý ra sao?,treatment,1
Biến chứng loạn khuẩn âm đạo trong Siêu âm thường ,complication,1
Loạn khuẩn âm đạo có gây biến chứng gì khi siêu âm không?,complication,1
Siêu âm thường có ảnh hưởng gì đến biến chứng loạn khuẩn âm đạo?,complication,1
Định nghĩa tiền mãn kinh và đối tượng dễ mắc trong Tiền sản giật,definition|population,1
Tiền mãn kinh là gì và ai dễ bị tiền sản giật?,definition|population,1
Ai dễ mắc tiền sản giật trong giai đoạn tiền mãn kinh?,definition|population,1
Biến chứng đa nang buồng trứng trong Nội tiết tố,complication,1
"Dưới đây là danh sách các câu đã được viết lại, giữ nguyên ý nghĩa nhưng thay đổi cách diễn đạt, từ ngữ và cấu trúc câu:",complication,1
Những biến chứng nào có thể xảy ra với hội chứng đa nang buồng trứng trong phạm vi Nội tiết tố?,complication,1
Lời khuyên khi bị đa nang buồng trứng trong Vaccine HPV,advice,1
Đa nang buồng trứng có ảnh hưởng gì khi tiêm vaccine HPV?,advice,1
Cần lưu ý gì về đa nang buồng trứng khi tiêm vaccine HPV?,advice,1
thai ngoài tử cung liên quan tới bệnh nào,disease,0
Triệu chứng và cách điều trị viêm buồng trứng trong Dậy thì,symptom|treatment,1
Nguy cơ mắc sinh non khi Yoga,riskfactor,1
Nguyên nhân và ai dễ mắc u xơ tử cung trong Dinh dưỡng,cause|population,1
Yếu tố nguy cơ và cách phòng tránh sinh non khi Cho con bú,riskfactor|prevention,1
Nguyên nhân và ai dễ mắc hội chứng buồng trứng đa nang trong Sinh non,cause|population,1
Ai dễ mắc hội chứng buồng trứng đa nang trong quá trình sinh non?,cause|population,1
Sinh non có làm tăng nguy cơ mắc hội chứng buồng trứng đa nang không?,cause|population,1
Phòng ngừa mãn kinh trong Đi bộ,prevention,1
Nguyên nhân thống kinh trong Khám phụ khoa,cause,1
Khám phụ khoa có giúp phát hiện nguyên nhân thống kinh không?,cause,1
Thống kinh có thể do những nguyên nhân gì khi khám phụ khoa?,cause,1
viêm niệu đạo khi Đi bộ: dấu hiệu và cách chữa,symptom|treatment,1
"Đi bộ có thể gây viêm niệu đạo, dấu hiệu và cách chữa là gì?",symptom|treatment,1
"Viêm niệu đạo khi đi bộ, phải xử lý thế nào?",symptom|treatment,1
tiểu không kiểm soát có làm tăng nguy cơ tử vong không,complication,0
Tiểu không kiểm soát có nguy hiểm đến tính mạng không?,complication,0
Tình trạng tiểu không kiểm soát có gây nguy cơ tử vong?,complication,0
Các thể mãn kinh trong Đi bộ,subdisease,1
Đi bộ có ảnh hưởng đến mãn kinh không?,subdisease,1
Có bao nhiêu thể mãn kinh khi đi bộ?,subdisease,1
Điều trị nhiễm nấm âm đạo trong Nghén,treatment,1
Điều trị nhiễm nấm âm đạo khi đang nghén như thế nào?,treatment,1
Có cách nào điều trị nhiễm nấm âm đạo khi đang nghén?,treatment,1
rong kinh được dùng thế nào khi Nội tiết tố,application,1
Làm thế nào để nhận biết nhiễm HPV khi có Tiểu đường thai kỳ?,application,1
Cách sử dụng rong kinh khi gặp vấn đề về Nội tiết tố là gì?,application,1
Biến chứng và cách điều trị vô kinh khi Thai kỳ,treatment|complication,1
"Khi mang thai, vô kinh có những biến chứng và cách điều trị như thế nào?",treatment|complication,1
"Trong thai kỳ, vô kinh có thể gây ra những biến chứng gì và cách điều trị ra sao?",treatment|complication,1
Lời khuyên khi bị đa nang buồng trứng trong Dinh dưỡng,advice,1
"Trong Vaccine HPV, đa kinh có nguyên nhân và dấu hiệu gì",symptom|cause,1
Nguyên nhân và ai dễ mắc vô kinh trong Cho con bú,cause|population,1
Nguyên nhân nào dễ gây vô kinh khi cho con bú?,cause|population,1
Ai dễ mắc vô kinh trong thời gian cho con bú?,cause|population,1
Bác sĩ thường khuyên gì cho ung thư cổ tử cung,advice,0
Bác sĩ thường đưa ra những lời khuyên gì cho người bị ung thư cổ tử cung?,advice,0
Những kiến nghị y tế nào thường được bác sĩ đưa ra cho bệnh nhân ung thư cổ tử cung?,advice,0
Tại sao có thai lưu khi Nghén,cause,1
"Trong quá trình mang thai, thống kinh có những dấu hiệu đặc trưng nào?",cause,1
Tại sao một số phụ nữ lại gặp phải tình trạng thai lưu trong thời gian nghén?,cause,1
Nguyên nhân và triệu chứng của đa nang buồng trứng khi Ba tháng đầu,symptom|cause,1
Ba tháng đầu có thể bị đa nang buồng trứng không? Nguyên nhân và triệu chứng?,symptom|cause,1
Nguyên nhân và triệu chứng của đa nang buồng trứng khi mang thai ba tháng đầu?,symptom|cause,1
Nguy cơ mắc sinh non khi Khám phụ khoa,riskfactor,1
Phòng ngừa rong kinh trong Thiếu máu,prevention,1
Rủi ro của viêm âm đạo khi Mang thai,complication,1
Mang thai có tăng nguy cơ viêm âm đạo không?,complication,1
Viêm âm đạo khi mang thai có những rủi ro gì?,complication,1
"u nang buồng trứng trong Dinh dưỡng: nguyên nhân, triệu chứng và điều trị",symptom|treatment|cause,1
Các thể thai ngoài tử cung trong Yoga,subdisease,1
Nguyên nhân và triệu chứng của thống kinh khi Ba tháng đầu,symptom|cause,1
Các thể ung thư nội mạc tử cung trong Tiền sản giật,subdisease,1
Tiền sản giật có liên quan đến ung thư nội mạc tử cung không?,subdisease,1
Những thể ung thư nội mạc tử cung thường gặp khi bị tiền sản giật?,subdisease,1
Biến chứng và cách điều trị nhiễm HPV khi Dinh dưỡng,treatment|complication,1
Nên làm gì với tiền mãn kinh khi Đi bộ,advice,1
Dấu hiệu nhiễm HPV khi Huyết áp cao,symptom,1
Dấu hiệu nhiễm HPV có thay đổi gì khi huyết áp cao?,symptom,1
Huyết áp cao có ảnh hưởng đến dấu hiệu nhiễm HPV không?,symptom,1
Biến chứng viêm nội mạc tử cung trong Ba tháng đầu,complication,1
Ba tháng đầu có nguy cơ biến chứng viêm nội mạc tử cung không?,complication,1
Biến chứng viêm nội mạc tử cung có thể xảy ra trong ba tháng đầu thai kỳ không?,complication,1
Nguyên nhân đa kinh trong Cho con bú,cause,1
Nhiều kinh trong thời gian cho con bú có nguyên nhân gì?,cause,1
Cho con bú có ảnh hưởng gì đến chu kỳ kinh nguyệt không?,cause,1
Tại sao có thống kinh khi Nghén,cause,1
Tại sao có thống kinh khi đang nghén?,cause,1
Đau bụng kinh có thể xảy ra khi nghén không?,cause,1
Yếu tố nguy cơ và cách phòng tránh nhiễm HPV khi Dinh dưỡng,riskfactor|prevention,1
Làm thế nào để phòng tránh nhiễm HPV khi ăn uống?,riskfactor|prevention,1
Có cách nào để ngăn ngừa nhiễm HPV thông qua dinh dưỡng không?,riskfactor|prevention,1
lạc nội mạc tử cung trong Yoga thường gặp ở ai,population,1
Ai thường gặp lạc nội mạc tử cung khi tập Yoga?,population,1
Lạc nội mạc tử cung trong Yoga thường gặp ở những người nào?,population,1
Khái niệm cơ bản về đau bụng kinh,definition,0
Điều cần biết về đa kinh khi Xét nghiệm máu,detail,1
Đa kinh khi xét nghiệm máu cần biết những gì?,detail,1
Có những điều gì cần lưu ý về đa kinh khi xét nghiệm máu?,detail,1
Nguyên nhân và ai dễ mắc sinh non trong Xét nghiệm Pap smear,cause|population,1
Tại sao có sẩy thai khi Phẫu thuật,cause,1
Tại sao lại sẩy thai sau khi phẫu thuật?,cause,1
Sẩy thai có liên quan đến việc phẫu thuật không?,cause,1
Nguyên nhân và ai dễ mắc đau bụng kinh trong Dậy thì,cause|population,1
Tại sao có viêm buồng trứng khi Siêu âm,cause,1
Tại sao lại bị viêm buồng trứng khi siêu âm?,cause,1
Có thể bị viêm buồng trứng do siêu âm không?,cause,1
"Trong Dậy thì, viêm nội mạc tử cung có nguyên nhân và dấu hiệu gì",symptom|cause,1
"Dậy thì có thể gây viêm nội mạc tử cung không? Nếu có, dấu hiệu như thế nào?",symptom|cause,1
"Khi dậy thì, dấu hiệu và nguyên nhân của viêm nội mạc tử cung là gì?",symptom|cause,1
Biến chứng và cách điều trị ung thư cổ tử cung khi Siêu âm thường ,treatment|complication,1
Biến chứng của ung thư cổ tử cung khi siêu âm thường là gì?,treatment|complication,1
Siêu âm thường có giúp phát hiện biến chứng ung thư cổ tử cung không?,treatment|complication,1
Biến chứng của ung thư cổ tử cung,complication,0
Ung thư cổ tử cung có những biến chứng nguy hiểm không?,complication,0
Biến chứng của ung thư cổ tử cung thường gặp là gì?,complication,0
Nguyên nhân và triệu chứng của rong kinh khi Ba tháng cuối,symptom|cause,1
Nguyên nhân u nang buồng trứng trong Dậy thì,cause,1
U nang buồng trứng dậy thì do nguyên nhân gì?,cause,1
Tại sao lại có u nang buồng trứng trong thời kỳ dậy thì?,cause,1
Điều trị ung thư cổ tử cung như thế nào,treatment,0
Yếu tố nguy cơ nhiễm HPV trong Xét nghiệm máu,riskfactor,1
Yếu tố nguy cơ viêm buồng trứng trong Khám sức khỏe định kỳ,riskfactor,1
Khám phụ khoa định kỳ có giúp phòng ngừa viêm buồng trứng không?,riskfactor,1
Những yếu tố nào dễ gây viêm buồng trứng khi khám định kỳ?,riskfactor,1
Nguyên nhân và triệu chứng của viêm cổ tử cung khi Ba tháng đầu,symptom|cause,1
Rủi ro của viêm cổ tử cung khi Siêu âm,complication,1
Siêu âm có làm tăng rủi ro viêm cổ tử cung không?,complication,1
Rủi ro của viêm cổ tử cung khi siêu âm là gì?,complication,1
Xử lý sinh non khi Thiếu máu,treatment,1
Xử lý thế nào khi bị sinh non do thiếu máu?,treatment,1
Có cách nào xử lý sinh non khi bị thiếu máu không?,treatment,1
Lời khuyên và phương pháp điều trị u xơ tử cung trong Ba tháng đầu,advice|treatment,1
Nguyên nhân và triệu chứng của rong kinh khi Vaccine HPV,symptom|cause,1
"Trong Khám phụ khoa, viêm âm đạo có nguyên nhân và dấu hiệu gì",symptom|cause,1
Viêm âm đạo thường do nguyên nhân gì?,symptom|cause,1
"Đau rát, ngứa ngáy có phải dấu hiệu viêm âm đạo không?",symptom|cause,1
Cách chữa tiền mãn kinh là gì,treatment,0
Lời khuyên khi bị thai ngoài tử cung trong Dinh dưỡng,advice,1
"Mình bị thai ngoài tử cung, cần lưu ý gì về chế độ ăn uống?",advice,1
"Thai ngoài tử cung, ăn uống thế nào cho hợp lý?",advice,1
Các thể mãn kinh và triệu chứng đi kèm,subdisease|symptom,0
Các dấu hiệu và triệu chứng của giai đoạn mãn kinh là gì?,subdisease|symptom,0
"Khi mãn kinh, phụ nữ thường gặp những triệu chứng nào?",subdisease|symptom,0
Điều cần biết về ung thư cổ tử cung khi Khám sức khỏe định kỳ,detail,1
Cần lưu ý gì về ung thư cổ tử cung khi đi khám sức khỏe định kỳ?,detail,1
"Khám sức khỏe định kỳ, phải biết những gì về ung thư cổ tử cung?",detail,1
Thông tin chi tiết tiểu không kiểm soát trong Xét nghiệm Pap smear,detail,1
Nguy cơ mắc đa nang buồng trứng khi Tiểu đường thai kỳ,riskfactor,1
Triệu chứng của viêm nội mạc tử cung trong Ba tháng cuối,symptom,1
"Ba tháng cuối thai kỳ, các triệu chứng của viêm nội mạc tử cung bao gồm những gì?",symptom,1
"Trong ba tháng cuối thai kỳ, triệu chứng của viêm nội mạc tử cung là gì?",symptom,1
Nguy cơ mắc mãn kinh khi Thai kỳ,riskfactor,1
rong kinh trong Siêu âm thường  thường gặp ở ai,population,1
Ai thường bị rong kinh khi siêu âm?,population,1
Rong kinh trong siêu âm thường gặp ở những trường hợp nào?,population,1
Điều trị viêm âm đạo trong Phẫu thuật,treatment,1
Điều trị viêm âm đạo sau phẫu thuật,treatment,1
Phương pháp chữa trị viêm âm đạo trong quá trình phẫu thuật,treatment,1
Rủi ro của mãn kinh khi Thai kỳ,complication,1
Mãn kinh có rủi ro gì khi mang thai?,complication,1
Rủi ro của mãn kinh khi thai kỳ là gì?,complication,1
Các thể viêm niệu đạo trong Khám phụ khoa,subdisease,1
Các loại viêm niệu đạo thường gặp ở phụ nữ?,subdisease,1
Khám phụ khoa có kiểm tra được các thể viêm niệu đạo không?,subdisease,1
nhiễm HPV trong Yoga,topic,1
Làm yoga có mắc HPV không?,topic,1
Yoga có thể gây nhiễm HPV?,topic,1
Nguy cơ mắc viêm nội mạc tử cung khi Cho con bú,riskfactor,1
Cho con bú có thể làm tăng nguy cơ mắc viêm nội mạc tử cung không?,riskfactor,1
Viêm nội mạc tử cung có liên quan đến việc cho con bú như thế nào?,riskfactor,1
Yếu tố nguy cơ đa kinh trong Yoga,riskfactor,1
Xử lý rong kinh khi Xét nghiệm máu,treatment,1
"Nếu xét nghiệm máu phát hiện rong kinh, cần phải xử trí như thế nào?",treatment,1
"Khi kết quả xét nghiệm máu chỉ ra hiện tượng rong kinh, chúng ta nên làm gì để khắc phục?",treatment,1
Yếu tố nguy cơ và cách phòng tránh u xơ tử cung khi Sinh non,riskfactor|prevention,1
"Khi thực hiện xét nghiệm Pap smear, những dấu hiệu và nguyên nhân của viêm đường tiết niệu là gì?",riskfactor|prevention,1
Những yếu tố nguy cơ và biện pháp phòng ngừa u xơ tử cung khi sinh non bao gồm những gì?,riskfactor|prevention,1
sẩy thai có mấy thể chính,subdisease,0
Sẩy thai có bao nhiêu thể chính?,subdisease,0
Các loại sẩy thai thường gặp là gì?,subdisease,0
lạc nội mạc tử cung trong Nội tiết tố,topic,1
Phân loại tiền mãn kinh khi Thiếu máu,subdisease,1
Tìm hiểu về tiền mãn kinh khi bị thiếu máu?,subdisease,1
Tiền mãn kinh có ảnh hưởng gì khi thiếu máu?,subdisease,1
Định nghĩa nhiễm HPV trong Huyết áp cao,definition,1
Điều trị sẩy thai có cần phẫu thuật không,treatment,0
Điều trị sẩy thai có cần phải phẫu thuật không?,treatment,0
Có cần phẫu thuật trong việc điều trị sẩy thai không?,treatment,0
"Trong Yoga, vô kinh có nguyên nhân và dấu hiệu gì",symptom|cause,1
u xơ tử cung là gì khi Siêu âm,definition,1
"Phát hiện u xơ tử cung khi siêu âm, nó là gì vậy?",definition,1
"Kết quả siêu âm cho thấy u xơ tử cung, vậy u xơ tử cung là gì?",definition,1
Dấu hiệu viêm âm đạo khi Khám phụ khoa,symptom,1
"Khi khám phụ khoa, những dấu hiệu nào cho thấy bạn đang bị viêm âm đạo?",symptom,1
Những dấu hiệu viêm âm đạo thường xuất hiện như thế nào khi bạn đi khám phụ khoa?,symptom,1
Lời khuyên khi bị lạc nội mạc tử cung trong Phẫu thuật,advice,1
loạn khuẩn âm đạo được dùng thế nào khi Xét nghiệm Pap smear,application,1
Loạn khuẩn âm đạo được sử dụng để chỉ gì khi xét nghiệm Pap smear?,application,1
"Khi thực hiện xét nghiệm Pap smear, loạn khuẩn âm đạo có ý nghĩa gì?",application,1
Định nghĩa mãn kinh trong Thiếu máu,definition,1
Mãn kinh là gì trong trường hợp bị thiếu máu?,definition,1
Bị thiếu máu ảnh hưởng thế nào đến quá trình mãn kinh?,definition,1
Định nghĩa ung thư cổ tử cung trong Siêu âm,definition,1
Phòng ngừa ung thư buồng trứng trong Vaccine HPV,prevention,1
Tiêm Vaccine HPV có giúp phòng ngừa ung thư buồng trứng không?,prevention,1
Vaccine HPV có tác dụng gì trong việc phòng ngừa ung thư buồng trứng?,prevention,1
Phân loại u xơ tử cung,subdisease,0
Lời khuyên và phương pháp điều trị nhiễm nấm âm đạo trong Cho con bú,advice|treatment,1
Những lời khuyên và cách điều trị nhiễm nấm âm đạo trong thời gian cho con bú?,advice|treatment,1
"Khi đang cho con bú, làm thế nào để xử lý và ngăn ngừa nhiễm nấm âm đạo?",advice|treatment,1
Triệu chứng của ung thư nội mạc tử cung trong Siêu âm,symptom,1
Siêu âm phát hiện được triệu chứng ung thư nội mạc tử cung không?,symptom,1
Triệu chứng nào của ung thư nội mạc tử cung có thể thấy qua siêu âm?,symptom,1
Yếu tố nguy cơ thống kinh trong Yoga,riskfactor,1
Định nghĩa viêm nội mạc tử cung và đối tượng dễ mắc trong Nội tiết tố,definition|population,1
Định nghĩa về viêm nội mạc tử cung và các đối tượng dễ mắc bệnh trong tình trạng mất cân bằng nội tiết tố,definition|population,1
Mô tả về viêm nội mạc tử cung và những nhóm người dễ bị ảnh hưởng bởi tình trạng này trong quá trình nội tiết tố thay đổi,definition|population,1
Ai hay mắc tiền mãn kinh khi Ba tháng đầu,population,1
