article_id,chunk_id,root_name,root_type,chunk_text
47,7,Hội chứng tam nhiễm sắc thể 18 (hội chứng Edward),Disease,"Hội chứng tam nhiễm sắc thể 18 (hội chứng Edward): xảy ra do thừa một nhiễm sắc thể 18, gây chậm phát triển trí tuệ nặng kèm theo một số dị tật khác, có thể gây tử vong cho trẻ."
54,1,Huyết áp cao,disease,"Huyết áp cao là áp lực máu tác động lên thành mạch khi tim co bóp. Tăng huyết áp có thể gây vấn đề sức khỏe. Khi mang thai, huyết áp cao nặng hoặc không kiểm soát được có thể gây biến chứng cho mẹ và thai."
54,2,Tăng huyết áp mãn tính,subdisease,Tăng huyết áp mãn tính: huyết áp cao xuất hiện trước khi mang thai hoặc trước 20 tuần thai kỳ.
81,7,Cao huyết áp mãn tính,Disease,Huyết áp cao trước tuần 20 hoặc kéo dài >12 tuần sau sinh. Thường có từ trước mang thai nhưng chưa phát hiện.
54,7,Tiền sản giật,Disease,"Tiền sản giật: rối loạn huyết áp nghiêm trọng ảnh hưởng nhiều cơ quan. Đặc trưng bởi huyết áp cao và dấu hiệu tổn thương cơ quan như protein niệu, giảm tiểu cầu, bất thường gan/thận, đau thượng vị, thay đổi thị lực, dịch phổi, đau đầu dữ dội."
54,8,Tiền sản giật,disease,"Thời điểm xuất hiện: thường sau 20 tuần, nhiều nhất ở quý 3. Nếu xảy ra trước 32 tuần gọi là khởi phát sớm. Có thể xuất hiện sau sinh."
54,9,Tiền sản giật,disease,"Nguyên nhân chưa rõ, nhưng yếu tố nguy cơ: mang thai lần đầu, tiền sử gia đình, tiền sử bản thân, ≥40 tuổi, đa thai, đái tháo đường, bệnh thận, huyết khối, lupus, béo phì, thụ tinh ống nghiệm (IVF)."
54,10,Tiền sản giật,disease,"Rủi ro cho thai: có thể cần sinh non, gây biến chứng nặng, thậm chí tử vong sơ sinh. Rủi ro cho mẹ: tăng nguy cơ tim mạch, đột quỵ, bệnh thận, nguy cơ tái phát trong lần mang thai sau. Có thể gây sản giật (co giật)."
54,11,Hội chứng HELLP,SubDisease,"Hội chứng HELLP: biến chứng nặng của tiền sản giật. Bao gồm tan máu, men gan cao, giảm tiểu cầu. Gây phá hủy hồng cầu, rối loạn đông máu, xuất huyết gan, đau ngực/bụng. Là cấp cứu sản khoa, có thể tử vong hoặc để lại di chứng."
54,12,Tiền sản giật,disease,"Triệu chứng: phù mặt/tay, đau đầu kéo dài, hoa mắt, thay đổi thị lực, đau bụng trên/đau vai, buồn nôn-nôn ở nửa sau thai kỳ, tăng cân đột ngột, khó thở."
54,13,Tiền sản giật,disease,"Điều trị mức độ nhẹ: theo dõi nội trú hoặc ngoại trú. Theo dõi thai máy, đo huyết áp, khám 1–2 lần/tuần. Đến 37 tuần có thể được chỉ định sinh. Nếu thai suy → sinh sớm."
54,14,Tiền sản giật,disease,"Điều trị mức độ nặng: cần nhập viện. Nếu ≥34 tuần → sinh ngay. Nếu <34 tuần và ổn định → trì hoãn, dùng corticosteroids hỗ trợ phổi thai, thuốc hạ áp, thuốc chống co giật. Nếu thai xấu đi → chuyển dạ khẩn cấp."
54,15,Tiền sản giật,disease,"Phòng ngừa: xác định yếu tố nguy cơ từ trước thai kỳ. Nếu có tăng huyết áp → kiểm soát trước khi có thai. Nếu thừa cân → giảm cân. Kiểm soát tốt bệnh lý nền như đái tháo đường, thận. Khám tiền thai để dự phòng."
78,7,Tiền sản giật,Disease,"Tiền sản giật: rối loạn chỉ xảy ra trong thai kỳ, thường sau tuần 20, với song thai có thể xảy ra sớm và nặng hơn. Biến chứng nặng cho mẹ và con, cách duy nhất chữa trị là sinh em bé, gây sinh non."
81,1,Tiền sản giật,Disease,"Tiền sản giật là tình trạng huyết áp cao và protein dư thừa trong nước tiểu sau tuần thai thứ 20 ở phụ nữ trước đó huyết áp bình thường. Nếu không điều trị, có thể gây biến chứng nghiêm trọng, thậm chí tử vong cho mẹ và bé."
81,2,Tiền sản giật,Disease,"Cách chữa khỏi hoàn toàn là sinh em bé. Nếu được chẩn đoán sớm, bác sĩ phải cân bằng giữa thời gian cho bé trưởng thành và nguy cơ biến chứng cho mẹ."
81,3,Tiền sản giật,Disease,"Triệu chứng: tăng huyết áp >140/90 mmHg, protein niệu, đau đầu nặng, thay đổi thị lực, đau bụng trên, buồn nôn, chóng mặt, giảm lượng nước tiểu, tăng cân nhanh, sưng phù (không phải dấu hiệu tin cậy)."
81,4,Tiền sản giật,Disease,"Khi nào cần khám bác sĩ: nhức đầu dữ dội, nhìn mờ, đau bụng dữ dội. Vì triệu chứng dễ nhầm với thai kỳ bình thường, nếu lo lắng nên đi khám."
81,5,Tiền sản giật,Disease,"Nguyên nhân: chưa rõ, có thể do không đủ máu vào tử cung, tổn thương mạch máu, rối loạn miễn dịch, chế độ ăn nghèo nàn, rối loạn huyết áp thai kỳ."
81,8,Tiền sản giật chồng cao huyết áp mãn tính,Disease,"Xảy ra ở phụ nữ có cao huyết áp mãn tính, kèm theo tăng huyết áp nặng hơn và protein niệu trong thai kỳ."
81,9,Tiền sản giật,Disease,"Yếu tố nguy cơ: tiền sử cá nhân/gia đình bị tiền sản giật, mang thai lần đầu, quan hệ cha con mới, tuổi <20 hoặc >40, béo phì, đa thai, khoảng cách sinh dài, tiểu đường/tiểu đường thai kỳ, cao huyết áp, bệnh thận, lupus, viêm khớp dạng thấp,…"
81,10,Tiền sản giật,Disease,"Nguy cơ khác: nhiễm trùng tiết niệu, bệnh nha chu, thiếu vitamin D, protein máu/nước tiểu cao bất thường → ảnh hưởng mạch máu nuôi nhau thai."
81,11,Tiền sản giật,Disease,"Biến chứng: thiếu máu đến nhau thai (thai chậm phát triển, sinh non), bong nhau sớm, hội chứng HELLP (tán huyết, tăng men gan, giảm tiểu cầu), sản giật (động kinh kèm tiền sản giật), bệnh tim mạch về sau."
81,12,Tiền sản giật,Disease,"Xét nghiệm & chẩn đoán: theo dõi huyết áp, xét nghiệm protein niệu. Huyết áp >140/90 mmHg ở ≥2 lần khám cách nhau >6h mới chẩn đoán. Có thể làm thêm marker sinh hóa."
81,13,Tiền sản giật,Disease,"Xét nghiệm bổ sung: máu (gan, thận, tiểu cầu), nước tiểu 12-24h, siêu âm theo dõi thai, nonstress test, trắc đồ sinh lý."
81,14,Tiền sản giật,Disease,"Điều trị: cách duy nhất khỏi là sinh em bé. Nếu quá sớm, bác sĩ cân nhắc nguy cơ và có thể cho nghỉ ngơi, thuốc, hoặc nhập viện theo dõi."
81,15,Tiền sản giật,Disease,"Thuốc: hạ huyết áp, corticosteroid (cải thiện gan, tiểu cầu, giúp phổi thai trưởng thành), thuốc chống co giật (Magnesium sulfate)."
81,16,Tiền sản giật,Disease,"Nghỉ ngơi: với trường hợp nhẹ có thể nghỉ tại nhà hoặc bệnh viện, theo dõi huyết áp, protein niệu, sức khỏe thai. Với nặng cần nhập viện theo dõi nonstress test và lượng nước ối."
81,17,Tiền sản giật,Disease,Sinh chủ động: nếu gần ngày sinh → khởi phát chuyển dạ. Trường hợp nặng có thể mổ lấy thai sớm. Truyền Magnesium sulphate dự phòng động kinh.
81,18,Tiền sản giật,Disease,Sau sinh: huyết áp thường trở lại bình thường trong vài tuần.
81,19,Tiền sản giật,Disease,"Đối phó và hỗ trợ: chẩn đoán có thể gây lo lắng. Nên tìm hiểu kỹ nhưng tránh căng thẳng. Chuẩn bị phòng nghỉ, sắp xếp hoạt động để giảm áp lực khi nghỉ tại giường."
81,20,Tiền sản giật,Disease,"Phòng chống: chưa có phương pháp ngăn chặn chắc chắn. Khám thai sớm, thường xuyên để phát hiện kịp thời. Có bằng chứng vitamin D giúp giảm nguy cơ."
178,5,Tiền sản giật,disease,Tình trạng người mẹ mang thai có huyết áp cao và protein trong nước tiểu.
54,11,Hội chứng HELLP,SubDisease,"Hội chứng HELLP: biến chứng nặng của tiền sản giật. Bao gồm tan máu, men gan cao, giảm tiểu cầu. Gây phá hủy hồng cầu, rối loạn đông máu, xuất huyết gan, đau ngực/bụng. Là cấp cứu sản khoa, có thể tử vong hoặc để lại di chứng."
61,1,Thuỷ đậu,Disease,"Thuỷ đậu (trái rạ) là bệnh do virus Herpes zoster. Nếu đã từng mắc, cơ thể có miễn dịch bảo vệ. Nếu chưa từng mắc, khi mang thai cần lưu ý đặc biệt."
61,2,Thuỷ đậu,Disease,"Người bệnh có thể truyền virus từ 2 ngày trước khi nổi bóng nước cho đến khi bóng nước đóng vảy. Nguy cơ lây khi tiếp xúc gần, đối diện ≥5 phút, hoặc ở cùng phòng ≥15 phút. Thời gian ủ bệnh: 10 ngày – 3 tuần."
61,3,Thuỷ đậu,Disease,"Nếu đã từng bị thuỷ đậu → không cần lo lắng, có kháng thể bảo vệ. Nếu chưa từng bị hoặc không chắc, hoặc có bóng nước nghi ngờ → cần đi khám ngay."
61,4,Thuỷ đậu,Disease,"Ảnh hưởng lên mẹ: có thể gây biến chứng như viêm phổi, viêm gan. Nguy cơ tăng ở phụ nữ hút thuốc, bệnh phổi sẵn có, thai >20 tuần."
61,5,Thuỷ đậu,Disease,"Ảnh hưởng lên thai tuỳ giai đoạn nhiễm: <28 tuần → nguy cơ thấp nhưng vẫn có thể gây tổn thương mắt, tay chân, não; 28–36 tuần → thai có thể nhiễm nhưng không biểu hiện; >36 tuần → nguy cơ cao, trẻ sinh trong 7 ngày trước hoặc sau khi mẹ nổi bóng nước có thể mắc thuỷ đậu, cần dự phòng hoặc điều trị."
61,6,Thuỷ đậu,Disease,"Mẹ vẫn có thể cho con bú khi mắc thuỷ đậu, trừ khi có bóng nước ngay đầu vú. Khi đó nên cho bú bên còn lại, vắt bỏ sữa bên bệnh cho đến khi bóng nước khô vảy."
61,7,Thuỷ đậu,Disease,Phụ nữ mắc thuỷ đậu nên tránh tiếp xúc với thai phụ khác hoặc những người đang mong muốn có thai.
61,8,Thuỷ đậu,Disease,"Cần đến bệnh viện khi: đau ngực, khó thở, đau đầu, nôn ói, mệt nhiều, ra huyết âm đạo, bóng nước chảy máu, nổi quá nhiều bóng nước."
61,9,Thuỷ đậu,Disease,"Thời điểm sinh phụ thuộc tình trạng mẹ và thai. Lý tưởng nhất: sau 7 ngày từ khi nổi bóng nước. Nếu sức khoẻ kém hoặc có biến chứng, bác sĩ sẽ quyết định sinh sớm hơn."
61,10,Thuỷ đậu,Disease,"Tiêm ngừa thuỷ đậu có vai trò quan trọng trong phòng bệnh khi mang thai. Các quan niệm như không tắm rửa, không ra nắng – gió không có tác dụng."
256,1,Thuỷ đậu,disease,"Thuỷ đậu, có khi dân gian mình gọi là trái rạ, là một bệnh do nhiễm virus tên là Herpes zoster. Nếu bạn đã từng nhiễm thuỷ đậu, cơ thể bạn sẽ sản xuất ra miễn dịch chống lại virus. Nếu virus xâm nhập cơ thể bạn lần nữa thì sẽ bị tiêu diệt không thương tiếc. Nhưng nếu chưa từng bị thuỷ đậu, có vài điều bạn cần lưu ý, nhất là khi có thai."
256,2,Thuỷ đậu,disease,"Bạn nhiễm virus từ người đang mắc bệnh. Người nhiễm bệnh có thể truyền bệnh từ trước khi xuất hiện bóng nước 2 ngày cho đến khi các bóng nước này khô mài (đóng vảy). Trong thời gian này, bạn có nguy cơ nhiễm khi: Tiếp xúc gần. Đối diện với người mắc bệnh ít nhất 5 phút. Ở cùng phòng với người bệnh ít nhất 15 phút. Từ khi bạn bị nhiễm virus đến khi có biểu hiện triệu chứng là khoảng 10 ngày đến 3 tuần, khoảng thời gian này gọi là thời gian ủ bệnh."
256,5,Thuỷ đậu,disease,"Khi bạn thấy: đau ngực, khó thở; đau đầu, nôn ói hay mệt mỏi nhiều, ra huyết âm đạo, bóng nước chảy máu, nổi quá nhiều bóng nước."
256,6,Thuỷ đậu,disease,"Thời điểm sinh tuỳ thuộc tình trạng của bạn và thai nhi. Tốt nhất nên chờ lui bệnh, bạn bình phục, lý tưởng nhất là sau 7 ngày từ khi nổi bóng nước. Nhưng nếu bạn không đủ sức khoẻ, có biến chứng khi bị thuỷ đậu, bác sĩ sẽ tư vấn thời điểm với bạn, có thể phải sớm hơn thời điểm dự đoán."
115,1,Bệnh Herpes sinh dục,Disease,"Bệnh herpes sinh dục là một bệnh lây truyền qua đường tình dục, gây ra các vết loét hoặc phồng rộp đau ở miệng, vùng sinh dục hoặc hậu môn. Virus có thể lây ngay cả khi không có vết loét nhìn thấy."
115,2,Bệnh Herpes sinh dục,Disease,"Cơ chế lây nhiễm: Virus herpes xâm nhập qua vết loét hoặc màng ẩm khi quan hệ tình dục qua âm đạo, miệng, hậu môn. Virus trú ngụ tại tế bào thần kinh gần cột sống, có thể tái hoạt động và gây loét mới."
115,3,Bệnh Herpes sinh dục,Disease,"Triệu chứng: Có thể không xuất hiện hoặc xuất hiện sau 2–10 ngày với loét, phồng rộp, ngứa, rát khi tiểu, sốt, sưng hạch, đau cơ, mệt mỏi. Lần nhiễm đầu kéo dài 2–4 tuần, loét tự lành sau khi vỡ và đóng vảy."
115,4,Bệnh Herpes sinh dục,Disease,"Chẩn đoán: Lấy mẫu từ vết loét để nuôi cấy virus, xét nghiệm máu tìm kháng thể. Xét nghiệm máu giúp xác định nhiễm mới hoặc tái phát."
115,5,Bệnh Herpes sinh dục,Disease,"Điều trị: Thuốc uống giúp kiểm soát bệnh, rút ngắn quá trình tái phát và giảm triệu chứng. Không có cách chữa khỏi hoàn toàn do virus vẫn tồn tại trong tế bào thần kinh."
115,6,Bệnh Herpes sinh dục,Disease,"Tái phát: Triệu chứng báo hiệu gồm bỏng rát, ngứa, đau vùng lưng dưới, mông, đùi. Vết loét xuất hiện sau đó và tự lành trong 3–7 ngày. Tái phát thường ít nghiêm trọng hơn lần đầu."
115,7,Bệnh Herpes sinh dục,Disease,Phòng ngừa: Tránh quan hệ khi có loét hoặc triệu chứng báo hiệu. Sử dụng bao cao su giúp giảm nguy cơ nhưng không hoàn toàn bảo vệ vì loét có thể ở ngoài vùng che phủ.
115,8,Bệnh Herpes sinh dục,Disease,"Ảnh hưởng thai kỳ: Nếu nhiễm lần đầu khi mang thai, đặc biệt cuối thai kỳ, nguy cơ truyền cho trẻ cao (30–60%). Có thể gây tổn thương não, mắt ở trẻ. Nếu có loét khi sinh, thường chỉ định sinh mổ."
115,9,Bệnh Herpes sinh dục,Disease,"Cho con bú: Mẹ bị herpes sinh dục vẫn có thể cho con bú vì virus không truyền qua sữa mẹ. Tuy nhiên, nếu có loét ở đầu vú thì không cho bú bằng bên đó, cần vắt sữa bỏ nếu tiếp xúc với vết loét."
116,1,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Bệnh lây truyền qua đường tình dục (STDs) là các căn bệnh lây lan qua tiếp xúc tình dục. Có thể gây tổn hại nặng cho cơ thể, thậm chí tử vong. Một số có thể điều trị khỏi, một số không thể."
116,2,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Cách lây truyền: lây qua tiếp xúc da, tình dục qua âm đạo, miệng, trực tràng, hoặc dịch cơ thể. Người nhiễm có thể không có triệu chứng nhưng vẫn truyền bệnh."
116,3,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Nguyên nhân: do vi khuẩn hoặc virus. STDs do vi khuẩn có thể chữa khỏi bằng kháng sinh. STDs do virus không thể chữa khỏi, chỉ điều trị giảm triệu chứng."
116,4,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Yếu tố nguy cơ: có nhiều bạn tình, bạn tình có nhiều bạn tình, quan hệ với người mắc STDs, có tiền sử STDs, sử dụng thuốc tiêm tĩnh mạch, tuổi vị thành niên có nguy cơ cao."
116,5,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Tác nhân thường gặp: Chlamydia, Lậu cầu, Herpes sinh dục, HIV, HPV, Giang mai, Trùng roi (Trichomonas Vaginalis), Viêm gan siêu vi B."
116,6,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Phòng ngừa: hiểu rõ bạn tình, hạn chế số lượng bạn tình; sử dụng bao cao su latex khi quan hệ; tránh hành vi quan hệ nguy hiểm gây rách niêm mạc; quan hệ tình dục an toàn."
116,7,Bệnh lây truyền qua đường tình dục (STDs),Disease,Tiêm phòng: tạo miễn dịch để phòng ngừa viêm gan siêu vi B và một số chủng HPV.
116,8,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Ảnh hưởng khi mang thai: STDs có thể lây sang thai nhi. Bệnh lậu và giang mai có thể gây bệnh về mắt, viêm phổi; giang mai có thể gây sẩy thai hoặc thai chết lưu; HIV có thể lây sang con."
116,9,Bệnh lây truyền qua đường tình dục (STDs),Disease,"Khuyến nghị khi mang thai: nếu có nguy cơ mắc STDs, cần báo với cơ sở khám thai; làm xét nghiệm STDs định kỳ; điều trị sớm để giảm nguy cơ lây sang con; cả mẹ và bạn tình đều cần điều trị."
249,2,Bệnh lây truyền qua đường tình dục,disease,"Bên cạnh mang thai ngoài ý muốn, người trẻ quan hệ tình dục có nguy cơ mắc các bệnh STDs. Một nửa bệnh truyền nhiễm mới mỗi năm xảy ra ở những người trẻ trong độ tuổi từ 15 - 24. Ước tính rằng cứ bốn người quan hệ tình dục thì có một người mắc bệnh, chẳng hạn như chlamydia hoặc vi rút u nhú ở người (HPV). Nhiều bạn trẻ không biết mình bị nhiễm bệnh vì STDs thường không có triệu chứng. Giới trẻ khi quan hệ tình dục có thể tự bảo vệ mình khỏi STD bằng một số biện pháp. Ví dụ như sử dụng bao cao su thích hợp và đúng cách, đi xét nghiệm STD. Xét nghiệm STDs rất quan trọng vì đó là cách duy nhất để xác định một người mắc STDs. Từ đó, bác sĩ sẽ quyết định người đó có cần điều trị hay không."
249,3,Bệnh lây truyền qua đường tình dục,disease,"Nhiều bệnh lây truyền qua đường tình dục không gây ra bất kỳ triệu chứng nào. Vì vậy cách duy nhất để biết chắc chắn liệu bạn có mắc STDs hay không là đi xét nghiệm. Một số bệnh STDs chữa khỏi được có thể gây nguy hiểm nếu họ không được điều trị. Ví dụ, nếu không điều trị, bệnh chlamydia và lậu có thể gây khó khăn hoặc thậm chí là vô sinh. Bệnh nhân không được điều trị sẽ tăng nguy cơ nhiễm HIV. Một số bệnh STDs, như HIV, có thể gây tử vong nếu không được điều trị."
249,4,Bệnh lây truyền qua đường tình dục,disease,"Các trung tâm chăm sóc sức khỏe có thể xác định xét nghiệm STD khuyến nghị cho con của bạn. Bên cạnh đó, họ sẽ xác định xét nghiệm nào là phù hợp nhất. Họ cũng có thể cung cấp thêm thông tin về từng loại xét nghiệm. Một số xét nghiệm STD đặc biệt tập trung vào nữ vị thành niên hoạt động tình dục và người lớn dưới 25 tuổi."
249,9,Bệnh lây truyền qua đường tình dục,disease,"Trong lần khám thai đầu tiên, phụ nữ mang thai nên được xét nghiệm chlamydia, lậu, giang mai và HIV. Đối với bệnh giang mai, nên xét nghiệm lại sớm trong 3 tháng cuối cho những phụ nữ sau: Có nguy cơ mắc bệnh cao. Sống ở những khu vực có nhiều trường hợp mắc bệnh giang mai. Những người có kết quả xét nghiệm dương tính trong 3 tháng đầu thai kỳ. Đối với HIV, xét nghiệm lại trong 3 tháng cuối thai kỳ được khuyến nghị cho những phụ nữ có nguy cơ nhiễm HIV cao."
249,10,Bệnh lây truyền qua đường tình dục,disease,Thử nghiệm STD thường có ở các trung tâm y tế và tại các sự kiện sàng lọc cộng đồng. Trường học cũng có thể cung cấp dịch vụ kiểm tra tại chỗ hoặc thông tin về nơi kiểm tra. Công cụ định vị xét nghiệm STD online cung cấp các địa điểm xét nghiệm gần đó. Bao gồm cả những địa điểm cung cấp dịch vụ miễn phí hoặc chi phí thấp.
249,11,Bệnh lây truyền qua đường tình dục,disease,Bước 1: Hỗ trợ tìm kiếm và theo dõi chăm sóc sức khỏe vị thành niên. Bước 2: Trò chuyện cùng con của bạn. Bước 3: Chuẩn bị cho sự tự lập của con bạn. Bước 4: Nắm rõ các thông tin. Bước 5: Làm việc với bác sĩ của con bạn. Bước 6: Tìm kiếm các nguồn thông tin.
249,1,Bệnh lây truyền qua đường tình dục,disease,"Phụ huynh đóng vai trò quan trọng trong việc giúp con trẻ trở nên khỏe mạnh và hạnh phúc. Cha mẹ là nguồn thông tin sức khỏe đáng tin cậy giúp cho con trẻ phát triển các mối quan hệ lành mạnh và vượt qua những thách thức đang chờ đón ở phía trước. Cha mẹ nên thường xuyên trò chuyện cùng con cái, quan tâm những địa điểm, những người chúng gặp gỡ. Vì điều đó có thể giúp con trẻ hạn chế những hành vi không lành mạnh. Thanh thiếu niên hầu hết đã nói chuyện với bố mẹ về các chủ đề sức khỏe, bao gồm cả sức khỏe sinh sản và tình dục."
67,1,HIV,Disease,HIV (vi rút suy giảm miễn dịch ở người) là loại vi rút gây hội chứng suy giảm miễn dịch mắc phải (AIDS).
67,2,HIV,Disease,"HIV xâm nhập cơ thể qua dịch cơ thể như máu, tinh dịch. Khi vào máu, HIV tấn công tế bào CD4 – tế bào quan trọng của hệ miễn dịch, khiến khả năng chống bệnh tật giảm."
67,3,HIV,Disease,"AIDS bắt đầu khi số lượng tế bào CD4 giảm xuống mức nhất định, cơ thể dễ mắc bệnh như viêm phổi, một số loại ung thư, nhiễm trùng."
67,4,HIV,Disease,Thời gian từ khi nhiễm HIV đến khi biểu hiện AIDS có thể kéo dài nhiều tháng đến nhiều năm. Người bệnh có thể không biết mình nhiễm cho đến khi phát bệnh nếu không xét nghiệm.
67,5,HIV,Disease,"HIV không thể chữa khỏi hoàn toàn, nhưng có thể kiểm soát bằng thuốc chống HIV. Điều trị giúp người bệnh sống khỏe mạnh lâu hơn và giảm nguy cơ lây nhiễm. Hiện không có vaccine chống HIV."
67,6,HIV,Disease,"HIV có thể truyền từ mẹ sang con qua nhau thai trong thai kỳ, khi sinh do tiếp xúc với máu và dịch, và qua sữa mẹ."
67,7,HIV,Disease,"Biện pháp giảm lây truyền mẹ–con: dùng thuốc chống HIV trong thai kỳ, sinh mổ nếu tải lượng HIV cao, dùng thuốc khi chuyển dạ và sau sinh, cho bé uống thuốc sau sinh, không cho bé bú. Với các biện pháp này, 99% mẹ HIV không truyền bệnh cho con."
67,8,HIV,Disease,Điều trị HIV khi mang thai có 2 mục đích: bảo vệ sức khỏe mẹ và giảm nguy cơ lây sang con. Điều trị thường dùng nhiều thuốc phối hợp (phác đồ).
67,9,HIV,Disease,"Thuốc chống HIV có thể gây tác dụng phụ: buồn nôn, tiêu chảy, đau đầu, đau cơ. Ít gặp hơn: thiếu máu, tổn thương gan, loãng xương. Một số thuốc có thể ảnh hưởng thai nhi, nhưng không dùng thuốc nguy cơ lây truyền rất cao."
67,10,HIV,Disease,"Tải lượng vi rút là lượng vi rút có trong cơ thể. Cần theo dõi tải lượng vi rút và số lượng CD4. Tải lượng cao và CD4 thấp → nguy cơ lây truyền mẹ–con và nguy cơ bệnh cao. Ngay cả khi tải lượng thấp, vẫn có thể lây."
67,11,HIV,Disease,"Thai phụ nhiễm HIV nên dùng bao cao su ngay cả khi mang thai để tránh nhiễm thêm bệnh lây truyền qua đường tình dục. Nếu bạn tình không nhiễm, ngoài bao cao su, nên kết hợp thuốc để giảm lây nhiễm."
67,12,HIV,Disease,"Thai phụ nhiễm HIV sinh mổ có nguy cơ cao hơn: hệ miễn dịch yếu, dễ viêm nhiễm sau phẫu thuật, vết mổ lâu lành. Thuốc chống viêm được chỉ định trong sinh mổ."
67,13,HIV,Disease,"Sau sinh, bé được xét nghiệm HIV nhiều lần trong vài tháng đầu. Nếu ≥2 xét nghiệm dương tính → bé nhiễm HIV. Nếu ≥2 xét nghiệm âm tính → bé không nhiễm. Khi bé 12–18 tháng sẽ làm xét nghiệm lại."
105,1,HIV,Disease,"HIV (virus suy giảm miễn dịch ở người) lây qua máu, tinh dịch, dịch cơ thể. Virus tấn công và phá hủy tế bào CD4 của hệ miễn dịch khiến cơ thể suy giảm khả năng chống bệnh."
105,2,HIV,Disease,"HIV lây truyền qua quan hệ tình dục, dùng chung kim tiêm, mẹ truyền sang con khi mang thai hoặc cho con bú. HIV không lây qua tiếp xúc thông thường hay da lành."
105,3,HIV,Disease,"Sau khi nhiễm HIV, bệnh nhân có thể có triệu chứng giống cúm trong giai đoạn đầu. Khi miễn dịch suy yếu: sụt cân, mệt mỏi, sốt. HIV tiến triển thành AIDS khi CD4 giảm thấp hoặc có nhiễm trùng cơ hội."
105,5,HIV,Disease,"Xét nghiệm HIV: tìm kháng thể trong máu. Có nhiều loại: xét nghiệm nhanh (20 phút), xét nghiệm sàng lọc (2 tuần). Nếu dương tính cần làm thêm xét nghiệm khẳng định."
105,6,HIV,Disease,"Đối tượng cần xét nghiệm HIV: nam nữ 19–64 tuổi, phụ nữ mang thai, người có yếu tố nguy cơ. Xét nghiệm là một phần quan trọng trong chăm sóc tiền sản."
105,7,HIV,Disease,"Hiện chưa có vắc-xin hay thuốc chữa khỏi HIV/AIDS. Điều trị bằng phối hợp thuốc kháng virus (ARV) giúp bảo vệ hệ miễn dịch, kéo dài tuổi thọ và cải thiện sức khỏe."
105,8,HIV,Disease,"Phòng ngừa lây nhiễm HIV: sử dụng bao cao su đúng cách trong quan hệ tình dục, không dùng chung kim tiêm, xét nghiệm HIV cho bạn tình, cai nghiện ma túy."
105,9,HIV,Disease,Bao cao su phải được sử dụng mỗi lần quan hệ để giảm nguy cơ lây HIV. Bao cao su từ da tự nhiên hoặc da cừu không bảo vệ được. Bao cao su latex/polyurethane hiệu quả nhất.
105,10,HIV,Disease,"Người sử dụng ma túy không nên dùng chung kim tiêm. Nếu buộc phải dùng, cần vệ sinh kim bằng chất tẩy rửa và nước sau mỗi lần để giảm nguy cơ lây HIV."
105,4,AIDS,SubDisease,"AIDS (hội chứng suy giảm miễn dịch mắc phải) là giai đoạn cuối của HIV, khi hệ miễn dịch suy yếu nặng dẫn đến nhiễm khuẩn nặng và các bệnh cơ hội."
44,11,HIV,Disease,"Virus HIV gây suy giảm miễn dịch, dẫn đến AIDS. Phụ nữ mang thai nhiễm HIV có thể lây cho con. Điều trị bằng thuốc ARV và biện pháp y tế giúp giảm nguy cơ lây truyền từ 25% xuống còn ~1%."
249,8,HIV,subdisease,"Các đối tượng sau nên được xét nghiệm HIV ít nhất mỗi năm một lần: Nam giới từ 13 tuổi trở lên, quan hệ tình dục đồng giới. Người tiêm chích ma túy. Người có bạn tình nhiễm HIV. Những người được trung tâm y tế cho rằng có nguy cơ mắc bệnh cao cũng nên được tư vấn."
68,1,Liên cầu khuẩn nhóm B,Disease,"Liên cầu khuẩn nhóm B là vi khuẩn thường trú trong cơ thể, thường gặp ở đường tiêu hoá, tiết niệu, sinh dục nam và nữ. Ở phụ nữ, vi khuẩn có thể sống trong tử cung và trực tràng. Không phải bệnh lây qua đường tình dục, khác với liên cầu nhóm A gây viêm họng."
68,2,Liên cầu khuẩn nhóm B,Disease,"Mang khóm vi khuẩn: là tình trạng mang vi khuẩn trong người nhưng không có triệu chứng. Lượng vi khuẩn thay đổi theo thời gian, có thể nhiều, ít hoặc không phát hiện được."
68,3,Liên cầu khuẩn nhóm B,Disease,"Phần lớn phụ nữ mang liên cầu khuẩn nhóm B không có triệu chứng, một số có thể bị viêm đường tiết niệu hoặc viêm tử cung. Nguy cơ lớn nhất là truyền vi khuẩn sang con ở giai đoạn cuối thai kỳ."
68,4,Liên cầu khuẩn nhóm B,Disease,Có 2 loại nhiễm khuẩn ở trẻ sơ sinh: giai đoạn sớm và muộn. Cả hai đều có thể gây hậu quả nghiêm trọng.
68,5,Liên cầu khuẩn nhóm B,Disease,"Nhiễm giai đoạn sớm: xảy ra tuần đầu tiên, thường trong 24–48h sau sinh. Trẻ nhiễm khi đi qua âm đạo mẹ mang vi khuẩn. Sinh non làm tăng nguy cơ. Biểu hiện: viêm phổi, nhiễm trùng huyết, viêm màng não."
