entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Thuyên tắc phổi,disease,['92'],,ho đột ngột; có thể ra máu; hụt hơi; đau ngực dưới vú; đau 1 bên ngực; đau khi thở; cảm giác nặng ngực; thở nhanh; tim nhanh,,huyết khối tĩnh mạch sâu,,,,,,,
Xét nghiệm tiền sản,topic,['10'],sàng lọc trước sinh đánh giá nguy cơ bị dị tật bẩm sinh hoặc rối loạn di truyền của trẻ; xét nghiệm chẩn đoán có thể giúp xác định những dị tật bẩm sinh hoặc rối loạn di truyền của thai nhi; đánh giá nguy cơ bị dị tật bẩm sinh hoặc rối loạn di truyền của trẻ; Giúp xác định những dị tật bẩm sinh hoặc rối loạn di truyền của thai nhi,,,,,,,,,,
Tiểu đường,disease,"['74', '56', '65', '64', '93']",kiểm tra tiểu đường thai kỳ,vàng da; chóng mặt; vã mồ hôi; run; đi tiểu thường xuyên hơn; khát nước nhiều hơn; cực kỳ mệt mỏi; hô hấp kém; hạ đường huyết; đói đột ngột; yếu; khát nước hoặc đi tiểu liên tục; đói liên tục; giảm cân mà không hề do kiêng ăn hoặc cố gắng giảm cân; mờ mắt mệt mỏi; bất kỳ triệu chứng của bệnh tiểu đường loại 1; vết loét lâu lành; mất cảm giác hoặc ngứa ran ở bàn chân,sẽ dẫn đến tiểu đường thai kỳ; đa số kiểm soát bằng chế độ ăn và tập luyện; nếu không đủ sẽ dùng thuốc hoặc insulin để giữ đường máu ổn định; đường huyết được theo dõi chặt chẽ (thường mỗi giờ); có thể dùng insulin tĩnh mạch; người dùng bơm insulin có thể tiếp tục trong quá trình này; người bệnh tiểu đường loại 1 cần phải dùng insulin mới sống được,một số trường hợp đã có tiểu đường nhẹ từ trước nhưng chưa chẩn đoán; nếu insulin sản xuất thêm không đủ; insulin không đủ; cơ thể kháng insulin; bỏ bữa; ăn ít; tập quá sức; cơ thể không thể tự tạo ra insulin được hoặc sản xuất insulin rất ít; cơ thể trở nên “lờn” với insulin và phải sản xuất thêm nhiều insulin hơn nữa mới đủ để giữ cho mức đường trong máu bình thường; bệnh tiểu đường loại 2 cũng có thể do các bệnh khác gây ra hoặc do tác dụng phụ của một số thuốc,,bệnh tiểu đường có thể do di truyền hoặc do ảnh hưởng lối sống.; tiểu đường thai kỳ là bệnh đái tháo đường được phát hiện lần đầu ở phụ nữ mang thai; đái tháo đường là tình trạng lượng glucose trong máu cao; bệnh tiểu đường xảy ra khi insulin không đủ hoặc cơ thể kháng insulin; đây là bệnh tiểu đường tiền thai kỳ nếu có trước khi mang thai; có hai loại bệnh tiểu đường được gọi là tiểu đường loại 1 và tiểu đường loại 2.,Tiểu đường loại 1; Tiểu đường loại 2,xét nghiệm đường huyết bất kỳ hay còn gọi thử đường huyết bình thường: nhân viên y tế có thể kiểm tra đường huyết lúc bạn không nhịn đói để sàng lọc bệnh và kiểm tra.; nhiều phụ nữ bị sốc khi phát hiện ra rằng mình mắc tiểu đường thai kỳ vì thường không có dấu hiệu cụ thể; những dấu hiệu này ít phổ biến và cũng thường xảy ra trong thai kỳ nên dễ bị bỏ qua; kiểm soát đường huyết khi mang thai vô cùng quan trọng đối với sức khỏe của mẹ và bé; glucose là nguồn năng lượng chính của cơ thể; từ tuần 24–28; đa số tiểu đường thai kỳ biến mất sau sinh nhưng làm tăng nguy cơ tiểu đường sau này; nếu có sẵn tiểu đường nhẹ trước mang thai thì sẽ kéo dài suốt đời; cần xét nghiệm lại đường huyết 6–12 tuần sau sinh; đa số trẻ khỏe sau sinh nhưng một số cần chăm sóc đặc biệt,có một chế độ ăn uống lành mạnh và tập thể dục thường xuyên; giảm cân – một phần quan trọng trong quá trình ngăn ngừa bệnh tiểu đường; giữ cân nặng của bạn trong phạm vi bảo đảm sức khỏe; sử dụng chỉ số khối lượng cơ thể (BMI) để đánh giá xem cân nặng có nằm trong khoảng cho phép không; cố gắng tập thể dục ít nhất 30 phút mỗi ngày vào hầu hết các ngày trong tuần,cần phải làm xét nghiệm để biết có bị tiểu đường hay không; tập thể dục; kiểm soát đường huyết tốt sẽ giảm nguy cơ này; cần theo dõi sức khỏe; theo dõi đường máu hàng ngày; ăn uống lành mạnh; tập thể dục thường xuyên; đôi khi cần thuốc; có thể cần kích thích sinh sớm để tránh biến chứng; con cũng cần được theo dõi yếu tố nguy cơ tiểu đường trong quá trình lớn lên; phụ nữ tiểu đường nên nói với bác sĩ trước khi mang thai để kiểm soát đường huyết; ăn uống đúng cách; dùng thuốc theo chỉ định; khám thai thường xuyên; gia đình cần biết cách xử trí; tập thể dục giúp kiểm soát đường huyết; tập thể dục giúp kiểm soát cân nặng; tập thể dục tăng năng lượng; tập thể dục cải thiện giấc ngủ; tập thể dục giảm đau lưng; tập thể dục giảm táo bón; tập thể dục giảm đầy hơi; phụ nữ tiểu đường có thể cho con bú; sữa mẹ tốt cho bé; cho con bú giúp mẹ giảm cân sau sinh; cho con bú giúp tử cung hồi phục nhanh hơn,bệnh thận có thể dẫn đến cao huyết áp hoặc suy thận; hàm lượng cholesterol trong máu cao có thể dẫn đến đột quỵ và bệnh tim; vấn đề trong thai kỳ; các vấn đề về tuyến giáp; sinh con dị tật bẩm sinh; huyết áp cao; hội chứng trẻ sơ sinh khổng lồ; sinh non; dị tật bẩm sinh; thai to; biến chứng thận; nguy cơ biến chứng sẽ tăng lên; cần phải giục sinh; sinh mổ; sinh con lớn hơn bình thường (thai to); gây khó khăn và căng thẳng cho em bé khi sinh; trẻ sơ sinh có nguy cơ bị hạ đường huyết sơ sinh; trẻ sơ sinh có nguy cơ tử vong chu sinh (thai chết lưu từ tuần 28 đến 7 ngày sau sinh); trẻ sinh ra từ mẹ bị tiểu đường thai kỳ có nguy cơ thừa cân hoặc béo phì cao hơn; trẻ sinh ra từ mẹ bị tiểu đường thai kỳ có nguy cơ phát triển bệnh tiểu đường type 2; khi lượng glucose trong máu quá cao sẽ gây vấn đề sức khỏe; làm tăng nguy cơ sinh con rất lớn (macrosomia); tăng nguy cơ cao huyết áp; tăng nguy cơ tiền sản giật; dễ phải mổ lấy thai; trẻ có thể gặp vấn đề hô hấp; trẻ có thể gặp hạ đường huyết; trẻ có thể gặp vàng da; mẹ có nguy cơ cao mắc tiểu đường sau này; con cũng tăng nguy cơ tiểu đường hoặc béo phì; biến chứng tim; nhiều vấn đề sức khỏe nghiêm trọng; cao huyết áp; đa ối; mổ lấy thai khó khăn; nồng độ đường cao sớm có thể gây dị tật khi cơ quan bé phát triển trong 8 tuần đầu
Thuốc diệt tinh trùng,subtopic,['17'],Làm bất hoạt tinh trùng; Có thể được sử dụng riêng lẻ hoặc phối hợp với các phương pháp rào cản khác,,,nonoxynol-9,,thuốc diệt tinh trùng là một chất hóa học làm bất hoạt tinh trùng,,bạn cần đợi 10 – 15 phút sau khi đặt thuốc diệt tinh trùng để thuốc bắt đầu có tác dụng; bạn cũng cần đọc hướng dẫn sử dụng thuốc cẩn thận để biết được thời điểm cần phải đưa thuốc diệt tinh trùng vào âm đạo trước khi quan hệ; hãy nhớ rằng thuốc diệt tinh trùng chỉ có hiệu quả trong 1 giờ sau khi sử dụng; không được thụt rửa hoặc cố gắng lấy thuốc diệt tinh trùng ra trong ít nhất 6 giờ sau khi đặt; nonoxynol-9; Có thể được sử dụng riêng lẻ hoặc phối hợp với các phương pháp rào cản khác,,thuốc diệt tinh trùng rất dễ sử dụng và có thể được mua ở nhiều hiệu thuốc khác nhau; thuốc diệt tinh trùng ít tốn kém hơn so với biện pháp tránh thai khác; thuốc diệt tinh trùng không ảnh hưởng tới nội tiết tố tự nhiên của người phụ nữ; thuốc diệt tinh trùng không ảnh hưởng đến nguồn sữa nếu bạn đang cho con bú,thuốc diệt tinh trùng có thể gây nóng rát và kích ứng âm đạo; một số người dị ứng với thuốc diệt tinh trùng
Yếu tố quyết định giới tính bé,topic,['10'],,,,nhiễm sắc thể giới tính,,,,có hai nhiễm sắc thể giới tính là x và y; tế bào trứng chỉ có nhiễm sắc thể x trong khi tế bào tinh trùng có thể chứa nhiễm sắc thể x hoặc nhiễm sắc thể y; hợp tử chứa nhiễm sắc thể xx sẽ phát triển thành bé gái còn hợp tử chứa nhiễm sắc thể xy sẽ phát triển thành bé trai,,,
Say tàu xe,topic,['59'],,mệt mỏi; buồn nôn; nôn; chóng mặt; xanh xao; đau đầu nhẹ; yếu sức; lo lắng; tăng tiết nước bọt; đổ mồ hôi; nôn nhiều,Scopolamine dạng dán 12 giờ trước đi; Meclizine cho hiệu quả lâu dài; bổ sung Vitamin B6,đi ô tô; đi máy bay; đi tàu thuyền; xe di chuyển chậm gây mất cân bằng trong tai; ăn quá no; không khí ngột ngạt hoặc nhiều khói; Não nhận tín hiệu nhầm do bất đồng giữa chuyển động dự kiến và thực tế; rối loạn chất dẫn truyền thần kinh,,,,thường hết khi ngừng di chuyển; đôi khi kéo dài đến 3 ngày,,trước khi dùng thuốc cần tham khảo ý kiến bác sĩ để đảm bảo an toàn cho mẹ và bé,mất nước
Đau khi quan hệ tình dục,disease,"['117', '2']",,đau vùng chậu; đau lưng dưới; đau âm hộ; đau tiền đình âm đạo; đau bên trong âm đạo; đau tầng sinh môn; đau tử cung; đau bàng quang,,âm đạo hẹp; màng trinh dày; nhiễm trùng âm hộ; bệnh niệu đạo; lạc nội mạc tử cung; viêm vùng chậu; bệnh phụ khoa; u nang buồng trứng; rối loạn đáp ứng tình dục; thiếu ham muốn; thiếu kích thích; viêm da âm hộ; đau âm hộ (vvs); thay đổi hormon (khô âm đạo do mãn kinh); viêm âm đạo (nấm/vi khuẩn); co thắt âm đạo; biến chứng sau sinh (rạch tầng sinh môn); dải sợi dính,,,,có thể thoáng qua hoặc dai dẳng,,sử dụng chất bôi trơn; điều chỉnh thời gian quan hệ; trao đổi với bạn tình; thử hành vi tình dục ít gây đau; mát-xa; giảm đau trước khi quan hệ; chườm lạnh sau quan hệ,
Chẩn đoán tiền sản,topic,['49'],,đau nhẹ,,,,,,thời điểm: chọc ối khi thai ≥15 tuần; thời điểm: sinh thiết gai nhau khi thai 10–12 tuần; có gây tê tại chỗ; nhưng đa số bình thường,,sản phụ nghỉ ngơi trong ngày; hôm sau sinh hoạt bình thường; bác sĩ cần giải thích rõ lợi ích và nguy cơ trước khi thực hiện,thủ thuật có thể gây chảy máu âm đạo nhẹ
Địa y sclerosus,disease,['101'],,ngứa; rát; đau khi quan hệ; rách da; da mỏng; da trắng; da nhăn; vết sưng trắng; vết sưng tím,kem steroid,,,,,,,,
Nhiễm khuẩn âm đạo,disease,['114'],,khí hư nhiều; mùi tanh cá; loãng; màu xám; đôi khi xanh; thường không ngứa; nếu khí hư quá nhiều có thể gây ngứa; khí hư có mùi tanh cá; khí hư loãng; khí hư màu xám; khí hư đôi khi xanh; âm đạo thường không ngứa; khí hư quá nhiều có thể gây ngứa,dùng metronidazole; dùng clindamycin,,,nhiễm khuẩn âm đạo là tình trạng vi khuẩn thường trú phát triển quá mức,,,,,
Đau lưng,topic,['42'],,đau; mỏi; cứng cơ,có thể dùng túi chườm nóng hoặc lạnh tại chỗ,thay đổi nội tiết tố; căng cơ vùng lưng; tử cung to và nặng hơn; phần trước cơ thể nặng làm mẹ bầu có xu hướng ngả ra trước; tư thế thay đổi khiến nhóm cơ lưng bị căng; cơ vùng bụng bị giãn và yếu hơn; giảm khả năng nâng đỡ; góp phần gây đau lưng khi vận động; nội tiết tố thai kỳ làm giãn dây chằng khớp vùng chậu; cơ bụng yếu,,,,,,mang giày phù hợp (không quá phẳng hoặc quá cao gót); tập thể dục nhẹ tăng sức cơ lưng và chân; giữ tư thế đúng (cần hướng dẫn chuyên môn và chỉ thực hiện nếu thai kỳ bình thường),gây đau do khớp bị giãn
Rau bong non,topic,['79'],,đau bụng; ra máu nhẹ; không ra máu,cần điều trị cấp cứu,,,,,,,,làm gián đoạn trao đổi oxy
Chăm sóc khi mang thai,topic,['74'],,,,,,,,,,hãy tiếp tục giữ gìn và chăm sóc sức khỏe của bạn thật tốt trong quá trình mang thai; đi khám thai sớm và đều đặn trong suốt thai kỳ,
Thai lạc chỗ,topic,['79'],,đau bụng; chảy máu,,,,thai lạc chỗ là trứng thụ tinh không làm tổ trong buồng tử cung mà ở vị trí khác,,thường là vòi tử cung,,,vỡ vòi tử cung; chảy máu ổ bụng; mất máu; mệt; choáng; có thể tử vong
