entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Tăng tiết mồ hôi,topic,['53'],,đổ mồ hôi nhiều hơn bình thường; ra mồ hôi trộm; tăng tiết mồ hôi có thể là triệu chứng sớm của mang thai,có thể dùng bột hút mồ hôi (không chứa Talc),căng thẳng; sự dao động của nồng độ hormon; tăng thân nhiệt khi mang thai; thay đổi hormon; tăng lưu lượng máu; tăng cân; sự dao động của estrogen và progesterone; tăng chuyển hóa khi mang thai; tiêu thụ nhiều calories; sinh nhiệt nhiều hơn; kích thích tuyến mồ hôi; hạ đường máu khi mang thai cũng có thể gây tăng tiết mồ hôi; tác dụng phụ của thuốc hạ sốt; tác dụng phụ của thuốc điều trị tăng huyết áp; tăng lưu lượng tuần hoàn khi mang thai làm tăng nhiệt độ cơ thể; sốt; bệnh lý khác như nhiễm trùng tiết niệu khi mang thai; nồng độ progesterone cao làm tăng thân nhiệt; gây tăng tiết mồ hôi; thay đổi nội tiết tố nói chung trong thai kỳ; đặc biệt 3 tháng cuối thai kỳ; làm cơ thể gắng sức nhiều hơn; thay đổi trọng tâm; cơ thể phải hoạt động nhiều hơn để giữ thăng bằng; thời tiết nóng ẩm làm mẹ bầu đổ mồ hôi nhiều; lo lắng; ăn đồ cay; sử dụng caffeine; tăng chuyển hóa,,,,vùng hạ đồi là trung tâm kiểm soát thân nhiệt; nhiệt độ cơ thể tăng nhẹ,,,
Đau âm hộ mãn tính toàn bộ,subdisease,['120'],,cơn đau và cảm giác khó chịu xảy ra ở toàn bộ vùng âm hộ.,,,,,,cơn đau và cảm giác khó chịu xảy ra ở toàn bộ vùng âm hộ.,,,
Cao huyết áp mãn tính,disease,['81'],,,,,,,,huyết áp cao trước tuần 20 hoặc kéo dài >12 tuần sau sinh; thường có từ trước mang thai nhưng chưa phát hiện,,,
Tăng sinh nội mạc tử cung,disease,['96'],,,siêu âm qua âm đạo (đo bề dày nội mạc); sinh thiết nội mạc; nong và nạo buồng tử cung; nội soi buồng tử cung để loại trừ ung thư,thay đổi theo chu kỳ kinh nguyệt dưới tác động của estrogen và progesterone; sự sụt giảm progesterone gây hành kinh; thừa estrogen không có progesterone; không rụng trứng → không có progesterone → lớp nội mạc tiếp tục dày lên,,tình trạng lớp nội mạc tử cung trở nên quá dày,Tăng sinh nội mạc tử cung đơn thuần; Tăng sinh nội mạc tử cung phức tạp; Tăng sinh không điển hình đơn thuần; Tăng sinh không điển hình phức tạp,progestin có thể gây chảy máu giống kinh nguyệt; ít phức tạp; nhiều tuyến nội mạc chen chúc nhau.,nếu dùng estrogen sau mãn kinh cần phối hợp progestin; giảm cân để giảm nguy cơ ung thư nội mạc,,ung thư tử cung
Biến chứng thai kỳ,topic,['22'],,mệt mỏi; buồn nôn; đau bụng; sụt cân; chóng mặt; khó thở; mất nước; chảy máu âm đạo; tăng huyết áp; dịch hoặc mô đi ra; nôn mửa; da nhợt nhạt,progesterone có thể được dùng để giảm nguy cơ sinh non ở một số sản phụ; nhập viện để truyền dịch,các động mạch bị hẹp; cơ thể không sản xuất đủ insulin; cơ thể không sử dụng insulin hiệu quả; cổ tử cung ngắn; tiền sử sinh non; vấn đề nhau thai; bệnh mạn tính của mẹ; nhu cầu sắt tăng trong thai kỳ; nhiễm trùng,,,,tăng huyết áp thai kỳ thường xuất hiện trong nửa sau thai kỳ và biến mất sau sinh; một số trường hợp nghiêm trọng (nôn nghén nặng),chủng ngừa trước hoặc trong thai kỳ; xét nghiệm sớm; điều trị kịp thời,chăm sóc tiền sản sớm và thường xuyên có thể giúp giảm nguy cơ; cần sàng lọc và hỗ trợ tâm lý trong thai kỳ và sau sinh; khi có dấu hiệu cần liên hệ bác sĩ ngay; cần theo dõi và phòng ngừa yếu tố nguy cơ; bổ sung 27mg sắt/ngày; dùng thêm thuốc bổ sung khi cần,tử vong; sinh non; dị tật bẩm sinh; thai lưu; thai ngoài tử cung; tăng nguy cơ sinh mổ; thai to; chậm tăng trưởng thai; tăng nguy cơ sinh non; tiền sản giật; tử vong sơ sinh; tình trạng này ảnh hưởng đáng kể đến mẹ và bé; cân nặng sơ sinh thấp
Đai an toàn,topic,['82'],,,,,,,,,,đai an toàn nên là loại 3 điểm: một dây qua hông và một dây qua vai; phụ nữ mang thai nên luôn luôn cài đai an toàn để bảo vệ mẹ và bé khỏi thương tích hoặc tử vong trong trường hợp tai nạn xe hơi; dù ngồi ở hàng trước hay sau đều cần cài đai; đai phải đeo vừa khít và điều chỉnh theo chiều cao,
Que cấy tránh thai,subtopic,['14'],Không làm gián đoạn quan hệ tình dục; Giải phóng hormone progestogen vào máu để tránh thai; Có hiệu quả tránh thai hơn 99%; Hữu ích cho những phụ nữ không thể sử dụng biện pháp tránh thai có chứa estrogen; Phù hợp cho những phụ nữ cảm thấy khó khăn trong việc nhớ uống thuốc vào cùng một thời điểm mỗi ngày; Ngăn cản quá trình rụng trứng mỗi tháng; Làm mỏng lớp niêm mạc tử cung để trứng đã thụ tinh ít có khả năng tự làm tổ; Được bảo vệ ngay lập tức để tránh mang thai (nếu đặt trong 5 ngày đầu tiên của chu kỳ kinh nguyệt); Được bảo vệ tức thì để tránh mang thai (nếu đặt trước ngày 21 sau khi sinh con); An toàn khi đang cho con bú; Tránh thai ngay lập tức (khi đặt ngay sau khi sẩy thai hoặc phá thai); Tác dụng trong vòng 3 năm; Là một lựa chọn khác nếu bạn không thể sử dụng biện pháp tránh thai có chứa estrogen; An toàn để sử dụng khi đang cho con bú; Có thể làm giảm rong kinh hoặc đau bụng kinh; Tiếp tục có tác dụng đến 4 năm; Phù hợp cho những phụ nữ gặp khó khăn trong việc nhớ uống thuốc tránh thai hàng ngày; Ngăn cản quá trình rụng trứng hàng tháng; Làm mỏng lớp niêm mạc tử cung để giảm khả năng trứng làm tổ; Được bảo vệ ngay lập tức để tránh mang thai (nếu đặt trong 5 ngày đầu chu kỳ); Được bảo vệ tức thì để tránh mang thai (nếu đặt trong 21 ngày sau sinh); Tránh thai ngay lập tức khi đặt sau sẩy thai hoặc phá thai; Có tác dụng trong vòng 3 năm,vô kinh; rong kinh; vết bầm tím; cảm thấy đau; sưng xung quanh vị trí cấy; kinh nguyệt không đều; lượng kinh nguyệt ít hơn; cường kinh; không thể tìm thấy que cấy; cảm giác que cấy bị thay đổi hình dạng; nhận thấy bất kỳ thay đổi nào trên da; cảm giác đau tại vị trí đặt que cấy,,thuốc điều trị HIV; thuốc điều trị động kinh; thuốc điều trị lao; thảo dược có tính hướng thần (st john’s wort); một số loại kháng sinh (ví dụ như rifabutin hoặc rifampicin),,,,hiệu quả này kéo dài trong 3 năm.; que cấy tránh thai dưới da có hiệu quả tránh thai hơn 99%; hữu ích cho những phụ nữ không thể sử dụng biện pháp tránh thai có chứa estrogen; phù hợp cho những phụ nữ cảm thấy khó khăn trong việc nhớ uống thuốc vào cùng một thời điểm mỗi ngày; que cấy có thể được lấy ra nếu bạn có các tác dụng phụ; bạn có thể lấy nó ra bất cứ lúc nào và khả năng mang thai tự nhiên của bạn sẽ trở lại rất nhanh chóng; tác dụng trong vòng 3 năm; không làm gián đoạn quan hệ tình dục,,bạn nên gặp bác sĩ đa khoa hoặc chuyên gia chăm sóc sức khỏe bất cứ lúc nào nếu: không thể tìm thấy que cấy. cảm giác que cấy bị thay đổi hình dạng. nhận thấy bất kỳ thay đổi nào trên da hoặc cảm giác đau tại vị trí đặt que cấy. có thai.; bạn có thể đặt que cấy bất kỳ lúc nào sau khi sinh; sử dụng que cấy là an toàn khi đang cho con bú; que cấy có thể được đặt ngay sau khi sẩy thai hoặc phá thai và bạn sẽ được tránh thai ngay lập tức; gặp bác sĩ đa khoa hoặc điều dưỡng của bạn để được tư vấn; đến phòng khám sức khỏe phụ khoa gần nhất để thảo luận thêm; khả năng sinh sản trở lại bình thường ngay sau khi que cấy được lấy ra; có thể làm giảm rong kinh hoặc đau bụng kinh; an toàn để sử dụng khi đang cho con bú; luôn nói với bác sĩ rằng bạn đang sử dụng que cấy tránh thai nếu được kê đơn bất kỳ loại thuốc nào.; bạn cũng nên hỏi bác sĩ liệu loại thuốc bạn đang dùng có ảnh hưởng đến hiệu quả que cấy tránh thai hay không.; bạn có thể không được đặt hoặc thay thế que cấy tại thời điểm này.; các bác sĩ và điều dưỡng làm việc theo nguyên tắc cẩn trọng khi tiếp xúc với những người dưới 16 tuổi.,que cấy làm mỏng lớp niêm mạc tử cung để trứng đã thụ tinh ít có khả năng tự làm tổ; có thai
Miếng xốp tránh thai,subtopic,['17'],Làm bất hoạt tinh trùng; Được đưa vào âm đạo để che phủ cổ tử cung và giữ cho tinh trùng không vào được bên trong tử cung,nóng rát; kích ứng âm đạo,,,,miếng xốp tránh thai là một dụng cụ hình tròn làm bằng bọt mềm có chứa chất diệt tinh trùng,,miếng xốp tránh thai có thể được đặt tối đa 24 giờ trước khi quan hệ và nên lưu lại ít nhất 6 giờ sau khi quan hệ; miếng xốp tránh thai không nên để quá 30 giờ,,có thể mua ở nhiều cửa hàng; không ảnh hưởng đến hormone tự nhiên của phụ nữ; mỗi miếng xốp chứa đủ chất diệt tinh trùng cho hoạt động tình dục lặp đi lặp lại trong vòng 24 giờ; không ảnh hưởng đến nguồn sữa trong thời gian cho con bú,hiếm gặp hội chứng sốc nhiễm độc khi sử dụng miếng xốp tránh thai
Sarcoma tử cung,subdisease,['113'],,,,xuất phát từ cơ và mô liên kết của tử cung,,sarcoma tử cung xuất phát từ cơ và mô liên kết của tử cung,,,,,tiến triển nhanh và nguy hiểm hơn ung thư nội mạc tử cung
Phương pháp ngừa thai nội tiết phối hợp,topic,['19'],Giảm mụn trứng cá và rậm lông; Hỗ trợ điều trị u xơ tử cung và lạc nội mạc tử cung; Giảm đau nửa đầu liên quan chu kỳ kinh,,,estrogen; progestin,,,,,,giúp chu kỳ kinh đều,
U nang tuyến vú,subdisease,['95'],,các túi nhỏ chứa dịch hình thành trong vú; các nang có thể có rất nhiều kích cỡ khác nhau.; có thể thấy đau khi sờ vào vùng có nang.; các nang có thể trở nên to hơn ngay trước kỳ kinh,không cần điều trị gì trừ khi các nang to và đau; cũng có thể phẫu thuật để bóc nang; có thể sử dụng thuốc tránh thai uống để ngăn nang xuất hiện trở lại,,,u nang tuyến vú là các túi nhỏ chứa dịch hình thành trong vú.; u nang tuyến vú là một tình trạng mà các nang nhỏ chứa dịch xuất hiện trong mô vú.,,các nang có thể trở nên to hơn ngay trước kỳ kinh.; chúng thường tự biến mất sau mãn kinh.,,,
Rối loạn phụ khoa,topic,['1'],,,,,Các rối loạn phụ khoa phổ biến; Triệu chứng phụ khoa thường gặp,,,,,những rối loạn này không nên xem nhẹ,ảnh hưởng rất lớn đến chức năng tình dục; ảnh hưởng xấu đến khả năng sinh sản; đe dọa đến tính mạng của phụ nữ
Màng ngăn âm đạo,subtopic,['17'],,kích ứng âm đạo; nóng rát âm đạo,màng ngăn có kích thước riêng được chế tạo riêng bởi các chuyên gia,,,,,,,không ảnh hưởng đến nguồn sữa trong thời gian cho con bú; có thể đặt màng tránh thai nhiều giờ trước khi quan hệ,sốc nhiễm độc đã xảy ra do sử dụng màng ngăn âm đạo
Vàng da,disease,"['236', '209']",,da bị vàng; kết mạc mắt bị vàng; mắt có màu vàng; da có màu vàng; vàng da; mắt có màu vàng; da có màu vàng,tăng cường cho bú; tạm ngưng bú mẹ; chiếu đèn,trẻ không được bú đủ sữa; trẻ sơ sinh không được khởi đầu bú tốt; ngậm vú mẹ không đúng cách; được cho bú bằng những thực phẩm thay thế làm gián đoạn quá trình bú mẹ; chưa tìm ra nguyên nhân; có thể do mối liên hệ giữa những chất có trong sữa mẹ với sự ức chế quá trình ly giải bilirubin; tăng nồng độ bilirubin trong máu; tình trạng tăng nồng độ bilirubin máu; sự ly giải sinh lý của hồng cầu; gan của trẻ không đủ khả năng loại bỏ bilirubin ra khỏi dòng máu; gan chưa phát triển đầy đủ; hoạt động gan chưa tốt; gan chưa phát triển đầy đủ; hoạt động gan chưa tốt,,,,vàng da hiện hữu sau khi giai đoạn vàng da sinh lý dần lắng xuống; vàng da do sữa mẹ thường kéo dài từ 3-12 tuần sau sinh; vàng da có thể xuất hiện trong vòng 2 đến 3 ngày sau sinh; vàng da được quan sát dễ dàng nhất dưới ánh sáng tự nhiên và có thể khó nhận biết hơn ở những bé có da tối màu; bilirubin là một chất được hình thành bởi sự ly giải sinh lý của hồng cầu. chúng được chuyển hóa và đào thải nhờ gan.; vàng da hầu hết là sinh lý đối với trẻ sơ sinh; hoặc có thể kéo dài lâu hơn,bắt đầu cho bú mẹ càng sớm càng tốt; thảo luận với chuyên gia tư vấn sữa mẹ để chắc chắn rằng bạn đã cho trẻ ngậm bắt vú đúng cách; cho trẻ bú đều đặn vào những tuần đầu sau sinh; đừng cố gắng bắt trẻ bú theo một “lịch trình” cho đến khi mối quan hệ mẹ-con được tạo dựng thành công; cần tránh những thực phẩm bổ sung hay làm gián đoạn quá trình cho bú nếu không cần thiết,được tư vấn bởi chuyên gia sữa mẹ để đảm bảo rằng đứa bé đang được cho bú sữa đủ lượng; chỉ cần trẻ còn bú mẹ tốt và nồng độ bilirubin được theo dõi; có vài ý kiến trái chiều trong việc kiểm soát tình trạng này ở giai đoạn trẻ bú mẹ; việc điều trị vàng da có thể ảnh hưởng lớn và lâu dài lên tình cảm mẹ con giai đoạn này; bà mẹ nên hút sữa trong giai đoạn này để không làm gián đoạn sự sản xuất sữa của cơ thể; ngừng cho bú mẹ khoảng 24 giờ kết hợp với chiếu đèn; sử dụng dụng cụ hỗ trợ bú và hút sữa trong 24 giờ; những thiết bị này có thể mang về nhà và giúp cho mẹ con không bị xa cách.; tăng số lần cho bú và sử dụng nghiệm pháp chiếu đèn rất hiệu quả cho việc làm giảm nồng độ bilirubin.; bú mẹ đều đặn và hiệu quả là cách tốt nhất để làm giảm vàng da; cho bú gián đoạn: điều này dẫn đến tình trạng vàng da ngày càng nặng và phá vỡ công sức của người mẹ trong việc cố gắng cung cấp cho con của mình nguồn dinh dưỡng tốt nhất; những phương pháp điều trị không được khuyến cáo để làm giảm vàng da ở trẻ đang bú mẹ bao gồm: thực phẩm bổ sung có chứa nước đường,biến chứng nguy hiểm hiếm khi xảy ra
Tiểu đường loại 1,subdisease,['93'],,khát nước hoặc đi tiểu liên tục; đói liên tục; giảm cân mà không hề do kiêng ăn hoặc cố gắng giảm cân; mờ mắt mệt mỏi,người bệnh tiểu đường loại 1 cần phải dùng insulin mới sống được,cơ thể không thể tự tạo ra insulin được hoặc sản xuất insulin rất ít,,có hai loại bệnh tiểu đường được gọi là tiểu đường loại 1 và tiểu đường loại 2.,,,,,
Nghén,topic,['24'],cần siêu âm theo dõi sự phát triển thai,buồn nôn; nôn; gây mất nước; sụt cân; tiểu vàng sậm; khô khát; suy kiệt; triệu chứng có thể tái phát gây mất nước,được kê thuốc chống nôn; nếu triệu chứng nặng cần duy trì uống từng ngụm nước và thuốc,thay đổi hormone thai kỳ,,,,không có bằng chứng buồn nôn và nôn gây hại cho thai nhi; thường cải thiện khi thai được 12–14 tuần; thường gọi là 'nghén buổi sáng' nhưng có thể xảy ra bất cứ lúc nào; có thể kéo dài tới tuần 20 hoặc lâu hơn; nghén thường tự cải thiện hoặc hết sau sinh,,cần hỗ trợ tâm lý khi cảm thấy buồn thường xuyên; ăn nhiều bữa nhỏ; chọn thực phẩm dễ tiêu hóa; tránh thức ăn gây mùi; có thể dùng gừng; bấm huyệt hoặc châm cứu; nếu triệu chứng không cải thiện hoặc cản trở sinh hoạt → cần khám bác sĩ để được kê thuốc chống nôn; liên hệ bác sĩ để được cấp thêm thuốc; cần liên hệ bác sĩ hoặc nữ hộ sinh để được đánh giá lại,buồn nôn và nôn có thể ảnh hưởng đến tinh thần; buồn nôn và nôn có thể ảnh hưởng đến công việc; buồn nôn và nôn có thể ảnh hưởng đến sinh hoạt gia đình; buồn nôn và nôn có thể ảnh hưởng đến khả năng chăm sóc người thân; cần nhập viện nếu triệu chứng nghiêm trọng; trầm cảm; nguy cơ sẩy thai thấp hơn bình thường một chút; nghén nặng có thể làm tăng nguy cơ sinh con nhẹ cân; mất nước; có ceton trong nước tiểu; nôn nhiều không đáp ứng; xét nghiệm máu bất thường; sụt cân; dù có thể gây khó khăn trong thai kỳ
Viêm túi mật cấp tính,subdisease,['260'],,,,tắc nghẽn đường ra của túi mật; sự hình thành của sỏi trong đường mật (sỏi mật hoặc sỏi đường mật),,,,các đợt viêm túi mật cấp tính nhẹ lặp đi lặp lại có thể dẫn đến viêm túi mật mãn tính,,,viêm túi mật mãn tính
Ung thư dạ dày di truyền thể khuếch tán,disease,['262'],,sứt môi; hở hàm ếch,nội soi là phương pháp dùng một ống mỏng với hệ thống chiếu sáng và camera để quan sát bên trong hệ tiêu hóa nhằm phát hiện ung thư; kiểm tra nội soi phần trên của hệ tiêu hoá (esophagogastroduodenoscopy) được khuyến nghị cho người mang đột biến trên gen cdh1,gen cdh1; đột biến trên gen cdh1; các gen khác bao gồm ctanna1; đặc điểm di truyền trội sinh dưỡng (autosomal dominant); đột biến gen dòng mầm (germline mutation),,là một tình trạng di truyền hiếm gặp liên quan đến tăng nguy cơ mắc ung thư dạ dày,,dạ dày nằm ở vùng thượng vị và đóng vai trò quan trọng trong việc tiêu hóa thức ăn.; dạ dày co bóp để trộn thức ăn và tiết ra dịch giúp tiêu hóa thức ăn.; thức ăn sau đó được đưa xuống ruột non để tiếp tục quá trình tiêu hóa.; một vài người nghĩ rằng dạ dày là toàn bộ phần khoang bụng của cơ thể; mặc dù đại đa số trường hợp sứt môi hoặc hở hàm ếch không liên quan đến hdgc; xét nghiệm di truyền cho các đột biến trên gen cdh1 hiện đã có sẵn; chỉ có khoảng 20% ​​đến 30% gia đình mắc hdgc có mang đột biến trên gen cdh1; một số nghiên cứu trước đây cho thấy mối liên hệ giữa hdgc với nguy cơ ung thư ruột hoặc trực tràng; các phát hiện hiện tại cho thấy không có khả năng tăng nguy cơ mắc các bệnh ung thư ruột hoặc trực tràng ở những người có đột biến trên gen cdh1,cắt dạ dày toàn bộ để dự phòng (prophylactic total gastrectomy) là cách duy nhất được chứng minh là có hiệu quả để ngăn ngừa ung thư dạ dày thể khuếch tán ở những người mắc bệnh ung thư dạ dày di truyền thể khuếch tán (hdgc); các quy trình nội soi và phẫu thuật để theo dõi và phòng ngừa bệnh ung thư dạ dày di truyền thể khuếch tán (hdgc) nên được thực hiện tại các trung tâm có chuyên môn và kinh nghiệm phù hợp; tự thăm khám vùng vú hàng tháng; thăm khám lâm sàng được thực hiện bởi bác sĩ hoặc y tá mỗi 6 tháng,việc xét nghiệm tất cả các đột biến di truyền ở những gen mới hơn không được khuyến cáo tại thời điểm này; ngoại trừ trong trường hợp các thử nghiệm lâm sàng; lựa chọn cho người muốn có con khi đang mang gen đột biến làm tăng nguy cơ mắc hdgc; điều này cho phép giảm khả năng mắc các hội chứng bệnh lý di truyền ở trẻ; trứng của người mẹ được lấy ra và thụ tinh trong phòng thí nghiệm; kỹ thuật pgd đã được sử dụng trong hơn 2 thập kỷ để sàng lọc các hội chứng ung thư di truyền; bạn nên tìm đến các chuyên gia hỗ trợ sinh sản để được tư vấn và biết thêm thông tin; cả hai khía cạnh lâm sàng và di truyền cần phải được xem xét trong việc tư vấn cho bệnh nhân về khả năng gia đình họ mắc bệnh ung thư dạ dày di truyền thể khuếch tán (hdgc); bạn nên trao đổi với các chuyên gia về các bệnh lý di truyền hoặc các nhà tư vấn di truyền; các cá nhân mang đột biến trên gen này nên trao đổi với các chuyên gia y tế để có các biện pháp giảm thiểu rủi ro mắc ung thư; việc quan trọng đối với mỗi bệnh nhân là trao đổi với bác sĩ về những xét nghiệm và quy trình phù hợp với bản thân; bạn nên thảo luận với bác sĩ về các biện pháp phù hợp để giảm nguy cơ ung thư vú; bạn hãy nói chuyện với các chuyên gia y tế nếu lo lắng về nguy cơ mắc bệnh ung thư; hãy hỏi các chuyên gia y tế về nguy cơ mắc ung thư dạ dày của bạn; hãy hỏi các chuyên gia y tế về nguy cơ mắc các loại ung thư khác của bạn; hãy hỏi các chuyên gia y tế về cách giảm nguy cơ ung thư của bạn; hãy hỏi các chuyên gia y tế về các biện pháp sàng lọc và phòng ngừa ung thư; hãy hỏi các chuyên gia y tế về các biện pháp đánh giá mức nguy cơ mắc ung thư dựa trên tiền sử gia đình; hãy yêu cầu các chuyên gia y tế giới thiệu bạn với các nhà tư vấn di truyền hoặc chuyên gia di truyền; hãy cân nhắc xét nghiệm di truyền nếu lo lắng về tiền sử gia đình,
Mô tuyến vú,topic,['95'],,vú trở nên tăng nhạy cảm; vú gây cảm giác đau,,mô vú thay đổi theo nồng độ hormone estrogen và progesterone trong chu kỳ kinh nguyệt; mô vú thay đổi trong quá trình mang thai; mô vú thay đổi trong quá trình cho con bú; mô vú thay đổi trong thời kỳ mãn kinh,,,,mỗi vú có từ 15 - 20 thùy vú; sự thay đổi của mô tuyến vú trong quá trình sống; sự thay đổi nồng độ hormone dẫn đến sự thay đổi lượng dịch trong vú; sự thay đổi này dễ nhận ra khi sử dụng thuốc tránh thai hoặc các liệu pháp hormone,,,
Bướu sợi tuyến,subdisease,['95'],,cục bướu thường tròn và có giới hạn rõ ràng; thường không gây đau; chúng thường không gây đau,trong nhiều trường hợp không cần phải làm gì với bướu sợi tuyến. tuy nhiên một số phụ nữ quyết định phẫu thuật loại bỏ bướu (lumpectomy).,,,bướu sợi tuyến là bướu cứng xuất hiện nhiều nhất ở phụ nữ trẻ,,,,,
Tăng sinh không điển hình phức tạp,subdisease,['96'],,,,,,,,,,,nguy cơ ung thư nội mạc tử cung cao
Các rối loạn phụ khoa phổ biến,subtopic,['1'],,đau bụng kinh; đau khi quan hệ tình dục; vô kinh; đau nhiều khi hành kinh; ra nhiều huyết trắng âm đạo; không có kinh trong một thời gian dài; hội chứng buồng trứng đa nang (pcos); u xơ tử cung; lạc nội mạc tử cung; viêm nhiễm vùng khung chậu; viêm âm đạo; mãn kinh,,,,,,,,,
Caffeine,topic,['58'],,,,,,,,fda từng cảnh báo về độc tính của caffeine,,phụ nữ mang thai nên hạn chế caffein,lượng lớn caffeine có thể gây khó chịu; lượng lớn caffeine có thể sinh con nhẹ cân
Máu dây rốn,topic,['77'],,,,,Tế bào gốc máu dây rốn; Lấy máu dây rốn,,,máu dây rốn chứa nhiều tế bào gốc tạo máu mà có thể sử dụng để điều trị một số bệnh,,,
