entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Máu báo thai,topic,"['33', '26']",,buồn nôn; đau lưng; chảy máu; chóng mặt; đau đầu; ra máu nhiều; máu báo thai; đau thắt nhẹ hơn đau bụng kinh; thay đổi cảm xúc; căng tức vú; màu sắc hồng nhạt; màu sắc nâu sẫm; không có máu cục; lượng máu rất ít chỉ lấm tấm; thường phát hiện khi lau; thấm vào quần lót; ra máu đỏ tươi; máu lấm tấm; đau bụng một bên; chảy máu khi thai làm tổ; đau thắt nhẹ; màu hồng nhạt; màu nâu sẫm; lượng máu rất ít; chỉ vài giọt; xuất hiện sớm hơn kỳ kinh 1 tuần; xuất hiện máu lấm tấm; chảy máu nhiều,,giao hợp; phôi thai bám vào niêm mạc tử cung gây vỡ mạch máu nhỏ; ra máu sau trễ kinh; ra máu kéo dài; tổn thương cổ tử cung; vận động mạnh; nhiễm trùng âm đạo; thai trứng; sảy thai,,hiện tượng sinh lý bình thường và không cần có sự can thiệp y tế,,thời gian kéo dài: thường vài giờ đến 3 ngày; máu báo thai hay bị nhầm lẫn với kinh nguyệt; máu báo thai và kinh nguyệt hoàn toàn khác nhau; máu báo thai được xem là một trong những dấu hiệu sớm của thai nghén; đây là một trong những dấu hiệu đầu tiên bà mẹ có thể nhận biết mình đang mang thai; tuy nhiên các triệu chứng này cũng có thể do hội chứng tiền kinh nguyệt (pms) hoặc rụng trứng; máu báo thai thường chỉ kéo dài vài giờ đến khoảng 3 ngày; rất hiếm khi xuất hiện quá sớm hoặc muộn hơn nhiều so với kỳ kinh; 6-12 ngày sau thụ tinh; thường rất ít; dễ bị nhầm lẫn; thường không xảy ra quá sớm hoặc quá muộn; đa số phụ nữ nhận biết máu báo thai nhờ khác biệt với chu kỳ kinh; stress hoặc thuốc tránh thai có thể làm thay đổi kinh nguyệt gây nhầm lẫn; một số phụ nữ không có máu báo thai hoặc bỏ lỡ vì không để ý,,nếu không chắc chắn: chờ 3 ngày sau khi hết máu rồi thử thai. nên thử sau trễ kinh 1 tuần để có kết quả chính xác.; thử thai quá sớm dễ sai kết quả; nên thử sau một tuần khi máu xuất hiện hoặc khi trễ kinh để chính xác hơn; nhiều phụ nữ có thai khỏe mạnh dù không hề có máu báo thai; máu báo thai thường không nguy hiểm; nếu que thử âm tính sau khi đã trễ kinh và hết máu thì khả năng cao không mang thai,thai ngoài tử cung; dễ nhầm với kinh nguyệt
Tiểu không tự chủ,disease,['94'],,tiểu khó; rò rỉ nước tiểu; rò rỉ ít; rò rỉ thường xuyên; rò rỉ nghiêm trọng; rò khi ho; rò khi cười; rò khi vận động; rò rỉ đều do bàng quang không rỗng; buồn tiểu; tiểu thường xuyên; tiểu đêm; tiểu dầm; rò rỉ nước tiểu ít; rò rỉ nước tiểu thường xuyên; rò rỉ nước tiểu nghiêm trọng,phẫu thuật; vật lý trị liệu; nhật ký đi tiểu; khám vùng chậu; xét nghiệm nước tiểu; đo niệu động học; đo thể tích tồn lưu; thử nghiệm áp lực; soi bàng quang; xét nghiệm nhuộm màu; thay đổi lối sống; luyện tập bàng quang; thiết bị hỗ trợ; thuốc; chất tạo khối; bài tập kegel; phản hồi sinh học; kiểm soát co thắt bàng quang; giảm rò rỉ; giảm tần suất đi tiểu; nhiều thủ thuật khác nhau,áp lực; bàng quang tăng hoạt; tràn đầy (bàng quang không rỗng); nhiễm trùng đường niệu; thuốc lợi tiểu; yếu mô nâng đỡ vùng chậu; đường rò bất thường; vấn đề thần kinh - cơ; phẫu thuật không phù hợp; hỗn hợp; tràn đầy,,tiểu không tự chủ là tình trạng rò rỉ nước tiểu,,,,giảm cân; tránh táo bón; giảm caffeine; điều trị ho mạn; ngừng hút thuốc,
Hội chứng tiết niệu sinh dục thời kỳ mãn kinh,disease,['254'],,teo âm đạo; đau khi giao hợp; các triệu chứng khó chịu đường tiết niệu,,,,hội chứng tiết niệu sinh dục thời kỳ mãn kinh (gsm) là thuật ngữ dùng để mô tả chứng teo âm đạo và các triệu chứng kèm theo,,,,,
Nhau tiền đạo,topic,['28'],,chảy máu không đau,nếu không sẽ cần mổ lấy thai,,,,,nhau thai bám thấp che lấp một phần hoặc toàn bộ cổ tử cung; có thể tự biến mất vào tuần 32–35,,,
Hemophilia,disease,['10'],,chảy máu nghiêm trọng ngay cả khi bị thương nhẹ,,đột biến trên nhiễm sắc thể x,,một rối loạn gây ra do đột biến trên nhiễm sắc thể x,,,,,
Thử nghiệm không áp lực,topic,['73'],,thai cử động; phản ứng nhịp tim thai,,,,,,thai cử động; phản ứng nhịp tim thai; mẹ nhấn nút khi cảm thấy thai cử động,,mẹ nhấn nút khi cảm thấy thai cử động,
Sẩy thai,topic,"['28', '79']",,chảy máu kéo dài trong nhiều ngày; các cơn co thắt tử cung rất đau; có tổ chức bất thường ra từ âm đạo; cổ tử cung mở; dịch nhầy màu trắng hồng; dịch nâu đà; không còn các triệu chứng khi mang thai như mệt mỏi và đau ngực; màu đỏ tươi; mảnh mô hoặc cục máu đông; phôi chết nhưng không tống ra ngoài; phôi hoặc sản phẩm thụ thai ra khỏi tử cung; ra dịch âm đạo; ra máu nhưng không đau hoặc đau nhẹ có thể ngừng và thai tiếp tục; ra máu âm đạo lượng ít; ra máu; triệu chứng sẩy thai; tổ chức được tống ra từ âm đạo; vệt nhỏ; vỡ màng ối; đau lưng từ nhẹ đến nặng; đau quặn bụng dưới; đột ngột giảm các dấu hiệu mang thai; mệt mỏi; chán ăn; đau bụng; sụt cân; đau bụng dưới; đau lưng; chảy máu; ra máu nhiều; đau nhẹ; khó ngủ; ra máu âm đạo; chảy máu âm đạo; chuột rút; xuất huyết âm đạo; mệt mỏi; sốt; đau đầu; giận dữ; mất ngủ; đau đớn; ra máu âm đạo; máu cục; đau co thắt nhẹ vùng bụng dưới; đau thắt lưng; chảy máu âm đạo; đau thắt bụng; ra máu âm đạo nhẹ; co thắt; xuất huyết nặng; lạnh; đau dữ dội; tiếc thương; buồn; tuyệt vọng; tự đổ lỗi; mất cảm giác ngon miệng; mất tập trung; không có hoạt động tim thai; túi thai/phôi thai teo nhỏ; nôn; chóng mặt; tiêu chảy; đau lan lên vai; cảm thấy uể oải; có thể ngất,có thể dùng hút buồng tử cung; có thể kết hợp nhiều phương pháp; loại bỏ mô thai bằng thuốc; loại bỏ mô thai bằng phẫu thuật; chờ mô tự đào thải (thường 2 tuần); thủ thuật hút chân không để loại bỏ mô; phương pháp thụ tinh trong ống nghiệm với chẩn đoán di truyền tiền cấy phôi có thể được dùng để loại bỏ phôi bất thường,bất thường nhiễm sắc thể (trứng/tinh trùng hoặc phân chia hợp tử); di truyền; phần lớn sẩy thai xảy ra là một hậu quả ngẫu nhiên do phôi thai nhận nhiễm sắc thể có số lượng bất thường; một phôi có số lượng nhiễm sắc thể bất thường thường không thể phát triển hoặc tồn tại; u xơ tử cung; polyp; hội chứng buồng trứng đa nang; bất thường nhiễm sắc thể của thai phụ; bất thường nhiễm sắc thể của chồng; kháng thể kháng phospholipid (apl); kháng đông lupus; phôi nhận nhiễm sắc thể với số lượng bất thường trong quá trình thụ thai; bất thường bẩm sinh ở tử cung; tử cung có vách ngăn; hội chứng asherman; u xơ; hội chứng kháng phospholipid (aps),Sẩy thai sớm; Sau sẩy thai; Sẩy thai liên tiếp; Sẩy thai ngoài tử cung,một thai kỳ tự kết thúc trong vòng 20 tuần đầu tiên; sẩy thai được định nghĩa là hiện tượng mất thai tự nhiên trước tuần thứ 20 (ở mỹ) hoặc tuần thứ 24 (ở anh).; thai phụ bị mất thai trước 20 tuần thì được gọi là sẩy thai sớm; sẩy thai liên tiếp được định nghĩa là khi bị sẩy thai hơn 2 lần; sẩy thai liên tiếp là khi thai phụ sẩy thai trên 3 lần liên tục.,,chu kỳ kinh sẽ trở lại trong vòng 4-6 tuần sau sẩy thai và có thể mất vài tháng để ổn định; hiệp hội sẩy thai đã viết tờ rơi “nghĩ đến môt thai kỳ khác” có thể giúp ích cho thai phụ; khoảng ¾ trường hợp sẩy thai xảy ra trong 3 tháng đầu của thai kỳ; mỗi người thể hiện sự đau buồn một cách khác nhau; một số người có thể dễ dàng thổ lộ về cảm xúc của họ; một số người cảm thấy quá đau buồn khi nói về vấn đề này; một số phụ nữ vượt qua nỗi buồn này sau vài tuần và bắt đầu lên kế hoạch cho lần mang thai tiếp theo; nếu sẩy thai trong 3 tháng giữa của thai kỳ (tuần 14 đến tuần 26); ra máu âm đạo lượng ít tương đối phổ biến trong quý i của thai kì (12 tuần đầu) và không có nghĩa là sản phụ bị sẩy thai; sảy thai là thai bị mất trước tuần thứ 20; sẩy thai muộn; thai ngoài tử cung cũng có thể bị sẩy tự nhiên khoảng tuần thứ sáu đến thứ tám của thai kỳ; thông thường sẽ không liên quan đến những lần mang thai sau và cũng không đồng nghĩa là nhiễm sắc thể của bố hoặc mẹ có bất thường; tâm lý của người chồng cũng có thể bị ảnh hưởng; điều quan trọng nhất cần nhớ là đa số các trường hợp sẩy chỉ xảy ra 1 lần duy nhất và sau đó là các thai kỳ khỏe mạnh; lựa chọn phụ thuộc vào tuổi thai và các yếu tố khác; cần thời gian phục hồi thể chất lẫn tinh thần; nhiều bậc cha mẹ thấy thời gian phục hồi tinh thần dài hơn nhiều; có thể tìm ra đầu mối nhưng không thể tìm ra câu trả lời chính xác hoàn toàn; những triệu chứng này thường xuất hiện khoảng từ tuần thứ 5 đến tuần thứ 14 của thai kì,bổ sung vitamin tổng hợp; chăm sóc các vấn đề sức khỏe hiện có; giữ cân nặng lý tưởng trước khi mang thai; hạn chế caffeine; hạn chế thói quen/lối sống nguy hiểm; khám thai định kỳ; khám tiền sản; không hút thuốc trong quá trình mang thai; không uống rượu hoặc sử dụng ma túy khi mang thai; tránh những thức ăn không tốt cho sản phụ và gây hại cho thai nhi,cách tốt nhất bảo đảm sức khỏe của sản phụ và thai nhi là giảm cân trước khi có thai; cần liên hệ với bác sĩ để được tư vấn về cách giảm cân hoặc sản phụ có thể gặp chuyên gia dinh dưỡng; cần đảm bảo một thể chất và tinh thần tốt cho lần mang thai tiếp theo; mặc dù không thể ngăn ngừa sẩy thai nhưng có cách để làm giảm nguy cơ; những loại thuốc an toàn trong khi mang thai luôn luôn phải hỏi bác sĩ hoặc dược sĩ trước khi sử dụng; những lời khuyên và sự hỗ trợ luôn cần thiết trong thời điểm khó khăn này; nếu sản phụ không tập thể dục trước khi có thai nên tham vấn ý kiến bác sĩ hoặc nữ hộ sinh trước khi bắt đầu chế độ tập thể dục khi mang thai; nếu sản phụ muốn có thai trở lại thì cần phải tham khảo ý kiến bác sĩ; sản phụ có thể sử dụng ngay biện pháp tránh thai nếu chưa muốn có thai; sản phụ có thể tìm sự hỗ trợ tư vấn về sẩy thai; sản phụ có thể tự kiểm tra bmi của mình bằng bảng tính cân nặng và chiều cao; sản phụ cần trao đổi về cảm xúc của cả hai một cách cởi mở; sản phụ cần tránh quan hệ tình dục cho đến khi hết những triệu chứng của sẩy thai; tăng nguy cơ sẩy thai không liên quan đến: công việc ngồi hoặc đứng lâu trong quá trình mang thai; tăng nguy cơ sẩy thai không liên quan đến: căng thẳng trong quá trình mang thai; tăng nguy cơ sẩy thai không liên quan đến: quan hệ tình dục trong quá trình mang thai; tăng nguy cơ sẩy thai không liên quan đến: shock hoặc hoảng sợ; tăng nguy cơ sẩy thai không liên quan đến: tập thể dục – phải hỏi bác sĩ về loại bài tập và thời gian tập thích hợp trong quá trình mang thai; tăng nguy cơ sẩy thai không liên quan đến: ăn thức ăn có gia vị; tăng nguy cơ sẩy thai không liên quan đến: đi máy bay; ăn uống lành mạnh và hoạt động thể lực như đi bộ hay bơi lội rất tốt cho phụ nữ mang thai; nên tái khám vài tuần sau sẩy thai; chồng/bạn tình có thể cảm thấy cần mạnh mẽ và không bộc lộ sự tiếc thương của mình; bạn có thể rụng trứng và mang thai lại sau khi sẩy thai 2 tuần; phụ nữ sau 3 lần sẩy thai nên đi khám toàn diện; kết quả xét nghiệm di truyền sẽ cho biết các lựa chọn,buồn bã; cảm thấy tổn thương suốt một thời gian dài; cảm thấy tội lỗi; giận dữ; lo lắng; người phụ nữ phải trải qua những tổn thương cả về thể xác lẫn tinh thần nặng nề; sảy thai liên tiếp 3 lần trở lên trong tam cá nguyệt đầu tiên; sốc; tác động tâm lý sâu sắc không chỉ đối với sản phụ mà còn đối với gia đình và người thân; tâm lý bị ảnh hưởng ngay sau khi sẩy thai; tâm lý bị ảnh hưởng vài tuần sau khi sẩy thai; tổn thương các mối quan hệ; u xơ tử cung: khối u cơ phát triển lành tính trong tử cung; bất thường hình dạng tử cung; trầm cảm; huyết khối; thay đổi cách bám của nhau thai; suy giảm lượng máu đến thai
Nguy cơ của đa thai,topic,['74'],,,,,,,,,,,sinh non; tiền sản giật; các vấn đề về sự phát triển của bào thai; tiểu đường thai kỳ
Ối vỡ non trên thai non tháng,disease,['202'],,đau bụng; sốt; đau lưng; ra huyết âm đạo; nước ào ra; cảm giác ẩm ướt; lượng nước chảy ra thay đổi từ rỉ giọt đến ào ra; các triệu chứng giống cúm (cảm thấy nóng và ớn lạnh); dịch chảy ra xanh hoặc có mùi; gò tử cung từng cơn,sử dụng kháng sinh để giảm nguy cơ nhiễm trùng tiến triển; khám trong là biện pháp tốt nhất để chẩn đoán ối vỡ non trên thai non tháng; bác sĩ sẽ đánh giá chất dịch chảy ra có phải là nước ối hay không; kiểm tra lại chất dịch bằng que bông gòn có thể giúp xác định nước ối đã bị vỡ hay chưa nếu kiểm tra bằng mỏ vịt vẫn chưa rõ ràng; có thể dùng siêu âm để xác định lượng nước ối; điều trị một đợt kháng sinh dự phòng để giảm nguy cơ nhiễm trùng tử cung và ảnh hưởng đến cả mẹ và thai; thuốc kháng sinh cũng hữu ích trong việc trì hoãn quá trình chuyển dạ của thai phụ; một đợt tiêm steroid (corticosteroid) để hỗ trợ phổi thai nhi và giảm nguy cơ mắc các biến chứng sau sinh non; kháng sinh đường tĩnh mạch (nếu sản phụ đang chuyển dạ sinh non) để giảm nguy cơ nhiễm trùng streptococcus nhóm B (gbs) khởi phát sớm; sử dụng kháng sinh để giảm nguy cơ nhiễm trùng tiến triển,các vấn đề về bánh nhau; các nguyên nhân khác,,ối vỡ non trên thai non tháng là ối vỡ trước 37 tuần nhưng thai phụ vẫn chưa chuyển dạ.; ối vỡ non trên thai non tháng là ối vỡ trước 37 tuần nhưng thai phụ vẫn chưa chuyển dạ.,Ối vỡ non trên thai non tháng (pprom),từ đó giúp thai kỳ tiếp tục an toàn; việc bù lại lượng nước ối đã mất hay bịt lại lỗ hổng trên màng ối là điều không khả thi; bạn có thể tiếp tục chảy dịch trong suốt thời gian còn lại của thai kỳ vì nước ối vẫn tiếp tục được tạo ra; điều này làm ảnh hưởng xấu đến sức khỏe mẹ và con.,,bạn nên đi khám bác sĩ để trao đổi thông tin sức khỏe và tình trạng của mình nếu ối vỡ trước tuần 24; nếu bạn khỏe mạnh không có dấu hiệu nhiễm trùng và thai nhi phát triển tốt trong tử cung (tử cung) thì ưu tiên tiếp tục kéo dài thai kỳ đến 37 tuần; nên mang một miếng lót chứ không phải là băng vệ sinh; bạn sẽ kể lại tất cả những triệu chứng cho bác sĩ; cụ thể các triệu chứng bất thường từ lúc mang thai cho đến hiện tại; liệu có bất kỳ yếu tố nguy cơ nào của pprom hoặc sinh non hay không; nếu điều này đã xảy ra ở thai kỳ trước thì nhiều khả năng sẽ xảy ra lần nữa ở lần mang thai này; kiểm tra nhịp tim thai; bạn sẽ được khuyên nên nhập viện vài ngày sau khi ối vỡ để theo dõi tình trạng của cả mẹ và em bé; bạn nên tới bác sĩ để khám định kỳ (thường là 1 - 2 lần/tuần).; bạn sẽ được xét nghiệm công thức máu để tìm các dấu hiệu nhiễm trùng.; bác sĩ sản sẽ thảo luận và lập một kế hoạch liên tục cho thai kỳ.; ối vỡ non trên thai non tháng có thể gây căng thẳng cho thai phụ và gia đình. họ nên được hỗ trợ về mặt tinh thần trong thời gian mang thai và sau khi sinh con.; việc tiếp tục thai kỳ sẽ làm giảm nguy cơ liên quan đến sinh non cho thai nhi; bác sĩ nên thảo luận về thời gian sinh tùy thuộc vào hoàn cảnh và điều kiện cá nhân; bạn sẽ có cơ hội để hỏi và trao đổi về thai kỳ và chuẩn bị cho việc sinh em bé; bạn sẽ được tư vấn và chăm sóc bởi các bác sĩ; họ sẽ trao đổi với bạn về kế hoạch mang thai tùy thuộc vào tình trạng cá nhân của bạn; bạn cũng sẽ được làm một số kiểm tra sức khỏe tổng quát; cả mẹ và thai nhi sẽ được theo dõi chặt chẽ các dấu hiệu nhiễm trùng.; nhịp tim thai cũng sẽ được theo dõi thường xuyên.; bạn sẽ được khuyên nên nhập viện vài ngày sau khi ối vỡ.; liên hệ với bác sĩ và quay lại bệnh viện ngay lập tức nếu bạn gặp bất kỳ dấu hiệu nào.; bạn sẽ được tư vấn và chăm sóc bởi các bác sĩ. họ sẽ trao đổi với bạn về kế hoạch mang thai tùy thuộc vào tình trạng cá nhân của bạn.; ưu tiên tiếp tục kéo dài thai kỳ đến 37 tuần nếu bạn khỏe mạnh không có dấu hiệu nhiễm trùng và thai nhi phát triển tốt trong tử cung,nhiễm trùng; sinh non; tử vong ở thai nhi; ảnh hưởng xấu đến sức khỏe mẹ và con; các biến chứng sơ sinh; các biến chứng khác; nhiễm trùng; sinh non; các biến chứng khác xuất hiện
U nang buồng trứng,disease,['118'],,không triệu chứng; đau âm ỉ bụng; đau nhói bụng; đau khi vận động; đau do xoắn buồng trứng,bóc u nang giữ lại buồng trứng; cắt bỏ một/both buồng trứng,,,,,chẩn đoán: phát hiện qua khám phụ khoa định kỳ.; có thể có một hoặc nhiều u nang; phần lớn u nang lành tính và tự biến mất; chỉ định thường được xác định trong khi mổ,,cần can thiệp khi u nang xuất huyết hoặc vỡ,một số có thể gây biến chứng cần điều trị; xoắn buồng trứng; u nang xuất huyết; u nang vỡ; biến chứng nặng
Khô âm đạo,disease,['254'],,,,,,khô âm đạo là tình trạng niêm mạc âm đạo trở nên mỏng hơn và mất đi độ ẩm tự nhiên,,,,,
Estrogen,topic,['91'],,kích thích phát triển niêm mạc tử cung,,nội tiết tố nữ sản xuất trong buồng trứng,,,,,,,
Thể dị bội,subtopic,['10'],,,,,,thể dị bội là tình trạng bị thiếu hoặc thừa nst. khi tuổi mẹ càng cao thì nguy cơ sinh ra trẻ bị thể dị bội càng tăng,,thể tam nhiễm là thể dị bội thường gặp nhất. những người mang thể tam nhiễm sẽ bị thừa 1 nst.; thể tam nhiễm thường gặp nhất là thừa một nhiễm sắc thể số 21 (hội chứng down).; những thể dị bội phổ biến khác gồm thừa 1 nst số 13 (hội chứng patau) và thừa nhiễm sắc thể số 18 (hội chứng edwards).,,,thể tam nhiễm thường gặp nhất là thừa một nhiễm sắc thể số 21 (hội chứng down).; những thể dị bội phổ biến khác gồm thừa 1 nst số 13 (hội chứng patau) và thừa nhiễm sắc thể số 18 (hội chứng edwards).
Tư vấn di truyền,topic,['10'],chuyên gia di truyền sẽ đánh giá xem con bạn có nguy cơ bị các rối loạn di truyền hoặc các dị tật bẩm sinh hay không; bạn cũng sẽ được tư vấn về những vấn đề liên quan đến thai nhi đồng thời được nghe những hướng xử trí nếu thai nhi có vấn đề về di truyền hay dị tật bẩm sinh,,,,,,,,,bạn cũng sẽ được tư vấn về những vấn đề liên quan đến thai nhi đồng thời được nghe những hướng xử trí nếu thai nhi có vấn đề về di truyền hay dị tật bẩm sinh,
Sức khỏe răng miệng và sức khỏe toàn thân,topic,['151'],,,,,,,,,,luôn lưu ý sức khỏe răng miệng và thông tin cho nha sĩ,gây hại cho mẹ và bé
