entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Thuỷ đậu,disease,"['256', '61']",,khó thở; đau ngực; đau đầu; nôn ói; mệt nhiều; ra huyết âm đạo; bóng nước chảy máu; nổi quá nhiều bóng nước; mệt mỏi nhiều,,virus; virus herpes zoster; nhiễm virus từ người đang mắc bệnh,,thuỷ đậu (trái rạ) là bệnh do virus herpes zoster,,thời gian ủ bệnh: 10 ngày – 3 tuần; người bệnh có thể truyền virus từ 2 ngày trước khi nổi bóng nước cho đến khi bóng nước đóng vảy,tiêm ngừa thuỷ đậu có vai trò quan trọng trong phòng bệnh khi mang thai,phụ nữ mắc thuỷ đậu nên tránh tiếp xúc với thai phụ khác hoặc những người đang mong muốn có thai,viêm phổi; viêm gan
Siêu âm ngã âm đạo,topic,['39'],,đau bụng; chảy máu,,,,,,nhiều phụ nữ sẽ được chỉ định siêu âm ngã âm đạo vào quý i thai kỳ; sản phụ nằm tư thế sản khoa; không đau nhưng hơi khó chịu; quá trình 30–60 phút,,nếu có bất thường → cần làm thêm xét nghiệm; thường một lần trong quý i. có thể lặp lại nếu bác sĩ nghi ngờ vấn đề sức khỏe thai nhi,nguy cơ sinh non
HIV,subdisease,"['38', '249', '44', '67', '105']",nếu kết quả hiv âm tính: không nhiễm bệnh; thời điểm xét nghiệm hiv: nên làm ngay trong lần khám thai đầu tiên; xét nghiệm hiv,triệu chứng giống cúm trong giai đoạn đầu,điều trị HIV khi mang thai có 2 mục đích: bảo vệ sức khỏe mẹ và giảm nguy cơ lây sang con. điều trị thường dùng nhiều thuốc phối hợp (phác đồ).; thuốc chống viêm được chỉ định trong sinh mổ; điều trị bằng thuốc arv và biện pháp y tế; có thể giảm xuống ~1% nếu điều trị; dùng thuốc đặc trị HIV; sinh mổ; con sẽ dùng thuốc đặc trị trong 6 tuần,virus suy giảm miễn dịch ở người (hiv); quan hệ tình dục; dùng chung kim tiêm; mẹ truyền sang con khi mang thai hoặc cho con bú; nhiều phụ nữ nhiễm hiv nhưng không biết,,HIV (vi rút suy giảm miễn dịch ở người) là loại vi rút gây hội chứng suy giảm miễn dịch mắc phải (aids).; tải lượng vi rút là lượng vi rút có trong cơ thể; hiện chưa có vắc-xin hay thuốc chữa khỏi hiv/aids.,,người bệnh có thể không biết mình nhiễm cho đến khi phát bệnh nếu không xét nghiệm; cần theo dõi tải lượng vi rút và số lượng cd4; tải lượng cao và cd4 thấp → nguy cơ lây truyền mẹ–con và nguy cơ bệnh cao; virus tấn công và phá hủy tế bào cd4 của hệ miễn dịch khiến cơ thể suy giảm khả năng chống bệnh; HIV không lây qua tiếp xúc thông thường hay da lành; giúp giảm nguy cơ lây truyền từ 25% xuống còn ~1%; điều trị giảm nguy cơ lây truyền từ 25% xuống ~1%; tuy nhiên cần lưu ý giai đoạn cửa sổ (4–8 tuần sau phơi nhiễm mới cho kết quả dương tính),hiện không có vaccine chống hiv.; dùng thuốc chống HIV trong thai kỳ; sinh mổ nếu tải lượng HIV cao; dùng thuốc khi chuyển dạ và sau sinh; cho bé uống thuốc sau sinh; không cho bé bú; dùng bao cao su ngay cả khi mang thai để tránh nhiễm thêm bệnh lây truyền qua đường tình dục; sử dụng bao cao su đúng cách trong quan hệ tình dục; không dùng chung kim tiêm; xét nghiệm HIV cho bạn tình; cai nghiện ma túy; bao cao su phải được sử dụng mỗi lần quan hệ để giảm nguy cơ lây hiv.; bao cao su từ da tự nhiên hoặc da cừu không bảo vệ được.; bao cao su latex/polyurethane hiệu quả nhất.,xét nghiệm là một phần quan trọng trong chăm sóc tiền sản; những người được trung tâm y tế cho rằng có nguy cơ mắc bệnh cao cũng nên được tư vấn; dùng thuốc đặc trị HIV và sinh mổ có thể được khuyến nghị; phụ nữ nhiễm hiv không nên cho con bú; có thể được xét nghiệm nhanh khi chuyển dạ nếu chưa xét nghiệm trước đó,thời gian từ khi nhiễm HIV đến khi biểu hiện aids có thể kéo dài nhiều tháng đến nhiều năm; 99% mẹ HIV không truyền bệnh cho con; nguy cơ lây truyền mẹ–con; nguy cơ bệnh cao; hệ miễn dịch yếu; dễ viêm nhiễm sau phẫu thuật; vết mổ lâu lành; lây sang con; tiến triển thành aids khi cd4 giảm thấp hoặc có nhiễm trùng cơ hội; lây cho con; lây truyền từ mẹ sang con; lây truyền khi mang thai; lây truyền khi sinh nở; lây truyền khi cho bú; em bé có thể nhiễm hiv qua sữa mẹ
Trisomy 13,disease,['10'],,các vấn đề nghiêm trọng với não; các vấn đề nghiêm trọng với tim; ngón tay thừa; ngón chân thừa; hở vòm miệng; hở môi,,,,,,,,,hầu hết trẻ sơ sinh bị trisomy 13 chết trong năm đầu tiên của cuộc đời
Huyết áp cao,topic,"['74', '54']",,,,,,,,,,,những nguy cơ bao gồm các vấn đề về nhau thai; sự phát triển của bào thai bị ảnh hưởng
Ra máu âm đạo,topic,['79'],xét nghiệm nhóm máu rh nếu có bất đồng; siêu âm có thể được dùng để tìm nguyên nhân,ra ít chất nhầy lẫn máu (chất nhầy hồng âm đạo),điều trị nội khoa,viêm cổ tử cung; lộ tuyến cổ tử cung; ra máu có thể do nhiều nguyên nhân; quan hệ tình dục; viêm cổ tử cung; rau bong non; rau tiền đạo; chuyển dạ sinh non,,,,ra máu có thể xảy ra sớm hoặc muộn; không phải trường hợp nào cũng nghiêm trọng; thường ra máu nhẹ tự cầm; bình thường nếu trong vòng 3 tuần quanh ngày sinh,,,nguy cơ sinh non; nguy cơ sẩy thai
Công việc,topic,['31'],hiệp hội sản phụ khoa hoàng gia anh cung cấp thông tin hướng dẫn đối với các công việc trong thời kỳ mang thai,,,,,,,,,không có bằng chứng phải giảm dưới 40h; có thể nhờ hỗ trợ từ đồng nghiệp nữ và diễn đàn y khoa; thực tập sinh thường nghỉ ca đêm vào cuối thai kỳ trước khi nghỉ thai sản; có thể điều chỉnh trực đêm sang ban ngày; tìm hiểu thêm: quyền lợi và trách nhiệm; nghỉ thai sản và lương; hướng dẫn trở lại làm việc sau sinh,công việc ca trực gây căng thẳng khi mang thai
Rubella,disease,['44'],xét nghiệm Rubella (Sởi Đức): nếu nhiễm trong thai kỳ có thể gây dị tật bẩm sinh,,,,,,,xét nghiệm máu cho biết mẹ có miễn dịch không,tiêm vaccine sau sinh,nên tránh tiếp xúc nguồn bệnh,dị tật bẩm sinh
Polyp cổ tử cung,disease,['11'],,chảy máu sau mãn kinh; chảy máu kinh nguyệt nhiều hơn bình thường; chảy máu sau khi quan hệ; chảy máu giữa các chu kỳ kinh; dịch âm đạo có thể có mùi hôi do nhiễm trùng; chảy máu; co thắt nhẹ,lấy một mẫu mô (sinh thiết) và gửi chúng đi làm xét nghiệm giải phẫu bệnh để chắc chắn rằng đây không phải là polyp ác tính; xoắn đứt nhẹ nhàng khối u bằng kẹp polyp (polyp foceps); thủ thuật cắt bỏ tại phòng mổ với gây tê tại chỗ hoặc gây mê toàn thân,nhiễm trùng cổ tử cung; viêm mạn tính; đáp ứng bất thường với nồng độ hormone estrogen; tắc nghẽn mạch máu gần cổ tử cung,,polyp cổ tử cung là những khối phát triển trên kênh cổ tử cung – chỗ nối giữa tử cung với âm đạo.,,kích thước của họ có thể từ vài mm đến vài cm.; hầu hết các polyp cổ tử cung là lành tính (không phải ung thư).; khoảng 2/3 số trường hợp polyp cổ tử cung không có triệu chứng; các bác sĩ thường phát hiện polyp trong khi làm xét nghiệm phết tế bào cổ tử cung (pap test) hoặc các thủ thuật khác,khám phụ khoa và làm xét nghiệm pap smear định kỳ sẽ có thể giúp bạn phát hiện sớm và điều trị các polyp này trước khi chúng gây ra các triệu chứng,sử dụng các thuốc như acetaminophen và ibuprofen giảm đau,
Động kinh,disease,['75'],,,,không có nguyên nhân rõ ràng; một người có hai hay nhiều cơn co giật mà không có nguyên nhân rõ ràng,,động kinh là một loại của rối loạn co giật,,,,,
Thuốc an toàn,topic,['58'],,,,,,,,một số ít thuốc kê đơn và không kê đơn được coi là an toàn,,nên dùng vitamin trước sinh an toàn theo hướng dẫn bác sĩ,
Bệnh xơ nang,disease,['80'],,khó thở; cơ thể sản xuất dịch nhầy đặc; gây cản trở hoạt động phổi; nhiễm khuẩn; ảnh hưởng tiêu hóa; giảm hấp thu thức ăn,,,,,,,,,
Du lịch,topic,['66'],,buồn nôn; nôn mửa nhiều,,nhiễm norovirus,,,,một số hãng hàng không nội địa hạn chế phụ nữ mang thai đi lại bằng máy bay trong tháng cuối của thai kỳ hoặc yêu cầu phải có giấy chứng nhận y tế; một số hãng khác không khuyến khích bay đối với phụ nữ mang thai trên 36 tuần; bệnh này rất dễ lây và có thể lây lan nhanh chóng trên khắp cả tàu du lịch,,cố gắng hạn chế lái xe không quá 5 hoặc 6 giờ mỗi ngày; có kế hoạch dừng xe thường xuyên để cử động và duỗi thẳng chân; lưu ý khi đi máy bay; những vòng băng này hoạt động trên nguyên tắc bấm huyệt để giúp phòng tránh rối loạn dạ dày; loại nước an toàn nhất để uống là nước máy đã được đun sôi trong 1 phút (3 phút nếu ở độ cao hơn 1829m); đồ uống có ga và đồ uống chế biến từ nước đun sôi là loại nước an toàn để uống; không cho nước đá làm từ nước chưa đun sôi vào nước uống của bạn; không uống từ cốc được rửa bằng nước chưa đun sôi; một lời khuyên nữa cho bạn là có thể đăng ký với đại sứ quán hoặc lãnh sự quán của bạn tại nơi đó sau khi bạn đến nơi; các cơ quan này có thể hữu ích nếu bạn cần phải về nước ngay trong trường hợp khẩn cấp,
Địa y simplex chronicus,disease,['101'],,mảng da dày; có vảy; ngứa dữ dội,kem steroid; điều trị nguyên nhân; ngăn vòng ngứa-gãi,viêm da tiếp xúc; rối loạn da mạn tính,,,,,,,
Tim bẩm sinh,topic,['47'],,,,các buồng tim hoặc đường dẫn máu phát triển bất thường,,,,,,,
Viêm gan B cấp tính,subdisease,['27'],,mệt mỏi; chán ăn; buồn nôn; vàng da; đau dạ dày; đau cơ khớp; ăn không ngon; đau bụng,,nhiễm vi-rút,,,,phần lớn tự khỏi và tạo miễn dịch,,,90% nguy cơ truyền cho con; trẻ sơ sinh dễ thành người mang mầm bệnh suốt đời
