entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Vàng da sơ sinh,disease,['209'],,da bị vàng; kết mạc mắt bị vàng,,tăng nồng độ bilirubin trong máu; tình trạng tăng nồng độ bilirubin máu; sự ly giải sinh lý của hồng cầu; gan của trẻ không đủ khả năng loại bỏ bilirubin ra khỏi dòng máu,,,,vàng da có thể xuất hiện trong vòng 2 đến 3 ngày sau sinh; vàng da được quan sát dễ dàng nhất dưới ánh sáng tự nhiên và có thể khó nhận biết hơn ở những bé có da tối màu; bilirubin là một chất được hình thành bởi sự ly giải sinh lý của hồng cầu. chúng được chuyển hóa và đào thải nhờ gan.,,,
Progesterone,topic,[],có tác dụng ngăn ngừa sinh non chỉ khi cổ tử cung ngắn và mang đơn thai; ngăn ngừa sinh non nếu sản phụ đã có 1 lần sinh non đơn thai tự phát (tự phát nghĩa là tự chuyển dạ mà không cần dùng thuốc hay các phương pháp khác hoặc là ối vỡ sớm gây chuyển dạ) và mang đơn thai,khó chịu ở chỗ tiêm,progesterone đặt âm đạo làm giảm nguy cơ sinh non trong trường hợp đơn thai có cổ tử cung ngắn; progesterone tiêm làm giảm nguy cơ sinh non trong trường hợp đơn thai có tiền sử sinh non; điều trị với progesterone có thể dự phòng sinh non cho một số sản phụ nhất định; progesterone đặt âm đạo có tác dụng ngăn ngừa sinh non chỉ khi cổ tử cung ngắn và mang đơn thai; bắt đầu từ tuần 16 đến tuần 24 và 1 tuần 1 lần cho đến tuần 27,,Progesterone đặt âm đạo; Progesterone tiêm,,,progesterone là một hormone được cơ thể tạo ra; progesterone đóng vai trò rất quan trọng trong suốt thai kỳ; ngoài ra còn giúp phổi hoạt động tốt hơn để cung cấp nhiều oxy hơn cho sự phát triển của thai; sản phụ có thể sử dụng một dụng cụ như một chiếc tăm bông để đẩy progresterone vào trong âm đạo; thời gian bắt đầu điều trị từ tuần thai thứ 24 và cứ tiếp tục cho đến tuần 37; progesterone đặt âm đạo không phải lúc nào cũng có hiệu quả trong ngăn ngừa sinh non; progesterone đặt âm đạo không có tác dụng phụ cho cả sản phụ và thai nhi; không phải lúc nào progesterone tiêm cũng hiệu quả trong ngừa sinh non; 17 alpha - hydroxyprogesterone caproate (còn được gọi là 17p),,cần trao đổi với bác sĩ để biết được progesterone có thể giúp giảm nguy cơ sinh non của bạn hay không; sản phụ cần trao đổi với bác sĩ để hiểu rõ hơn nếu điều trị progesterone có hiệu quả với sản phụ; trao đổi với bác sĩ để hiểu rõ hơn nếu cần điều trị progesterone; trao đổi với bác sĩ về sự an toàn và tác dụng phụ của progesterone tiêm,nếu cơn co tử cung xảy ra trong giai đoạn đầu của thai kỳ có thể dẫn đến sẩy thai (là tình trạng thai chết trong tử cung trước 20 tuần); progesterone đặt âm đạo không có tác dụng phụ cho cả sản phụ và thai nhi
Gây tê tủy sống – ngoài màng cứng kết hợp,topic,[],,,,,,gây tê tuỷ sống – ngoài màng cứng kết hợp là một hình thức khác của gây tê vùng. hình thức gây tê này có lợi ích của cả gây tê tuỷ sống và gây tê ngoài màng cứng.,,,,,
Herpes,subdisease,['115'],,vết loét xuất hiện sau đó và tự lành trong 3–7 ngày,,virus; xét nghiệm máu giúp xác định nhiễm mới hoặc tái phát,,,,virus có thể lây ngay cả khi không có vết loét nhìn thấy; tái phát thường ít nghiêm trọng hơn lần đầu,tránh quan hệ khi có loét hoặc triệu chứng báo hiệu. sử dụng bao cao su giúp giảm nguy cơ nhưng không hoàn toàn bảo vệ vì loét có thể ở ngoài vùng che phủ.,,nguy cơ truyền cho trẻ cao (30–60%)
Cảm nhận cử động thai nhi,topic,[],,,,,,,,một số người khác có thể cảm nhận được những vận động của con bạn khi nó “đạp”; những vận động đó sẽ giúp bé luyện tập chuẩn bị cho cuộc sống bên ngoài tử cung,,,
Indomethacin,subtopic,[],,buồn nôn; nôn; chóng mặt; xuất huyết âm đạo; ợ nóng,,,,,,,,,vàng da; viêm ruột hoại tử (nec); xuất huyết trong não; xuất huyết trong tim; còn ống động mạch (pda – bệnh tim bẩm sinh phổ biến ở trẻ sinh non tháng); tăng áp lực phổi; thiểu ối là tình trạng sản phụ có quá ít nước ối; nước ối là dịch bao quanh thai nhi trong tử cung; viêm dạ dày
Xét nghiệm giang mai,topic,[],phát hiện sớm,,có thể điều trị,,,,,,dự phòng giang mai bẩm sinh,,
Song thai bất tương xứng,subtopic,['78'],,,,hội chứng truyền máu song thai (tmst),,,,,,,biến chứng trong thai kỳ; biến chứng sau sinh
Lập kế hoạch,topic,[],có thể kiểm tra chỉ số BMI trước khi mang thai,,,lo âu; những chất này có thể ảnh hưởng đến khả năng sinh sản và sức khỏe của trẻ; buồn bã; căng thẳng kéo dài; hút thuốc trong thai kỳ; khói thuốc lá thụ động,,,,,tiêm phòng vaccine trước hoặc trong thai kỳ theo khuyến cáo; tiêm chủng rubella; tiêm chủng thủy đậu; tiêm chủng viêm gan B,chăm sóc sức khỏe tiền thai kỳ giúp bé có thể chào đời khỏe mạnh; bắt đầu bằng việc lên kế hoạch và hành động; thực hiện các bước để đạt mục tiêu có thai và sinh em bé khỏe mạnh; đi khám bác sĩ sản khoa để được tư vấn chăm sóc sức khỏe tiền thai kỳ; hãy liệt kê câu hỏi và vấn đề cần trao đổi để không bỏ sót khi gặp bác sĩ; cần điều chỉnh trước khi mang thai; tiêm chủng đúng thời điểm giúp mẹ có thai kỳ khỏe mạnh và bảo vệ em bé suốt đời; duy trì cân nặng hợp lý trước khi mang thai; tạo lối sống ăn uống lành mạnh và tập thể dục thường xuyên; chia sẻ thông tin tiền sử gia đình với bác sĩ để phòng ngừa rủi ro cho con; chú ý đến sức khỏe tinh thần; tìm sự hỗ trợ từ bác sĩ hoặc chuyên gia tâm lý; duy trì thói quen lành mạnh; khám thai định kỳ để được hỗ trợ chăm sóc trong suốt thai kỳ; phụ nữ có khả năng mang thai nên bổ sung 400 microgram axit folic mỗi ngày trước khi mang thai và trong 12 tuần đầu thai kỳ để giảm nguy cơ dị tật ống thần kinh; hãy yêu cầu bác sĩ kê đơn bổ sung liều cao khi cần; không nên uống rượu khi mang thai; không có mức độ an toàn nào cho rượu trong thai kỳ; nên tham khảo ý kiến nữ hộ sinh hoặc bác sĩ; một số loại thuốc cần đổi sang thuốc an toàn hơn trước khi mang thai; không tự ý ngưng thuốc mà không hỏi ý kiến bác sĩ; kiểm tra và cập nhật tiêm chủng trước khi mang thai; nên xét nghiệm sàng lọc trước khi mang thai; nên tham khảo tư vấn di truyền trước khi mang thai,một số thuốc có thể gây dị tật bẩm sinh; ảnh hưởng đến cuộc sống; nhẹ cân; sinh non; các biến chứng khác; tăng nguy cơ sẩy thai; có hại cho thai nhi; khó khăn khi mang thai; giảm hiệu quả điều trị khả năng sinh sản; tăng nguy cơ tăng huyết áp; tăng nguy cơ huyết khối; tăng nguy cơ đái tháo đường thai kỳ
Soi cổ tử cung,topic,['43'],,sốt; chảy máu; ớn lạnh; mụn cóc sinh dục; viêm cổ tử cung; polyp lành tính; cơn đau; ra ít máu âm đạo; đau 1–2 ngày; ra máu hoặc dịch âm đạo có màu đen vài ngày; chảy máu âm đạo nhiều (hơn 1 băng/giờ); đau bụng dưới nặng,,,,,,có thể được làm nhiều lần hoặc để kiểm tra kết quả điều trị; dung dịch dịu nhẹ được bôi vào cổ tử cung giúp quan sát rõ hơn,,không quan hệ tình dục; hạn chế hoạt động; không dùng tampon; không thụt rửa cho đến khi lành thương,
xuất hiện mạch máu hình mạng nhện ở cổ,symptom,[],,Ba tháng đầu,,,,,,,,,
Phương pháp theo dõi dịch nhầy cổ tử cung,subtopic,[],,giai đoạn khô; dịch nhầy dính; dịch nhầy ướt; dịch nhầy trơn,,,,,,ngày cuối dịch ướt (ngày đỉnh) thường trùng với rụng trứng,,,
Song thai cùng trứng,subtopic,['78'],,,,,,một trứng đã thụ tinh phân đôi thành hai phôi,,,,,
Triệt sản ống dẫn trứng,subtopic,[],,,,,,triệt sản ống dẫn trứng là các thủ thuật dành cho phụ nữ nhằm đóng kín ống dẫn trứng. ngăn cản trứng di chuyển xuống tử cung và ngăn tinh trùng gặp trứng.,,,,,
Tăng huyết áp,disease,"['55', '54']",theo dõi huyết áp thường xuyên; có thể tự đo tại nhà; siêu âm theo dõi thai,,nếu nhẹ có thể không cần thuốc hoặc giảm liều; nếu nặng cần dùng thuốc hạ áp trong thai kỳ,,,tăng huyết áp mạn tính là tình trạng tăng huyết áp được chẩn đoán trước khi mang thai hay trước tuần lễ thứ 20 của thai kỳ hoặc kéo dài đến hơn 12 tuần sau sinh,,huyết áp cao xuất hiện sau 20 tuần; tăng huyết áp đang là một vấn đề đáng quan tâm khi mang thai; tăng huyết áp xuất hiện khi mang thai có thể là một dấu hiệu của tiền sản giật; mặc dù tăng huyết áp thai kỳ và tiền sản giật có thể liên quan với nhau nhưng chúng vẫn có sự khác biệt; bạn có thể bị tăng huyết áp mãn tính nhưng vẫn có thể sinh ra những em bé khỏe mạnh,,nên đến gặp bác sĩ trước khi mang thai để kiểm tra huyết áp của bạn có đang được kiểm soát tốt; xem xét các loại thuốc hạ áp đang sử dụng vì một số loại thuốc hạ áp không an toàn trong thai kỳ và có thể ảnh hưởng không tốt cho thai nhi; tập thể dục đều đặn; cần theo dõi sát tại trung tâm chẩn đoán trước sinh và đơn vị sơ sinh; có sự chăm sóc đặc biệt cho trẻ sau sinh; chăm sóc sức khỏe mẹ chính là chăm sóc sức khỏe thai nhi tốt nhất; dùng thuốc hạ áp theo chỉ định; khám thai đầy đủ; nghỉ ngơi theo chỉ định nếu có tiền sản giật; theo dõi cân nặng và tránh tăng cân quá nhiều,sinh non; nhau bong non; thai chậm phát triển; đột quỵ; tiền sản giật; thường biến mất sau sinh nhưng làm tăng nguy cơ cao huyết áp sau này; tăng áp lực cho tim; tăng áp lực cho thận; tăng nguy cơ tim mạch; tăng nguy cơ thận; tăng nguy cơ đột quỵ; nguy cơ mổ lấy thai cao hơn; suy tim tiến triển; mờ mắt; co giật; biến chứng gan; biến chứng thận; giảm biến chứng; tăng huyết áp mãn tính có khả năng gây ra những ảnh hưởng không tốt đối với sự phát triển của thai nhi
Thuốc tránh thai,subtopic,['13'],Điều trị bệnh lao; Điều trị nhiễm trùng da như nấm da bàn chân và nấm bẹn; Điều trị các triệu chứng của rối loạn giấc ngủ như chứng ngủ rũ và ngưng thở khi ngủ; Điều trị trầm cảm nhẹ đến trung bình và rối loạn giấc ngủ; Sử dụng cho các vấn đề tiêu hóa như táo bón nặng và hội chứng ruột kích thích; Ngăn không cho trứng phóng thích khỏi buồng trứng; Làm buồng trứng ngưng phóng thích trứng,buồn nôn; ra máu bất thường; rậm lông; mụn trứng cá; đau đầu; lo âu; tăng cân; căng ngực; rối loạn kinh; mất chu kỳ; trầm cảm; tăng cân; ít gây đau dạ dày; ít gây đau đầu; ra máu giữa kỳ; cảm giác đói; đau tức ngực; mệt mỏi; đau dạ dày; nôn; kinh nguyệt đến sớm; kinh nguyệt đến muộn,thuốc tránh thai kết hợp (estrogen + progestin); viên chỉ chứa progestin; liều 2 uống cách 12h,một số loại thuốc có thể làm giảm hiệu quả của hormone trong biện pháp tránh thai.; penicillin; amoxicillin; rifampin (rifadin); một số loại thuốc điều trị HIV có thể ảnh hưởng đến thuốc ngừa thai; darunavir (prezista); efavirenz (sustiva); lopinavir/ritonavir (kaletra); nevirapine (viramune); felbamate (felbatol); oxcarbazepine (trileptal); phenobarbital (luminal); primidone (mysoline); topiramate (topamax); modafinil (provigil) làm giảm hiệu quả của thuốc ngừa thai; griseofulvin được sử dụng để điều trị nhiễm trùng da như nấm da bàn chân và nấm bẹn; ketoconazole chủ yếu được sử dụng khi các loại thuốc chống nấm khác không có sẵn hoặc không có tác dụng; một số loại thuốc chống co giật làm tăng sự phân hủy hormone trong thuốc tránh thai; chứa hormon ngăn rụng trứng; thuốc điều trị HIV; rifampin; griseofulvin; một số thuốc chống co giật; griseofulvin (kháng sinh),Viên uống tránh thai kết hợp; Thuốc tiêm tránh thai,,,thuốc tránh thai hằng ngày: ảnh: thuốc tránh thai hằng ngày.; griseofulvin được sử dụng để điều trị nhiễm trùng da như nấm da bàn chân và nấm bẹn; ketoconazole chủ yếu được sử dụng khi các loại thuốc chống nấm khác không có sẵn hoặc không có tác dụng; thuốc ngừa thai sẽ không ảnh hưởng đến hiệu quả hoạt động của thuốc chống động co giật; có hai loại chính; thường giảm sau vài tháng; khiến tinh trùng khó xâm nhập và trứng khó bám; cần dùng ít nhất 1 tháng mới có tác dụng tránh thai đầy đủ; thành phần chính: levonorgestrel (chỉ chứa progestin); còn gọi là viên tránh thai sáng hôm sau; uống trong 72h có thể giảm nguy cơ có thai 75–89%; thấp hơn các biện pháp tránh thai thường xuyên; đau dạ dày (hết sau 2 ngày); nôn (cần uống lại nếu nôn trong 1h); ít gây mệt mỏi hơn viên phối hợp; kinh ngắn lại hoặc ngừng hẳn,,bạn cần phải tránh một số loại thuốc nếu muốn biện pháp tránh thai có chứa hormone hoạt động hiệu quả.; bạn không phải lo lắng khi dùng chung những loại thuốc kháng sinh thông thường với thuốc tránh thai.; nói chuyện với bác sĩ về loại thuốc tốt nhất bạn có thể dùng được; sử dụng một biện pháp tránh thai khác khi bạn đang sử dụng modafinil (provigil) và trong một tháng sau khi bạn ngừng sử dụng; một số loại thảo dược không nên kết hợp với thuốc tránh thai; những phụ nữ uống thuốc tránh thai và st. john’s wort đồng thời có tỷ lệ chảy máu đột ngột cao hơn và gia tăng sự phân hủy estrogen trong cơ thể của họ; các biện pháp thảo dược khác có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng st. john’s wort (cây ban âu) vì có thể làm tăng tỷ lệ chảy máu đột ngột và phân hủy estrogen; tránh sử dụng saw palmetto vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng cỏ linh lăng vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng thuốc tỏi vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; tránh sử dụng hạt lanh vì có thể ảnh hưởng đến hiệu quả hoạt động của thuốc tránh thai; nên uống mỗi ngày vào cùng thời điểm; thường ít gây tác dụng phụ hơn so với thuốc tránh thai phối hợp; phù hợp cho phụ nữ đang cho con bú vì không ảnh hưởng đến sữa; an toàn hơn ở phụ nữ trên 35 tuổi; an toàn hơn ở người hút thuốc; an toàn hơn ở người béo phì; an toàn hơn ở người tăng huyết áp; an toàn hơn ở người có tiền sử đông máu; khoảng 2–3/100 phụ nữ vẫn có thai mỗi năm dù dùng đúng cách. hiệu quả phụ thuộc vào việc uống đúng giờ hàng ngày. nếu uống trễ hơn 3 giờ cần uống bổ sung ngay và dùng thêm biện pháp dự phòng (bao cao su) trong 48 giờ.; không ngừa được các bệnh lây truyền qua đường tình dục (stis); uống mỗi ngày vào cùng giờ; hiệu quả cao nhất nếu dùng càng sớm càng tốt; nên trao đổi với bác sĩ về lựa chọn phù hợp; uống ngày đầu chu kỳ kinh; uống chủ nhật đầu tiên sau khi bắt đầu chu kỳ (cần biện pháp phụ trợ 7 ngày); điều hòa kinh; giảm lượng máu; giảm mụn; tăng mật độ xương tiền mãn kinh; uống hàng ngày trong 1 năm,làm chất nhầy cổ tử cung dày lên; niêm mạc tử cung mỏng đi; kinh nguyệt không đều; tăng nguy cơ mang thai; tinh trùng khó xâm nhập; trứng khó bám
Tăng tiết mồ hôi,topic,['53'],,đổ mồ hôi nhiều hơn bình thường; ra mồ hôi trộm; tăng tiết mồ hôi có thể là triệu chứng sớm của mang thai,có thể dùng bột hút mồ hôi (không chứa Talc),căng thẳng; sự dao động của nồng độ hormon; tăng thân nhiệt khi mang thai; thay đổi hormon; tăng lưu lượng máu; tăng cân; sự dao động của estrogen và progesterone; tăng chuyển hóa khi mang thai; tiêu thụ nhiều calories; sinh nhiệt nhiều hơn; kích thích tuyến mồ hôi; hạ đường máu khi mang thai cũng có thể gây tăng tiết mồ hôi; tác dụng phụ của thuốc hạ sốt; tác dụng phụ của thuốc điều trị tăng huyết áp; tăng lưu lượng tuần hoàn khi mang thai làm tăng nhiệt độ cơ thể; sốt; bệnh lý khác như nhiễm trùng tiết niệu khi mang thai; nồng độ progesterone cao làm tăng thân nhiệt; gây tăng tiết mồ hôi; thay đổi nội tiết tố nói chung trong thai kỳ; đặc biệt 3 tháng cuối thai kỳ; làm cơ thể gắng sức nhiều hơn; thay đổi trọng tâm; cơ thể phải hoạt động nhiều hơn để giữ thăng bằng; thời tiết nóng ẩm làm mẹ bầu đổ mồ hôi nhiều; lo lắng; ăn đồ cay; sử dụng caffeine; tăng chuyển hóa,,,,vùng hạ đồi là trung tâm kiểm soát thân nhiệt; nhiệt độ cơ thể tăng nhẹ,,,
Còn ống động mạch ở trẻ sinh non,disease,[],,,,ống động mạch không đóng đúng lúc sau sinh,,còn ống động mạch (pda) là vấn đề về tim mạch xảy ra ở vùng nối thông giữa 2 mạch máu lớn gần tim (còn gọi là ống động mạch).,,suy tim là tình trạng hoạt động tim không thể tống đủ máu đi nuôi toàn bộ cơ thể.,,,suy tim; trẻ có thể gặp vấn đề về hô hấp
Tế bào gốc tạo máu,topic,[],,,tế bào gốc tạo máu từ người hiến tặng được cấy vào các trẻ em bị bệnh. những tế bào này sẽ sản xuất ra các tế bào máu khỏe mạnh mới và tăng cường khả năng tạo máu và miễn dịch của trẻ,,,,,tế bào gốc trong máu cuống rốn cũng có thể có khả năng phát triển thành các loại tế bào khác trong cơ thể,,,
Đau âm hộ mãn tính toàn bộ,subdisease,['120'],,cơn đau và cảm giác khó chịu xảy ra ở toàn bộ vùng âm hộ.,,,,,,cơn đau và cảm giác khó chịu xảy ra ở toàn bộ vùng âm hộ.,,,
Cao huyết áp mãn tính,disease,['81'],,,,,,,,huyết áp cao trước tuần 20 hoặc kéo dài >12 tuần sau sinh; thường có từ trước mang thai nhưng chưa phát hiện,,,
cần báo bác sĩ nếu có máu,advice,[],,,,,,,,,,Ba tháng cuối,
Sinh theo ý muốn,topic,[],,,,muốn sinh con theo ngày; bà mẹ sống quá xa bệnh viện; không chịu được sự khó ở của những tháng cuối thai kì; sợ sinh theo đường âm đạo,,,,,,bác sĩ của bạn cũng có thể gợi ý những cách giúp bạn cảm thấy dễ chịu hơn; bạn có thể đi đến bệnh viện một thời gian trước khi thực sự chuyển dạ; bàn bạc với bác sĩ để có được những lời khuyên và gợi ý,
hụt hơi vì tử cung to ép phổi,symptom,[],,Ba tháng cuối,,,,,,,,,
Tăng sinh nội mạc tử cung,disease,['96'],,,siêu âm qua âm đạo (đo bề dày nội mạc); sinh thiết nội mạc; nong và nạo buồng tử cung; nội soi buồng tử cung để loại trừ ung thư,thay đổi theo chu kỳ kinh nguyệt dưới tác động của estrogen và progesterone; sự sụt giảm progesterone gây hành kinh; thừa estrogen không có progesterone; không rụng trứng → không có progesterone → lớp nội mạc tiếp tục dày lên,,tình trạng lớp nội mạc tử cung trở nên quá dày,Tăng sinh nội mạc tử cung đơn thuần; Tăng sinh nội mạc tử cung phức tạp; Tăng sinh không điển hình đơn thuần; Tăng sinh không điển hình phức tạp,progestin có thể gây chảy máu giống kinh nguyệt; ít phức tạp; nhiều tuyến nội mạc chen chúc nhau.,nếu dùng estrogen sau mãn kinh cần phối hợp progestin; giảm cân để giảm nguy cơ ung thư nội mạc,,ung thư tử cung
Biến chứng thai kỳ,topic,['22'],,mệt mỏi; buồn nôn; đau bụng; sụt cân; chóng mặt; khó thở; mất nước; chảy máu âm đạo; tăng huyết áp; dịch hoặc mô đi ra; nôn mửa; da nhợt nhạt,progesterone có thể được dùng để giảm nguy cơ sinh non ở một số sản phụ; nhập viện để truyền dịch,các động mạch bị hẹp; cơ thể không sản xuất đủ insulin; cơ thể không sử dụng insulin hiệu quả; cổ tử cung ngắn; tiền sử sinh non; vấn đề nhau thai; bệnh mạn tính của mẹ; nhu cầu sắt tăng trong thai kỳ; nhiễm trùng,,,,tăng huyết áp thai kỳ thường xuất hiện trong nửa sau thai kỳ và biến mất sau sinh; một số trường hợp nghiêm trọng (nôn nghén nặng),chủng ngừa trước hoặc trong thai kỳ; xét nghiệm sớm; điều trị kịp thời,chăm sóc tiền sản sớm và thường xuyên có thể giúp giảm nguy cơ; cần sàng lọc và hỗ trợ tâm lý trong thai kỳ và sau sinh; khi có dấu hiệu cần liên hệ bác sĩ ngay; cần theo dõi và phòng ngừa yếu tố nguy cơ; bổ sung 27mg sắt/ngày; dùng thêm thuốc bổ sung khi cần,tử vong; sinh non; dị tật bẩm sinh; thai lưu; thai ngoài tử cung; tăng nguy cơ sinh mổ; thai to; chậm tăng trưởng thai; tăng nguy cơ sinh non; tiền sản giật; tử vong sơ sinh; tình trạng này ảnh hưởng đáng kể đến mẹ và bé; cân nặng sơ sinh thấp
Vaccine ho gà,topic,[],,,,,,,,nhiều bệnh phòng ngừa bằng vaccine hiếm thấy ở mỹ nhưng vẫn còn phổ biến ở các khu vực khác trên thế giới,vaccine này rất quan trọng để bảo vệ trẻ sơ sinh khỏi bệnh ho gà cho đến khi đủ tuổi tiêm phòng,một thai phụ có kế hoạch du lịch nước ngoài nên trao đổi với bác sĩ về các loại vaccine nào nên tiêm,bệnh ho gà có thể đe dọa đến tính mạng trẻ sơ sinh - khoảng một nửa trẻ sơ sinh chết vì ho gà trong bệnh viện
Đai an toàn,topic,['82'],,,,,,,,,,đai an toàn nên là loại 3 điểm: một dây qua hông và một dây qua vai; phụ nữ mang thai nên luôn luôn cài đai an toàn để bảo vệ mẹ và bé khỏi thương tích hoặc tử vong trong trường hợp tai nạn xe hơi; dù ngồi ở hàng trước hay sau đều cần cài đai; đai phải đeo vừa khít và điều chỉnh theo chiều cao,
Que cấy tránh thai,subtopic,['14'],Không làm gián đoạn quan hệ tình dục; Giải phóng hormone progestogen vào máu để tránh thai; Có hiệu quả tránh thai hơn 99%; Hữu ích cho những phụ nữ không thể sử dụng biện pháp tránh thai có chứa estrogen; Phù hợp cho những phụ nữ cảm thấy khó khăn trong việc nhớ uống thuốc vào cùng một thời điểm mỗi ngày; Ngăn cản quá trình rụng trứng mỗi tháng; Làm mỏng lớp niêm mạc tử cung để trứng đã thụ tinh ít có khả năng tự làm tổ; Được bảo vệ ngay lập tức để tránh mang thai (nếu đặt trong 5 ngày đầu tiên của chu kỳ kinh nguyệt); Được bảo vệ tức thì để tránh mang thai (nếu đặt trước ngày 21 sau khi sinh con); An toàn khi đang cho con bú; Tránh thai ngay lập tức (khi đặt ngay sau khi sẩy thai hoặc phá thai); Tác dụng trong vòng 3 năm; Là một lựa chọn khác nếu bạn không thể sử dụng biện pháp tránh thai có chứa estrogen; An toàn để sử dụng khi đang cho con bú; Có thể làm giảm rong kinh hoặc đau bụng kinh; Tiếp tục có tác dụng đến 4 năm; Phù hợp cho những phụ nữ gặp khó khăn trong việc nhớ uống thuốc tránh thai hàng ngày; Ngăn cản quá trình rụng trứng hàng tháng; Làm mỏng lớp niêm mạc tử cung để giảm khả năng trứng làm tổ; Được bảo vệ ngay lập tức để tránh mang thai (nếu đặt trong 5 ngày đầu chu kỳ); Được bảo vệ tức thì để tránh mang thai (nếu đặt trong 21 ngày sau sinh); Tránh thai ngay lập tức khi đặt sau sẩy thai hoặc phá thai; Có tác dụng trong vòng 3 năm,vô kinh; rong kinh; vết bầm tím; cảm thấy đau; sưng xung quanh vị trí cấy; kinh nguyệt không đều; lượng kinh nguyệt ít hơn; cường kinh; không thể tìm thấy que cấy; cảm giác que cấy bị thay đổi hình dạng; nhận thấy bất kỳ thay đổi nào trên da; cảm giác đau tại vị trí đặt que cấy,,thuốc điều trị HIV; thuốc điều trị động kinh; thuốc điều trị lao; thảo dược có tính hướng thần (st john’s wort); một số loại kháng sinh (ví dụ như rifabutin hoặc rifampicin),,,,hiệu quả này kéo dài trong 3 năm.; que cấy tránh thai dưới da có hiệu quả tránh thai hơn 99%; hữu ích cho những phụ nữ không thể sử dụng biện pháp tránh thai có chứa estrogen; phù hợp cho những phụ nữ cảm thấy khó khăn trong việc nhớ uống thuốc vào cùng một thời điểm mỗi ngày; que cấy có thể được lấy ra nếu bạn có các tác dụng phụ; bạn có thể lấy nó ra bất cứ lúc nào và khả năng mang thai tự nhiên của bạn sẽ trở lại rất nhanh chóng; tác dụng trong vòng 3 năm; không làm gián đoạn quan hệ tình dục,,bạn nên gặp bác sĩ đa khoa hoặc chuyên gia chăm sóc sức khỏe bất cứ lúc nào nếu: không thể tìm thấy que cấy. cảm giác que cấy bị thay đổi hình dạng. nhận thấy bất kỳ thay đổi nào trên da hoặc cảm giác đau tại vị trí đặt que cấy. có thai.; bạn có thể đặt que cấy bất kỳ lúc nào sau khi sinh; sử dụng que cấy là an toàn khi đang cho con bú; que cấy có thể được đặt ngay sau khi sẩy thai hoặc phá thai và bạn sẽ được tránh thai ngay lập tức; gặp bác sĩ đa khoa hoặc điều dưỡng của bạn để được tư vấn; đến phòng khám sức khỏe phụ khoa gần nhất để thảo luận thêm; khả năng sinh sản trở lại bình thường ngay sau khi que cấy được lấy ra; có thể làm giảm rong kinh hoặc đau bụng kinh; an toàn để sử dụng khi đang cho con bú; luôn nói với bác sĩ rằng bạn đang sử dụng que cấy tránh thai nếu được kê đơn bất kỳ loại thuốc nào.; bạn cũng nên hỏi bác sĩ liệu loại thuốc bạn đang dùng có ảnh hưởng đến hiệu quả que cấy tránh thai hay không.; bạn có thể không được đặt hoặc thay thế que cấy tại thời điểm này.; các bác sĩ và điều dưỡng làm việc theo nguyên tắc cẩn trọng khi tiếp xúc với những người dưới 16 tuổi.,que cấy làm mỏng lớp niêm mạc tử cung để trứng đã thụ tinh ít có khả năng tự làm tổ; có thai
Đếm số lần cử động thai nhi,topic,[],,,,,,,,,,đếm cử động thai nhi (còn được gọi là đếm số lần đạp) là một xét nghiệm bạn có thể thực hiện ở nhà; có nhiều cách để đếm số lần đạp; bác sĩ của bạn sẽ cho bạn biết mức độ thường xuyên của việc theo dõi này và khi nào thì nói cho bác sĩ biết,
Miếng xốp tránh thai,subtopic,['17'],Làm bất hoạt tinh trùng; Được đưa vào âm đạo để che phủ cổ tử cung và giữ cho tinh trùng không vào được bên trong tử cung,nóng rát; kích ứng âm đạo,,,,miếng xốp tránh thai là một dụng cụ hình tròn làm bằng bọt mềm có chứa chất diệt tinh trùng,,miếng xốp tránh thai có thể được đặt tối đa 24 giờ trước khi quan hệ và nên lưu lại ít nhất 6 giờ sau khi quan hệ; miếng xốp tránh thai không nên để quá 30 giờ,,có thể mua ở nhiều cửa hàng; không ảnh hưởng đến hormone tự nhiên của phụ nữ; mỗi miếng xốp chứa đủ chất diệt tinh trùng cho hoạt động tình dục lặp đi lặp lại trong vòng 24 giờ; không ảnh hưởng đến nguồn sữa trong thời gian cho con bú,hiếm gặp hội chứng sốc nhiễm độc khi sử dụng miếng xốp tránh thai
Xác định nhóm máu,topic,[],,,,,,,,,,,tránh thiếu máu nghiêm trọng cho thai nhi
Chỉ số bishop,topic,[],,,,,,,,những thay đổi này thường bắt đầu một vài tuần trước khi bắt đầu chuyển dạ,,,
Sarcoma tử cung,subdisease,['113'],,,,xuất phát từ cơ và mô liên kết của tử cung,,sarcoma tử cung xuất phát từ cơ và mô liên kết của tử cung,,,,,tiến triển nhanh và nguy hiểm hơn ung thư nội mạc tử cung
Phương pháp ngừa thai nội tiết phối hợp,topic,['19'],Giảm mụn trứng cá và rậm lông; Hỗ trợ điều trị u xơ tử cung và lạc nội mạc tử cung; Giảm đau nửa đầu liên quan chu kỳ kinh,,,estrogen; progestin,,,,,,giúp chu kỳ kinh đều,
