entity_name,entity_type,article_ids,application,symptom,treatment,cause,subtopic,definition,subdisease,detail,prevention,advice,complication
Phương pháp bradley,topic,[],,,,,,,,phương pháp bradley (còn gọi là “husband - coached birth”) đặt trọng tâm về một cách tiếp cận tự nhiên để sinh và sự tham gia tích cực của cha đứa bé là người hỗ trợ lúc sinh; phương pháp này còn gọi là husband - coached birth; phương pháp này chú trọng cách tiếp cận tự nhiên để sinh và sự tham gia tích cực của cha đứa bé là người hỗ trợ lúc sinh,,mục tiêu chính của phương pháp này là tránh các loại thuốc nếu không thật sự cần thiết; các chủ đề khác được nhấn mạnh bao gồm tầm quan trọng của dinh dưỡng tốt và tập thể dục trong thời gian mang thai; các kỹ thuật thư giãn (như hít thở sâu và tập trung vào các tín hiệu cơ thể) như một phương pháp đối phó với chuyển dạ; trao quyền cho các bậc cha mẹ để họ tin vào bản năng của mình và trở thành người đóng vai trò chính trong quá trình sinh nở; phương pháp bradley cũng tập trung vào việc cung cấp dinh dưỡng tốt và tập thể dục trong thời gian mang thai,
Sự thụ thai,topic,[],,,,,,,,sự thụ thai là sự kết hợp của một trứng và một tinh trùng; đó là bước đầu tiên trong một chuỗi phức tạp của những sự kiện dẫn đến việc mang thai; sự thụ thai diễn ra trong ống dẫn trứng,,,
Nghỉ ngơi tại giường,topic,[],,,,,Chuyển dạ sinh non,,,,,bác sĩ yêu cầu sản phụ nên nghỉ ngơi một vài lần trong ngày hoặc nằm hoàn toàn tại giường,
Tăng cân,topic,[],tăng cân quan trọng cho sức khỏe mẹ và bé,,,,,,,tăng cân phù hợp giúp thai nhi phát triển tốt; mức tăng cân phụ thuộc vào bmi trước khi mang thai,,hạn chế đường và chất béo rắn; tham khảo bác sĩ về các hoạt động cần hạn chế,khó bú; tăng nguy cơ bệnh; biến chứng sinh; tăng nguy cơ sinh mổ; giảm nguy cơ biến chứng cho mẹ; gây sinh con nhẹ cân; tăng nguy cơ chậm phát triển; gây sinh con to; tăng nguy cơ béo phì cho mẹ và bé
Những điều ông bố cần biết,topic,[],ngày dự sinh được tính từ kỳ kinh cuối trừ 3 tháng cộng 7 ngày; kiểm tra thể chất; kiểm tra huyết áp; kiểm tra cân nặng; kiểm tra chiều cao; xét nghiệm máu; xét nghiệm nước tiểu; kiểm tra vùng chậu; xét nghiệm HIV; xét nghiệm giang mai; xét nghiệm các bệnh lây qua đường tình dục khác; siêu âm tuần 18-20; xét nghiệm tim thai; đo cân nặng; đo chiều cao bào thai; xác định vị trí bào thai; xét nghiệm dị tật bẩm sinh; xét nghiệm đái tháo đường thai kỳ; xét nghiệm Streptococcus nhóm B,,,,,,,thai kỳ kéo dài khoảng 40 tuần; chia thành 3 tam cá nguyệt; 6 tuần đầu phụ nữ cảm thấy mệt và đau rát; sinh mổ bình phục lâu hơn,,quan hệ khi mang thai: được phép nếu bác sĩ không cấm; không nên hút gần phụ nữ mang thai vì ảnh hưởng đến thai và trẻ sơ sinh; tham gia lớp sinh sản; tham quan khoa sản; chuẩn bị phương tiện di chuyển an toàn cho trẻ; cần điều chỉnh lối sống gia đình,
Progesterone,topic,[],có tác dụng ngăn ngừa sinh non chỉ khi cổ tử cung ngắn và mang đơn thai; ngăn ngừa sinh non nếu sản phụ đã có 1 lần sinh non đơn thai tự phát (tự phát nghĩa là tự chuyển dạ mà không cần dùng thuốc hay các phương pháp khác hoặc là ối vỡ sớm gây chuyển dạ) và mang đơn thai,khó chịu ở chỗ tiêm,progesterone đặt âm đạo làm giảm nguy cơ sinh non trong trường hợp đơn thai có cổ tử cung ngắn; progesterone tiêm làm giảm nguy cơ sinh non trong trường hợp đơn thai có tiền sử sinh non; điều trị với progesterone có thể dự phòng sinh non cho một số sản phụ nhất định; progesterone đặt âm đạo có tác dụng ngăn ngừa sinh non chỉ khi cổ tử cung ngắn và mang đơn thai; bắt đầu từ tuần 16 đến tuần 24 và 1 tuần 1 lần cho đến tuần 27,,Progesterone đặt âm đạo; Progesterone tiêm,,,progesterone là một hormone được cơ thể tạo ra; progesterone đóng vai trò rất quan trọng trong suốt thai kỳ; ngoài ra còn giúp phổi hoạt động tốt hơn để cung cấp nhiều oxy hơn cho sự phát triển của thai; sản phụ có thể sử dụng một dụng cụ như một chiếc tăm bông để đẩy progresterone vào trong âm đạo; thời gian bắt đầu điều trị từ tuần thai thứ 24 và cứ tiếp tục cho đến tuần 37; progesterone đặt âm đạo không phải lúc nào cũng có hiệu quả trong ngăn ngừa sinh non; progesterone đặt âm đạo không có tác dụng phụ cho cả sản phụ và thai nhi; không phải lúc nào progesterone tiêm cũng hiệu quả trong ngừa sinh non; 17 alpha - hydroxyprogesterone caproate (còn được gọi là 17p),,cần trao đổi với bác sĩ để biết được progesterone có thể giúp giảm nguy cơ sinh non của bạn hay không; sản phụ cần trao đổi với bác sĩ để hiểu rõ hơn nếu điều trị progesterone có hiệu quả với sản phụ; trao đổi với bác sĩ để hiểu rõ hơn nếu cần điều trị progesterone; trao đổi với bác sĩ về sự an toàn và tác dụng phụ của progesterone tiêm,nếu cơn co tử cung xảy ra trong giai đoạn đầu của thai kỳ có thể dẫn đến sẩy thai (là tình trạng thai chết trong tử cung trước 20 tuần); progesterone đặt âm đạo không có tác dụng phụ cho cả sản phụ và thai nhi
Gây tê tủy sống – ngoài màng cứng kết hợp,topic,[],,,,,,gây tê tuỷ sống – ngoài màng cứng kết hợp là một hình thức khác của gây tê vùng. hình thức gây tê này có lợi ích của cả gây tê tuỷ sống và gây tê ngoài màng cứng.,,,,,
Cảm nhận cử động thai nhi,topic,[],,,,,,,,một số người khác có thể cảm nhận được những vận động của con bạn khi nó “đạp”; những vận động đó sẽ giúp bé luyện tập chuẩn bị cho cuộc sống bên ngoài tử cung,,,
Indomethacin,subtopic,[],,buồn nôn; nôn; chóng mặt; xuất huyết âm đạo; ợ nóng,,,,,,,,,vàng da; viêm ruột hoại tử (nec); xuất huyết trong não; xuất huyết trong tim; còn ống động mạch (pda – bệnh tim bẩm sinh phổ biến ở trẻ sinh non tháng); tăng áp lực phổi; thiểu ối là tình trạng sản phụ có quá ít nước ối; nước ối là dịch bao quanh thai nhi trong tử cung; viêm dạ dày
Xét nghiệm giang mai,topic,[],phát hiện sớm,,có thể điều trị,,,,,,dự phòng giang mai bẩm sinh,,
Lập kế hoạch,topic,[],có thể kiểm tra chỉ số BMI trước khi mang thai,,,lo âu; những chất này có thể ảnh hưởng đến khả năng sinh sản và sức khỏe của trẻ; buồn bã; căng thẳng kéo dài; hút thuốc trong thai kỳ; khói thuốc lá thụ động,,,,,tiêm phòng vaccine trước hoặc trong thai kỳ theo khuyến cáo; tiêm chủng rubella; tiêm chủng thủy đậu; tiêm chủng viêm gan B,chăm sóc sức khỏe tiền thai kỳ giúp bé có thể chào đời khỏe mạnh; bắt đầu bằng việc lên kế hoạch và hành động; thực hiện các bước để đạt mục tiêu có thai và sinh em bé khỏe mạnh; đi khám bác sĩ sản khoa để được tư vấn chăm sóc sức khỏe tiền thai kỳ; hãy liệt kê câu hỏi và vấn đề cần trao đổi để không bỏ sót khi gặp bác sĩ; cần điều chỉnh trước khi mang thai; tiêm chủng đúng thời điểm giúp mẹ có thai kỳ khỏe mạnh và bảo vệ em bé suốt đời; duy trì cân nặng hợp lý trước khi mang thai; tạo lối sống ăn uống lành mạnh và tập thể dục thường xuyên; chia sẻ thông tin tiền sử gia đình với bác sĩ để phòng ngừa rủi ro cho con; chú ý đến sức khỏe tinh thần; tìm sự hỗ trợ từ bác sĩ hoặc chuyên gia tâm lý; duy trì thói quen lành mạnh; khám thai định kỳ để được hỗ trợ chăm sóc trong suốt thai kỳ; phụ nữ có khả năng mang thai nên bổ sung 400 microgram axit folic mỗi ngày trước khi mang thai và trong 12 tuần đầu thai kỳ để giảm nguy cơ dị tật ống thần kinh; hãy yêu cầu bác sĩ kê đơn bổ sung liều cao khi cần; không nên uống rượu khi mang thai; không có mức độ an toàn nào cho rượu trong thai kỳ; nên tham khảo ý kiến nữ hộ sinh hoặc bác sĩ; một số loại thuốc cần đổi sang thuốc an toàn hơn trước khi mang thai; không tự ý ngưng thuốc mà không hỏi ý kiến bác sĩ; kiểm tra và cập nhật tiêm chủng trước khi mang thai; nên xét nghiệm sàng lọc trước khi mang thai; nên tham khảo tư vấn di truyền trước khi mang thai,một số thuốc có thể gây dị tật bẩm sinh; ảnh hưởng đến cuộc sống; nhẹ cân; sinh non; các biến chứng khác; tăng nguy cơ sẩy thai; có hại cho thai nhi; khó khăn khi mang thai; giảm hiệu quả điều trị khả năng sinh sản; tăng nguy cơ tăng huyết áp; tăng nguy cơ huyết khối; tăng nguy cơ đái tháo đường thai kỳ
xuất hiện mạch máu hình mạng nhện ở cổ,symptom,[],,Ba tháng đầu,,,,,,,,,
Phương pháp theo dõi dịch nhầy cổ tử cung,subtopic,[],,giai đoạn khô; dịch nhầy dính; dịch nhầy ướt; dịch nhầy trơn,,,,,,ngày cuối dịch ướt (ngày đỉnh) thường trùng với rụng trứng,,,
Triệt sản ống dẫn trứng,subtopic,[],,,,,,triệt sản ống dẫn trứng là các thủ thuật dành cho phụ nữ nhằm đóng kín ống dẫn trứng. ngăn cản trứng di chuyển xuống tử cung và ngăn tinh trùng gặp trứng.,,,,,
Còn ống động mạch ở trẻ sinh non,disease,[],,,,ống động mạch không đóng đúng lúc sau sinh,,còn ống động mạch (pda) là vấn đề về tim mạch xảy ra ở vùng nối thông giữa 2 mạch máu lớn gần tim (còn gọi là ống động mạch).,,suy tim là tình trạng hoạt động tim không thể tống đủ máu đi nuôi toàn bộ cơ thể.,,,suy tim; trẻ có thể gặp vấn đề về hô hấp
Tế bào gốc tạo máu,topic,[],,,tế bào gốc tạo máu từ người hiến tặng được cấy vào các trẻ em bị bệnh. những tế bào này sẽ sản xuất ra các tế bào máu khỏe mạnh mới và tăng cường khả năng tạo máu và miễn dịch của trẻ,,,,,tế bào gốc trong máu cuống rốn cũng có thể có khả năng phát triển thành các loại tế bào khác trong cơ thể,,,
cần báo bác sĩ nếu có máu,advice,[],,,,,,,,,,Ba tháng cuối,
Sinh theo ý muốn,topic,[],,,,muốn sinh con theo ngày; bà mẹ sống quá xa bệnh viện; không chịu được sự khó ở của những tháng cuối thai kì; sợ sinh theo đường âm đạo,,,,,,bác sĩ của bạn cũng có thể gợi ý những cách giúp bạn cảm thấy dễ chịu hơn; bạn có thể đi đến bệnh viện một thời gian trước khi thực sự chuyển dạ; bàn bạc với bác sĩ để có được những lời khuyên và gợi ý,
hụt hơi vì tử cung to ép phổi,symptom,[],,Ba tháng cuối,,,,,,,,,
Vaccine ho gà,topic,[],,,,,,,,nhiều bệnh phòng ngừa bằng vaccine hiếm thấy ở mỹ nhưng vẫn còn phổ biến ở các khu vực khác trên thế giới,vaccine này rất quan trọng để bảo vệ trẻ sơ sinh khỏi bệnh ho gà cho đến khi đủ tuổi tiêm phòng,một thai phụ có kế hoạch du lịch nước ngoài nên trao đổi với bác sĩ về các loại vaccine nào nên tiêm,bệnh ho gà có thể đe dọa đến tính mạng trẻ sơ sinh - khoảng một nửa trẻ sơ sinh chết vì ho gà trong bệnh viện
Đếm số lần cử động thai nhi,topic,[],,,,,,,,,,đếm cử động thai nhi (còn được gọi là đếm số lần đạp) là một xét nghiệm bạn có thể thực hiện ở nhà; có nhiều cách để đếm số lần đạp; bác sĩ của bạn sẽ cho bạn biết mức độ thường xuyên của việc theo dõi này và khi nào thì nói cho bác sĩ biết,
Xác định nhóm máu,topic,[],,,,,,,,,,,tránh thiếu máu nghiêm trọng cho thai nhi
Chỉ số bishop,topic,[],,,,,,,,những thay đổi này thường bắt đầu một vài tuần trước khi bắt đầu chuyển dạ,,,
Phương pháp theo dõi nhiệt độ cơ thể,subtopic,[],,,,,,,,,,phụ nữ phải đo nhiệt độ mỗi sáng và ghi lại; cặp đôi cần kiêng quan hệ từ sau hành kinh cho đến 3 ngày sau khi nhiệt độ tăng,
Tocolytics,topic,[],àm chậm lại hoặc làm ngưng những cơn co tử cung và ngăn được sự chuyển dạ sanh trong 2 - 7 ngày; nhằm kích thích sự phát triển phổi ở trẻ hoặc để thai phụ kịp đến được một bệnh viện nơi có thể cung cấp sự chăm sóc đặc biệt cho trẻ sinh non,,những thuốc được gọi là tocolytics có thể được dùng cho những thai phụ có các triệu chứng của dọa sinh non; những thuốc này có thể làm chậm lại hoặc làm ngưng những cơn co tử cung và ngăn được sự chuyển dạ sanh trong 2 - 7 ngày,,,,,,,tocolytics có thể giúp bạn có thêm thời gian để sử dụng corticosteroids nhằm kích thích sự phát triển phổi ở trẻ; tocolytics có thể giúp bạn có thêm thời gian để thai phụ kịp đến được một bệnh viện nơi có thể cung cấp sự chăm sóc đặc biệt cho trẻ sinh non,
Liệu pháp tâm lý,topic,[],,,trị liệu tâm lý một mình với bạn và bác sĩ tâm lý của bạn,,,,,,,bạn sẽ tâm sự về những cảm xúc của bạn và cùng tìm cách giải tỏa chúng,
Xét nghiệm Rubella,topic,[],xét nghiệm Rubella (Sởi Đức): nếu nhiễm trong thai kỳ có thể gây dị tật bẩm sinh,,,,,,,,,,
Xét nghiệm vô sinh dành cho nữ giới,subtopic,[],,,,nồng độ hormone bất thường,,,,rụng trứng là khi trứng được giải phóng ra từ buồng trứng di chuyển vào ống dẫn trứng; nó cần phải xảy ra để một người phụ nữ có thể mang thai; những xét nghiệm này cho thấy hình ảnh bên trong cơ thể; bác sĩ có thể quan sát bên trong cơ thể bằng một ống nhỏ có gắn camera ở đầu,,,
Nguyên nhân gây rối loạn nst,subtopic,[],,thiểu năng trí tuệ; khuyết tật về thể chất,,bất thường về nst,,,,,,,
Trĩ và táo bón,topic,[],,,,,,,,,,tắm ngồi xen kẽ nước ấm và lạnh có thể giúp giảm bệnh trĩ; ngồi trên một miếng nệm phồng cũng có thể giảm bệnh trĩ; hỏi bác sĩ về thuốc làm mềm phân; tập thể dục có thể rất hữu ích,
Thử thai,topic,[],,chuột rút; ra máu hoặc chảy máu nhẹ khi phôi làm tổ; cảm giác kéo căng bụng; căng hoặc đau ngực; mệt mỏi không rõ nguyên nhân; nhạy cảm mùi; thay đổi thói quen ăn uống; có vị lạ trong miệng; xuất hiện vạch thứ hai; xuất hiện dấu cộng,,máu trong nước tiểu; protein trong nước tiểu; thuốc chống co giật; thuốc an thần; hcg do tuyến yên; sảy thai sớm; điều trị vô sinh gần đây; que hết hạn; làm sai cách; để mẫu quá lâu; thử quá sớm khi hcg còn thấp; nước tiểu quá loãng; đang dùng thuốc kháng histamine; đang dùng thuốc lợi tiểu,,,,các dấu hiệu này xuất hiện khoảng 7–10 ngày sau rụng trứng; nên thử thai 1 tuần sau khi trễ kinh nếu có quan hệ; kết quả que thử nên đọc trong 5–10 phút; vạch sẽ đậm hơn khi nồng độ hcg tăng trong các tuần tiếp theo,,nên thử thai từ ngày đầu tiên sau khi trễ kinh; thử quá sớm có thể cho kết quả không chính xác hoặc phát hiện sảy thai sớm tự nhiên; vẫn nên đợi đến sau khi trễ kinh để có độ chính xác cao hơn; tuân thủ đúng hướng dẫn để có kết quả chính xác; đọc trước 5 phút hoặc sau 10 phút có thể cho kết quả sai; có thể kiểm tra lại sau 1 tuần để chắc chắn; nên chọn phương pháp phù hợp với tình huống của bạn,
Ối vỡ non trên thai non tháng (pprom),subdisease,[],,,sử dụng kháng sinh để giảm nguy cơ nhiễm trùng tiến triển,,,ối vỡ non trên thai non tháng là ối vỡ trước 37 tuần nhưng thai phụ vẫn chưa chuyển dạ.,,điều này làm ảnh hưởng xấu đến sức khỏe mẹ và con.,,ưu tiên tiếp tục kéo dài thai kỳ đến 37 tuần nếu bạn khỏe mạnh không có dấu hiệu nhiễm trùng và thai nhi phát triển tốt trong tử cung,nhiễm trùng; sinh non; các biến chứng khác xuất hiện
Giảm đau lưng,topic,[],,,,sự căng cơ lưng; cơ bụng yếu; hormone thai kỳ làm giãn dây chằng khớp chịu lực ở xương chậu; các khớp dịch chuyển quá mức,,,,,đi giày thấp có đệm lót; nhờ người giúp khi nhấc vật nặng; đặt một chân lên ghế đẩu khi phải đứng lâu; nếu giường mềm thì lót ván dưới đệm; ngồi ghế hỗ trợ lưng hoặc kê gối nhỏ sau lưng,đau lưng có thể là triệu chứng tiền sản,
Đái tháo đường,disease,[],phát hiện qua xét nghiệm đường huyết định kỳ,,,đái tháo đường hình thành trong thời kỳ mang thai,,đái tháo đường thai kỳ (đtđtk) là bệnh khởi phát trong thai kỳ,,cần quản lý cẩn thận để đảm bảo sức khỏe mẹ và bé,,ăn ít tinh bột; cân bằng đường và đạm; lên kế hoạch bữa ăn phù hợp với cả gia đình; hỗ trợ bởi chuyên gia dinh dưỡng; kiểm tra đường huyết sau mỗi bữa ăn và gửi kết quả cho bác sĩ để điều chỉnh chế độ ăn và thuốc; thực hiện nonstress tests thường xuyên; sinh đúng ngày hoặc trước ngày dự sinh để giảm rủi ro trẻ quá to hoặc nhẹ cân; tham khảo các lựa chọn điều trị hiện có để đảm bảo kết quả tốt cho mẹ và bé,
đau bụng do dây chằng căng,symptom,[],,Ba tháng cuối,,,,,,,,,
Mang thai,topic,[],,cảm giác mệt mỏi tăng; trẻ sinh ra thường nhẹ cân; trẻ dễ hen; trẻ đau bụng; trẻ béo phì cao hơn,,lậu; rượu; quá nặng cân có thể gây cao huyết áp; quá nặng cân có thể gây tiểu đường; ngâm người trong bồn nước nóng; sốt trong 3 tháng đầu; aids; thuốc lá; ma túy; monoxit cacbon giảm lượng oxy nhận được của trẻ; rượu truyền qua nhau thai; ma túy sau sinh,,,,việc thụ thai xảy ra khoảng trước hai tuần của kỳ kinh tiếp theo,nhiễm rubella khi mang thai rất có hại cho em bé. nên chủng ngừa rubella trước khi mang thai.,những điều cần suy nghĩ tới trước khi mang thai; nên tham khảo ý kiến bác sĩ 1 năm trước khi muốn có thai; bác sĩ sẽ tiến hành kiểm tra sức khỏe và hỏi tiền sử bệnh của bạn cũng như người cha tương lai; những thức ăn bạn ăn cũng là thức ăn của thai nhi; tham khảo bác sĩ về vitamin và khoáng chất cần thiết; cần cung cấp đủ acid folic ngay cả trước khi mang thai; nên giảm cân trước khi định có thai nếu có điều kiện; nên tập nhẹ nhàng và đều đặn; cơ thể mẹ càng khỏe thì mang thai và sinh nở càng dễ dàng; đi bộ hàng ngày là một hình thức luyện tập tốt; tham khảo bác sĩ để có chương trình luyện tập phù hợp; cần sự trợ giúp của bác sĩ để bỏ các thói quen này; bức xạ màn hình máy tính không có hại rõ ràng; tham khảo bác sĩ để xác định đồ vật nguy hiểm và cách bảo vệ thai nhi; nên được chẩn đoán và điều trị trước khi mang thai; cần thông báo bác sĩ để thực hiện xét nghiệm sàng lọc; trao đổi với bác sĩ để nhận chương trình hỗ trợ hoặc đường dây quốc gia (1-800-quit now ở mỹ).; thuốc lá điện tử và thuốc lá không khói không an toàn.; không có lượng rượu an toàn trong thai kỳ. ngừng uống rượu càng sớm càng giảm rủi ro cho bé.; cần thông báo bác sĩ khi sử dụng ma túy để nhận hỗ trợ cần thiết; trao đổi với bác sĩ trước khi dùng trong thai kỳ; thuốc bổ và vitamin cũng cần cân nhắc; điều này sẽ giúp bảo vệ thai phụ và thai nhi,sinh non; dị tật bẩm sinh; thai nhi có thể gặp bất thường nghiêm trọng về não hoặc cột sống; thời gian chuyển dạ có thể lâu hơn; gây dị tật bẩm sinh; ảnh hưởng nghiêm trọng đến thai nhi; rối loạn nhau thai bám vào tử cung; sinh con cân non; mắc bệnh đường hô hấp; gây nguy cơ cho bé; chết bào thai; truyền qua sữa mẹ; ảnh hưởng sức khỏe trẻ; ảnh hưởng công việc; ảnh hưởng quan hệ gia đình; nguy cơ pháp lý; nghiện; bệnh tật
Chất diệt tinh trùng,topic,[],,viêm âm đạo; dị ứng,,,,,,,,dễ sử dụng; rẻ tiền; không ảnh hưởng hormone; dùng được khi cho con bú,
Tiêu tiểu không kiểm soát,topic,[],,,,,,,,tiêu tiểu không kiểm soát thường biến mất dần khi cơ thể của bạn trở lại trạng thái bình thường trước khi mang thai.,,lót băng vệ sinh trong khi làm.; hãy cho bác sĩ biết về bất kỳ lần tiêu tiểu không kiểm soát nào mà bạn bị.,
Thuốc tránh thai chỉ có progestin,topic,[],Làm buồng trứng ngưng phóng thích trứng,tăng cân; ít gây đau dạ dày; ít gây đau đầu; ra máu giữa kỳ; cảm giác đói; đau tức ngực,,,,,,cần dùng ít nhất 1 tháng mới có tác dụng tránh thai đầy đủ,,thường ít gây tác dụng phụ hơn so với thuốc tránh thai phối hợp; phù hợp cho phụ nữ đang cho con bú vì không ảnh hưởng đến sữa; an toàn hơn ở phụ nữ trên 35 tuổi; an toàn hơn ở người hút thuốc; an toàn hơn ở người béo phì; an toàn hơn ở người tăng huyết áp; an toàn hơn ở người có tiền sử đông máu; khoảng 2–3/100 phụ nữ vẫn có thai mỗi năm dù dùng đúng cách. hiệu quả phụ thuộc vào việc uống đúng giờ hàng ngày. nếu uống trễ hơn 3 giờ cần uống bổ sung ngay và dùng thêm biện pháp dự phòng (bao cao su) trong 48 giờ.; không ngừa được các bệnh lây truyền qua đường tình dục (stis); uống mỗi ngày vào cùng giờ,
Viêm âm đạo do trichomonas,subdisease,[],,tiết dịch âm đạo lượng nhiều,viên metronidazole 200mg ba lần mỗi ngày trong một tuần,vi khuẩn trichomonas vagis,,,,,,,
Khám vô sinh,subtopic,[],,đau vùng chậu; chu kỳ kinh nguyệt bất thường; tiết dịch âm đạo bất thường; ra huyết âm đạo bất thường; thân nhiệt tăng nhẹ sau rụng trứng,bơm tinh trùng vào buồng tử cung (iui): đưa tinh trùng khỏe mạnh trực tiếp vào tử cung gần thời điểm rụng trứng; phẫu thuật; thay đổi lối sống; thuốc; kỹ thuật hỗ trợ sinh sản (art); mở thông ống dẫn trứng bị tắc nghẽn; điều trị lạc nội mạc tử cung; phẫu thuật điều trị giãn tĩnh mạch thừng tinh; phẫu thuật cải thiện khả năng sinh sản; progesterone; các hormone khác; sử dụng thuốc để kích thích buồng trứng phóng thích trứng khi rụng trứng không đều hoặc không xảy ra; clomiphene citrate thường dùng để gây rụng trứng; thường kết hợp thuốc kích trứng; việc điều trị không phải lúc nào cũng giúp người phụ nữ mang thai,hội chứng buồng trứng đa nang (pcos); rối loạn rụng trứng; bất thường cơ quan sinh dục; bất thường hormone; số lượng tinh trùng bất thường; chất lượng tinh trùng bất thường; bệnh lý tuyến giáp; nồng độ prolactin cao; nguyên nhân có thể từ nam; nguyên nhân có thể từ nữ; rối loạn hormone; rối loạn tuyến giáp; cường prolactin,Xét nghiệm vô sinh dành cho nam giới; Xét nghiệm vô sinh dành cho nữ giới,rối loạn cương dương là tình trạng nam giới không thể đạt hoặc duy trì cương cứng đủ để hoàn thành quan hệ tình dục.; vô sinh được định nghĩa là không mang thai sau 1 năm quan hệ tình dục đều đặn không sử dụng biện pháp tránh thai,,khám vô sinh bao gồm thăm khám và xét nghiệm để tìm nguyên nhân vô sinh; vô sinh thường có thể điều trị thành công ngay cả khi không tìm được nguyên nhân; khám vô sinh thường kéo dài một vài chu kỳ kinh nguyệt; nồng độ cao chứng tỏ có rụng trứng; đo hormone kiểm soát tuyến giáp; chỉ định tùy triệu chứng và kết quả xét nghiệm trước; phương pháp điều trị như nhau nhưng có thể người phụ nữ này mang thai còn người khác thì không,điều chỉnh liều hcg; giới hạn số phôi được chuyển vào tử cung,theo dõi thân nhiệt cơ bản: giúp dự đoán rụng trứng; không có thai sau 1 năm quan hệ tình dục đều đặn không tránh thai; trên 35 tuổi không có thai sau 6 tháng; chu kỳ kinh nguyệt không đều; một trong hai đã có vấn đề về khả năng sinh sản; điều chỉnh cân nặng; tập thể dục hợp lý; bỏ thuốc lá; giảm rượu; tránh ma túy; nói chuyện với bác sĩ về những ưu điểm và nhược điểm của những phương pháp điều trị khác nhau; bác sĩ của bạn nghĩ như thế nào về hiệu quả điều trị; chi phí điều trị - một số phương pháp điều trị sẽ tốn rất nhiều tiền; bảo hiểm y tế không thanh toán cho tất cả các phương pháp điều trị; điều trị sẽ kéo dài bao lâu - việc điều trị có thể phải thực hiện nhiều lần mới có hiệu quả; để mang thai có thể mất vài tháng đến nhiều năm; tác dụng phụ và nhược điểm của điều trị; một người phụ nữ có thể rất khó khăn để đưa ra quyết định; tốt hơn là nên nói chuyện với người tư vấn hoặc nhóm hỗ trợ người gặp khó khăn trong việc mang thai,giảm số lượng tinh trùng; giảm khả năng di động tinh trùng; rối loạn cương dương; rối loạn tuyến giáp ảnh hưởng khả năng sinh sản; hội chứng quá kích buồng trứng; tăng khả năng đa thai
Quan hệ tình dục sau sinh,topic,[],,,,,,,,,,cố gắng tìm tư thế ít gây áp lực nhất lên các vùng đau và khiến bạn cảm thấy thoải mái nhất.; tâm sự với chồng nếu bạn đang đau hay sợ hãi về sự đau đớn trong khi quan hệ. điều này có thể giúp cả hai bạn cảm thấy ít lo lắng và an toàn hơn khi nối lại đời sống tình dục của hai vợ chồng.,
Ốm nghén,topic,[],,buồn nôn; nôn; không thể ăn uống; bị giảm cân,bác sĩ loại trừ nguyên nhân khác; có thể cho dùng vitamin b6; doxylamine; thuốc chống buồn nôn; nếu mất nước có thể truyền dịch iv,sự tăng hormone trong thai kỳ,,,,đặc biệt ở giai đoạn đầu; có thể xảy ra bất cứ thời điểm nào trong ngày; hiện tượng ốm nghén thường kéo dài đến giữa thai kỳ rồi nhẹ dần và biến mất,,phần lớn các trường hợp ốm nghén nhẹ không ảnh hưởng đến sức khỏe mẹ và thai nhi; không có cách chữa triệt để; phụ nữ dùng vitamin tổng hợp từ đầu thai kỳ ít bị ốm nghén nặng hơn; nghỉ ngơi nhiều; tránh mùi khó chịu; chia nhỏ bữa ăn; ăn bánh quy buổi sáng; dùng thực phẩm giàu protein; tránh đồ cay và béo,
Hội chứng edwards,topic,[],,chậm phát triển trí tuệ nặng; dị tật khác,,,,,,,,,nguy cơ tử vong cao
Làm chín muồi cổ tử cung,topic,[],làm mềm và mỏng cổ tử cung ra để chuẩn bị cho sinh sản,,prostaglandin; các phương pháp đặc biệt; đặt laminaria (một chất hút nước) vào để làm mở rộng cổ tử cung; chèn ống thông (ống nhỏ) có bóng phồng ra ở phía cuối ống thông vào để mở rộng cổ tử cung,,,là một quá trình giúp làm mềm và mỏng cổ tử cung ra để chuẩn bị cho sinh sản,,,,,
Phương pháp nhiệt chứng,subtopic,[],,đau bụng; nổi mụn; thay đổi cổ tử cung,,,,,,,,cần kiêng quan hệ từ dấu hiệu dễ thụ thai đầu tiên cho đến 3 ngày sau khi tăng nhiệt độ hoặc 4 ngày sau ngày đỉnh dịch nhầy,
Thực phẩm giàu canxi,topic,[],thêm vào hạt chia và sử dụng yoghurt hoặc sữa chua thay cho nước ép táo thậm chí còn có nhiều canxi hơn,,,,,,,rong biển là một nguồn canxi tuyệt vời,,thực đơn với đậu hầm trở thành một cách nhanh chóng và dễ dàng cho một bữa ăn dành cho thai phụ; công thức này kết hợp cả canxi của bông cải xanh và pho mát để mang lại một bữa ăn bổ dưỡng; lưu ý rằng pho mát mềm không được dùng trong thời kỳ mang thai do mối đe dọa nhiễm listeria; công thức này cho phép sử dụng một loạt các loại pho mát thay thế; sữa chua là người bạn tốt nhất nếu bạn đang cố gắng tăng lượng canxi của mình; những loại sữa chua với quả berry (quả mọng) ngon tuyệt vời này sẽ rất hoàn hảo cho bạn; bánh táo vụn với hạt phỉ: bạn có biết có đến 114mg canxi trong mỗi 100 gam hạt phỉ? món ăn ngon miệng này là một cách giải quyết tuyệt vời mỗi khi bạn thèm ăn.,
